¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ø(332.19, 7.37, 365.97) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 10.54802
(332.36, 7.38, 365.26) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.747976
(332.36, 7.38, 365.26) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.8214
(332.36, 7.38, 365.26) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.003568
(332.36, 7.38, 365.26) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.726183
(332.36, 7.38, 365.26) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 7.684662
(332.36, 7.38, 365.26) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 7.656096
(332.36, 7.38, 365.26) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 7.513439
(332.36, 7.38, 365.26) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 6.841662
(332.36, 7.38, 365.26) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 9.46714
(332.36, 7.38, 365.26) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 7.728936
(332.36, 7.38, 365.26) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 7.894675
(332.36, 7.38, 365.26) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.111289
(332.36, 7.38, 365.26) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.217903
(332.36, 7.38, 365.26) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.329003
(332.36, 7.38, 365.26) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.339133
ê(332.36, 7.38, 365.26) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.324211
(332.36, 7.38, 365.26) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.291718
(332.36, 7.38, 365.26) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.110926
(332.36, 7.38, 365.26) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 7.843996
(332.36, 7.38, 365.26) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 12.54132
(332.36, 7.38, 365.26) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 12.85276
(332.36, 7.38, 365.26) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 16.78385
(332.36, 7.38, 365.26) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.614591
(332.36, 7.38, 365.26) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.681428
(332.36, 7.38, 365.26) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.751527
(332.36, 7.38, 365.26) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.825109
(332.36, 7.38, 365.26) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.049562
(332.36, 7.38, 365.26) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.541753
(332.36, 7.38, 365.26) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 7.75718
(332.36, 7.38, 365.26) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 7.728342
(332.36, 7.38, 365.26) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 6.720584
(332.36, 7.38, 365.26) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 6.87838
(332.36, 7.38, 365.26) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 9.527031
(332.36, 7.38, 365.26) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 7.657506
(332.36, 7.38, 365.26) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 7.980298
(332.36, 7.38, 365.26) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.253297
(332.36, 7.38, 365.26) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.364038
(332.36, 7.38, 365.26) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.479468
(332.36, 7.38, 365.26) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.515993
(332.36, 7.38, 365.26) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.500732
(332.36, 7.38, 365.26) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.487178
(332.36, 7.38, 365.26) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.302193
(332.36, 7.38, 365.26) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.102347
(332.36, 7.38, 365.26) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 7.532248
(332.36, 7.38, 365.26) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 12.89258
(332.36, 7.38, 365.26) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 16.80168
(332.36, 7.38, 365.26) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.618192
(332.36, 7.38, 365.26) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.685181
(332.36, 7.38, 365.26) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.755444
(332.36, 7.38, 365.26) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.829199
(332.36, 7.38, 365.26) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.390265
(332.36, 7.38, 365.26) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.481197
(332.36, 7.38, 365.26) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.60532
(332.36, 7.38, 365.26) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 6.688173
(332.36, 7.38, 365.26) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 6.737199
(332.36, 7.38, 365.26) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 6.916225
(332.36, 7.38, 365.26) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 7.107345
(332.36, 7.38, 365.26) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 7.588849
(332.36, 7.38, 365.26) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.068575
(332.36, 7.38, 365.26) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.388876
(332.36, 7.38, 365.26) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.51687
(332.36, 7.38, 365.26) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.636914
(332.36, 7.38, 365.26) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.70225
(332.36, 7.38, 365.26) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.686631
(332.36, 7.38, 365.26) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.672757
(332.36, 7.38, 365.26) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.50461
é(332.36, 7.38, 365.26) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.316607
(332.36, 7.38, 365.26) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 7.605163
(332.36, 7.38, 365.26) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 12.93488
(332.36, 7.38, 365.26) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 16.82258
(332.36, 7.38, 365.26) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.62213
(332.36, 7.38, 365.26) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.689286
(332.36, 7.38, 365.26) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.759728
(332.36, 7.38, 365.26) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.833673
(332.36, 7.38, 365.26) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.381531
(332.36, 7.38, 365.26) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.500133
(332.36, 7.38, 365.26) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.625201
(332.36, 7.38, 365.26) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 6.743303
(332.36, 7.38, 365.26) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 6.793341
(332.36, 7.38, 365.26) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 6.955219
(332.36, 7.38, 365.26) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 7.148658
(332.36, 7.38, 365.26) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 7.522862
(332.36, 7.38, 365.26) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.159602
(332.36, 7.38, 365.26) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.487565
(332.36, 7.38, 365.26) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.676811
(332.36, 7.38, 365.26) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.801788
(332.36, 7.38, 365.26) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.898613
(332.36, 7.38, 365.26) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.882615
(332.36, 7.38, 365.26) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.868402
(332.36, 7.38, 365.26) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.71911
(332.36, 7.38, 365.26) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 7.405313
(332.36, 7.38, 365.26) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 7.739962
(332.36, 7.38, 365.26) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 12.97969
(332.36, 7.38, 365.26) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 16.84655
(332.36, 7.38, 365.26) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.626406
(332.36, 7.38, 365.26) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.693745
(332.36, 7.38, 365.26) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.764381
(332.36, 7.38, 365.26) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.838533
(332.36, 7.38, 365.26) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.400227
(332.36, 7.38, 365.26) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.519743
(332.36, 7.38, 365.26) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.645797
(332.36, 7.38, 365.26) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 6.800439
(332.36, 7.38, 365.26) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 6.851534
(332.36, 7.38, 365.26) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 6.995388
(332.36, 7.38, 365.26) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 7.19123
(332.36, 7.38, 365.26) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 9.696269
(332.36, 7.38, 365.26) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 7.440476
(332.36, 7.38, 365.26) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.589448
(332.36, 7.38, 365.26) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.844327
(332.36, 7.38, 365.26) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.974575
(332.36, 7.38, 365.26) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 9.105861
(332.36, 7.38, 365.26) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 9.089462
(332.36, 7.38, 365.26) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 9.07489
(332.36, 7.38, 365.26) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 7.34989
(332.36, 7.38, 365.26) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 7.430648
(332.36, 7.38, 365.26) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 7.8808
(332.36, 7.38, 365.26) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 13.02707
ë(332.36, 7.38, 365.26) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 16.87362
(332.36, 7.38, 365.26) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.631022
(332.36, 7.38, 365.26) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.698559
(332.36, 7.38, 365.26) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.769404
(332.36, 7.38, 365.26) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.84378
(332.36, 7.38, 365.26) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.419571
(332.36, 7.38, 365.26) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.540039
(332.36, 7.38, 365.26) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.667115
(332.36, 7.38, 365.26) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 6.859644
(332.36, 7.38, 365.26) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 6.911848
(332.36, 7.38, 365.26) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 7.036757
(332.36, 7.38, 365.26) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 7.23509
(332.36, 7.38, 365.26) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 9.765716
(332.36, 7.38, 365.26) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 7.620871
(332.36, 7.38, 365.26) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 7.391356
(332.36, 7.38, 365.26) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 7.346614
(332.36, 7.38, 365.26) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 7.332317
(332.36, 7.38, 365.26) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 7.319501
(332.36, 7.38, 365.26) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 7.308151
(332.36, 7.38, 365.26) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 7.341072
(332.36, 7.38, 365.26) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 7.464967
(332.36, 7.38, 365.26) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 7.594622
(332.36, 7.38, 365.26) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.028043
(332.36, 7.38, 365.26) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 13.07704
(332.36, 7.38, 365.26) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 16.90381
(332.36, 7.38, 365.26) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.635981
(332.36, 7.38, 365.26) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.703729
(332.36, 7.38, 365.26) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.7748
(332.36, 7.38, 365.26) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.849417
(332.36, 7.38, 365.26) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.439574
(332.36, 7.38, 365.26) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.561029
(332.36, 7.38, 365.26) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.689166
(332.36, 7.38, 365.26) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 6.92099
(332.36, 7.38, 365.26) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 6.974354
(332.36, 7.38, 365.26) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 7.079349
(332.36, 7.38, 365.26) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 7.280265
(332.36, 7.38, 365.26) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 9.839433
(332.36, 7.38, 365.26) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 7.877986
(332.36, 7.38, 365.26) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 7.633588
(332.36, 7.38, 365.26) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 7.449841
(332.36, 7.38, 365.26) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 7.433414
(332.36, 7.38, 365.26) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 7.418506
(332.36, 7.38, 365.26) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 7.405097
(332.36, 7.38, 365.26) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 7.501997
(332.36, 7.38, 365.26) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 7.631649
(332.36, 7.38, 365.26) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 7.767401
(332.36, 7.38, 365.26) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.182096
(332.36, 7.38, 365.26) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 13.12966
(332.36, 7.38, 365.26) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 16.93715
(332.36, 7.38, 365.26) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.641283
(332.36, 7.38, 365.26) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.709258
î(332.36, 7.38, 365.26) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.780571
(332.36, 7.38, 365.26) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.855445
(332.36, 7.38, 365.26) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.460244
(332.36, 7.38, 365.26) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.582723
(332.36, 7.38, 365.26) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.711963
(332.36, 7.38, 365.26) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 6.984554
(332.36, 7.38, 365.26) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 7.039135
(332.36, 7.38, 365.26) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 7.123196
(332.36, 7.38, 365.26) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 7.326787
(332.36, 7.38, 365.26) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 9.916221
(332.36, 7.38, 365.26) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 9.966145
(332.36, 7.38, 365.26) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 7.894369
(332.36, 7.38, 365.26) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 7.651035
(332.36, 7.38, 365.26) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 7.62438
(332.36, 7.38, 365.26) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 7.609058
(332.36, 7.38, 365.26) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 7.595275
(332.36, 7.38, 365.26) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 7.671474
(332.36, 7.38, 365.26) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 7.807332
(332.36, 7.38, 365.26) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 7.949663
(332.36, 7.38, 365.26) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.343401
(332.36, 7.38, 365.26) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 13.18497
(332.36, 7.38, 365.26) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 16.97367
(332.36, 7.38, 365.26) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.64693
(332.36, 7.38, 365.26) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.715147
(332.36, 7.38, 365.26) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.786718
(332.36, 7.38, 365.26) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.861868
(332.36, 7.38, 365.26) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.484693
(332.36, 7.38, 365.26) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.605132
(332.36, 7.38, 365.26) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.735516
(332.36, 7.38, 365.26) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 7.050415
(332.36, 7.38, 365.26) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 7.106269
(332.36, 7.38, 365.26) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 7.168324
(332.36, 7.38, 365.26) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 7.374688
(332.36, 7.38, 365.26) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 9.996181
(332.36, 7.38, 365.26) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 10.03673
(332.36, 7.38, 365.26) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.175818
(332.36, 7.38, 365.26) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 7.915731
(332.36, 7.38, 365.26) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 7.826981
(332.36, 7.38, 365.26) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 7.811221
(332.36, 7.38, 365.26) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 7.797042
(332.36, 7.38, 365.26) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 7.850147
(332.36, 7.38, 365.26) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 7.992706
(332.36, 7.38, 365.26) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.142154
(332.36, 7.38, 365.26) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.512428
(332.36, 7.38, 365.26) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 13.24304
(332.36, 7.38, 365.26) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 17.01341
(332.36, 7.38, 365.26) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.652925
(332.36, 7.38, 365.26) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.721399
(332.36, 7.38, 365.26) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.793245
(332.36, 7.38, 365.26) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.868688
(332.36, 7.38, 365.26) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.519719
ê(332.36, 7.38, 365.26) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.628266
(332.36, 7.38, 365.26) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.759836
(332.36, 7.38, 365.26) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 7.118655
(332.36, 7.38, 365.26) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 7.175845
(332.36, 7.38, 365.26) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 7.235382
(332.36, 7.38, 365.26) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 7.424
(332.36, 7.38, 365.26) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 7.647272
(332.36, 7.38, 365.26) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 10.11003
(332.36, 7.38, 365.26) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.480412
(332.36, 7.38, 365.26) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.201585
(332.36, 7.38, 365.26) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.042256
(332.36, 7.38, 365.26) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.026031
(332.36, 7.38, 365.26) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.011428
(332.36, 7.38, 365.26) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.038733
(332.36, 7.38, 365.26) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.188543
(332.36, 7.38, 365.26) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.3457
(332.36, 7.38, 365.26) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.689697
(332.36, 7.38, 365.26) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 13.30391
(332.36, 7.38, 365.26) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 17.05639
(332.36, 7.38, 365.26) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.659269
(332.36, 7.38, 365.26) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.728017
(332.36, 7.38, 365.26) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.800153
(332.36, 7.38, 365.26) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.875907
(332.36, 7.38, 365.26) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.556066
(332.36, 7.38, 365.26) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.652137
(332.36, 7.38, 365.26) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.784935
(332.36, 7.38, 365.26) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 7.189367
(332.36, 7.38, 365.26) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 7.247955
(332.36, 7.38, 365.26) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 7.308944
(332.36, 7.38, 365.26) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 7.474758
(332.36, 7.38, 365.26) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 7.701296
(332.36, 7.38, 365.26) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 10.18615
(332.36, 7.38, 365.26) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 10.27072
(332.36, 7.38, 365.26) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.51115
(332.36, 7.38, 365.26) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.271372
(332.36, 7.38, 365.26) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.254646
(332.36, 7.38, 365.26) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.239591
