¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ì(399.26, 14.28, 244.36) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 15.07708
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.21873
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.61877
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.194455
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.37108
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.561255
(399.26, 14.28, 244.36) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.344137
(399.26, 14.28, 244.36) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.240701
(399.26, 14.28, 244.36) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.21647
(399.26, 14.28, 244.36) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.193471
(399.26, 14.28, 244.36) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.171677
(399.26, 14.28, 244.36) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.151065
(399.26, 14.28, 244.36) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.131613
(399.26, 14.28, 244.36) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.145451
(399.26, 14.28, 244.36) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.522265
(399.26, 14.28, 244.36) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 8.230791
(399.26, 14.28, 244.36) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 8.206591
(399.26, 14.28, 244.36) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 8.430853
(399.26, 14.28, 244.36) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 9.102172
(399.26, 14.28, 244.36) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 9.891747
(399.26, 14.28, 244.36) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 10.39955
(399.26, 14.28, 244.36) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 10.6656
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.17592
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.08405
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.08747
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.20291
ñ(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.51197
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.20035
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.57349
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.196337
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.373106
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.563432
(399.26, 14.28, 244.36) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.356419
(399.26, 14.28, 244.36) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.251345
(399.26, 14.28, 244.36) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.227059
(399.26, 14.28, 244.36) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.204007
(399.26, 14.28, 244.36) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.182164
(399.26, 14.28, 244.36) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.161506
(399.26, 14.28, 244.36) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.142009
(399.26, 14.28, 244.36) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.146538
(399.26, 14.28, 244.36) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.532727
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.616784
(399.26, 14.28, 244.36) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 8.355337
(399.26, 14.28, 244.36) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 8.32808
(399.26, 14.28, 244.36) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 8.302613
(399.26, 14.28, 244.36) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 9.894963
(399.26, 14.28, 244.36) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 10.83749
(399.26, 14.28, 244.36) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 11.63557
(399.26, 14.28, 244.36) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 11.97368
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.09372
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.0953
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.20145
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.48557
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.18537
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.53257
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.198342
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.375266
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.565782
(399.26, 14.28, 244.36) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.369953
(399.26, 14.28, 244.36) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.26307
(399.26, 14.28, 244.36) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.238725
(399.26, 14.28, 244.36) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.215616
(399.26, 14.28, 244.36) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.193717
(399.26, 14.28, 244.36) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.173007
(399.26, 14.28, 244.36) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.153461
(399.26, 14.28, 244.36) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.147764
(399.26, 14.28, 244.36) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.544253
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.62571
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.116323
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.66812
(399.26, 14.28, 244.36) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 9.512152
(399.26, 14.28, 244.36) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 9.483621
(399.26, 14.28, 244.36) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 9.563821
(399.26, 14.28, 244.36) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 11.98641
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.19999
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.10482
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.1085
€ (399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.2025
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.46204
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.17377
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.496
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.200504
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.377585
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.568275
(399.26, 14.28, 244.36) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.384758
(399.26, 14.28, 244.36) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.275891
(399.26, 14.28, 244.36) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.251479
(399.26, 14.28, 244.36) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.228306
(399.26, 14.28, 244.36) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.206348
(399.26, 14.28, 244.36) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.185581
(399.26, 14.28, 244.36) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.165981
(399.26, 14.28, 244.36) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.149127
(399.26, 14.28, 244.36) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.556853
(399.26, 14.28, 244.36) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 8.128005
(399.26, 14.28, 244.36) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 8.104123
(399.26, 14.28, 244.36) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 8.081952
(399.26, 14.28, 244.36) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 8.061471
(399.26, 14.28, 244.36) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 8.05627
(399.26, 14.28, 244.36) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 8.165279
(399.26, 14.28, 244.36) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 8.155296
(399.26, 14.28, 244.36) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 8.146923
(399.26, 14.28, 244.36) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 8.179369
(399.26, 14.28, 244.36) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 8.252572
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.20326
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.44133
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.1656
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.46371
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.202771
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.380042
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.570883
(399.26, 14.28, 244.36) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.400848
(399.26, 14.28, 244.36) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.289817
(399.26, 14.28, 244.36) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.265334
(399.26, 14.28, 244.36) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.242093
(399.26, 14.28, 244.36) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.22007
(399.26, 14.28, 244.36) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.199241
(399.26, 14.28, 244.36) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.179582
(399.26, 14.28, 244.36) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.161075
(399.26, 14.28, 244.36) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.570539
(399.26, 14.28, 244.36) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 8.11933
(399.26, 14.28, 244.36) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 8.095479
(399.26, 14.28, 244.36) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 8.073337
(399.26, 14.28, 244.36) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 8.267097
(399.26, 14.28, 244.36) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 8.985368
(399.26, 14.28, 244.36) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 8.113077
(399.26, 14.28, 244.36) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 8.103144
(399.26, 14.28, 244.36) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 8.094812
(399.26, 14.28, 244.36) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 8.421843
ƒ (399.26, 14.28, 244.36) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 8.499696
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.18777
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.42345
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.14704
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.43571
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.205168
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.382612
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.573698
(399.26, 14.28, 244.36) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.418245
(399.26, 14.28, 244.36) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.304867
(399.26, 14.28, 244.36) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.280306
(399.26, 14.28, 244.36) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.256991
(399.26, 14.28, 244.36) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.234897
(399.26, 14.28, 244.36) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.214001
(399.26, 14.28, 244.36) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.19428
(399.26, 14.28, 244.36) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.175712
(399.26, 14.28, 244.36) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.585324
(399.26, 14.28, 244.36) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 8.112265
(399.26, 14.28, 244.36) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 8.088436
(399.26, 14.28, 244.36) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 8.066317
(399.26, 14.28, 244.36) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 8.270816
(399.26, 14.28, 244.36) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 8.989767
(399.26, 14.28, 244.36) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 8.063096
(399.26, 14.28, 244.36) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 8.053212
(399.26, 14.28, 244.36) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 8.04492
(399.26, 14.28, 244.36) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 8.680793
(399.26, 14.28, 244.36) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 8.763769
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.17476
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.4084
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.12885
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.42986
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.207727
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.385347
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.576633
(399.26, 14.28, 244.36) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.436968
(399.26, 14.28, 244.36) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.321053
(399.26, 14.28, 244.36) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.296408
(399.26, 14.28, 244.36) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.273013
(399.26, 14.28, 244.36) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.250844
(399.26, 14.28, 244.36) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.229876
(399.26, 14.28, 244.36) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.210086
(399.26, 14.28, 244.36) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.191453
(399.26, 14.28, 244.36) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.601221
(399.26, 14.28, 244.36) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 8.106797
(399.26, 14.28, 244.36) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 8.082988
(399.26, 14.28, 244.36) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 8.060885
(399.26, 14.28, 244.36) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 8.040467
(399.26, 14.28, 244.36) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 8.85917
(399.26, 14.28, 244.36) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 8.340385
(399.26, 14.28, 244.36) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 8.207079
(399.26, 14.28, 244.36) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 8.039562
ú(399.26, 14.28, 244.36) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 8.025451
(399.26, 14.28, 244.36) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 8.012949
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.16428
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.39615
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.11404
(399.26, 14.28, 244.36) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 19.08398
(399.26, 14.28, 244.36) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 19.07845
(399.26, 14.28, 244.36) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 19.07665
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.210392
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.388226
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.57972
(399.26, 14.28, 244.36) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.457041
(399.26, 14.28, 244.36) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.338392
(399.26, 14.28, 244.36) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.313659
(399.26, 14.28, 244.36) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.290179
(399.26, 14.28, 244.36) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.267928
(399.26, 14.28, 244.36) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.246883
(399.26, 14.28, 244.36) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.22702
(399.26, 14.28, 244.36) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.208318
(399.26, 14.28, 244.36) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.618246
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.669901
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.174671
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.730967
(399.26, 14.28, 244.36) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 9.755406
(399.26, 14.28, 244.36) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 9.696136
(399.26, 14.28, 244.36) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 9.639449
(399.26, 14.28, 244.36) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 8.515745
(399.26, 14.28, 244.36) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 8.318753
(399.26, 14.28, 244.36) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 8.303955
(399.26, 14.28, 244.36) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 8.290823
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.17145
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.38669
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.10262
(399.26, 14.28, 244.36) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 18.98146
(399.26, 14.28, 244.36) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 18.976
(399.26, 14.28, 244.36) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 18.97424
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.213194
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.391219
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.58296
(399.26, 14.28, 244.36) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.478488
(399.26, 14.28, 244.36) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.417361
(399.26, 14.28, 244.36) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.332075
(399.26, 14.28, 244.36) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.308504
(399.26, 14.28, 244.36) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.286167
(399.26, 14.28, 244.36) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.265039
(399.26, 14.28, 244.36) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.245099
(399.26, 14.28, 244.36) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.226324
(399.26, 14.28, 244.36) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.636416
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.677709
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.188008
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.745287
ğ(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3532
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03609
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.75423
(399.26, 14.28, 244.36) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 8.850518
(399.26, 14.28, 244.36) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 8.619781
(399.26, 14.28, 244.36) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 8.604227
(399.26, 14.28, 244.36) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 8.590402
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.18566
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.38
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.09456
(399.26, 14.28, 244.36) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 18.8837
(399.26, 14.28, 244.36) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 18.8783
(399.26, 14.28, 244.36) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 18.87659
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.216106
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.394387
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.586355
(399.26, 14.28, 244.36) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.501335
(399.26, 14.28, 244.36) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.439798
(399.26, 14.28, 244.36) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.351677
(399.26, 14.28, 244.36) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.328009
(399.26, 14.28, 244.36) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.30558
(399.26, 14.28, 244.36) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.284365
(399.26, 14.28, 244.36) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.26434
(399.26, 14.28, 244.36) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.245486
(399.26, 14.28, 244.36) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 5.655747
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.685966
