¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
í(434.10, 14.27, 309.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.87033
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.457377
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.731802
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.032022
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.362009
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.729404
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.136557
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.584002
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.082774
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.660479
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.32273
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.0949
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.92497
Ñ(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.90663
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.96903
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.39756
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.09429
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.07806
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.47068
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.747561
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.965729
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.202653
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.457023
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.731418
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.031599
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.361536
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.728883
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.1362
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.583657
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.082385
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.659389
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.32206
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.09413
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.92793
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.91007
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.97894
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.40947
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.10695
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.09369
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.47786
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.747397
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.965551
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.202443
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.456757
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.731126
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.031279
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.361167
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.728474
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.135983
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.583482
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.082189
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.658455
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.32173
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.09355
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.93127
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.75343
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.98945
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.4221
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.12072
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.11066
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.47251
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.747282
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.965426
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.202288
Ş(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.456576
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.730931
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.031065
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.360901
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.728178
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.135701
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.583477
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.082185
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.657677
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.32199
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.09317
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.935
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.75267
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.00059
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.43547
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.13563
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.12904
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.46904
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.747216
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.965356
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.20219
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.456485
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.73083
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.030955
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.360739
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.727999
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.135503
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.583647
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.082374
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.657054
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.32249
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.09299
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.68704
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.75228
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.01238
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.44963
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.15158
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.14872
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.46854
(434.23, 14.22, 309.00) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 24.96261
(434.23, 14.22, 309.00) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 24.86285
(434.23, 14.22, 309.00) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 24.7687
(434.23, 14.22, 309.00) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 24.70011
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.747199
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.965337
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.202148
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.456479
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.730824
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.030948
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.360678
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.727931
ù(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.135428
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.583987
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.082756
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.656587
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.32307
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.093
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.69591
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.75229
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.02475
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.46455
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.16862
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.16976
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.49133
(434.23, 14.22, 309.00) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 24.64743
(434.23, 14.22, 309.00) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 24.55014
(434.23, 14.22, 309.00) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 24.45837
(434.23, 14.22, 309.00) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 24.37201
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.74723
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.965371
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.202162
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.456562
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.730915
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.031046
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.360722
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.727982
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.135482
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.5845
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.083333
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.656276
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.32272
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.83003
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.70525
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.75268
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.02857
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.4802
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.18681
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.19223
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.51624
(434.23, 14.22, 309.00) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 24.34481
(434.23, 14.22, 309.00) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 24.24986
(434.23, 14.22, 309.00) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 24.16035
(434.23, 14.22, 309.00) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 24.07617
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.74731
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.965456
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.202231
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.45673
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.731097
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.031249
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.360929
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.728141
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.135661
Š(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.585184
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.084101
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.656116
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.32254
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.83848
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.71504
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.75343
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.02946
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.49661
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.20609
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.21599
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.52785
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.97082
(434.23, 14.22, 309.00) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 24.05418
(434.23, 14.22, 309.00) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 23.96146
(434.23, 14.22, 309.00) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 23.87408
(434.23, 14.22, 309.00) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 23.79196
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.747439
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.965597
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.202358
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.456985
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.731377
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.031556
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.361265
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.728417
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.135968
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.58604
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.085061
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.656116
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02745
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.84733
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.72525
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.75459
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.03083
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.5138
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.17118
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.2046
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.46745
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.73004
(434.23, 14.22, 309.00) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 23.77501
(434.23, 14.22, 309.00) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 23.68439
(434.23, 14.22, 309.00) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 23.59905
(434.23, 14.22, 309.00) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 23.51889
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.747616
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.965788
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.202539
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.457328
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.731751
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.031964
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.361715
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.728807
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.136401
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.587068
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.086217
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.656269
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02807
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.85655
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.73592
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.75905
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.03269
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.53174
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.09265
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.18917
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.40945
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.4966
(434.23, 14.22, 309.00) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 23.50679
(434.23, 14.22, 309.00) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 23.41817
(434.23, 14.22, 309.00) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 23.33476
(434.23, 14.22, 309.00) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 23.25646
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.747844
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.966035
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.202777
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.457759
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.732222
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.032479
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.36228
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.729311
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.136962
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.58827
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.087564
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30394
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02879
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.86288
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.74704
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.77207
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.03499
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.55045
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.07784
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.10442
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.36801
(434.23, 14.22, 309.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.3695
(434.23, 14.22, 309.00) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 23.24905
