¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
æ (430.82, 11.49, 344.99) (426.17, 13.57, 302.58) (8.74, 12.19, 17.94) Truck 20.0076
(430.87, 11.57, 344.70) (441.37, 8.86, 305.34) (7.64, 2.98, 7.49) Truck 21.04829
(430.87, 11.57, 344.70) (441.37, 8.86, 305.34) (7.64, 2.98, 7.49) Truck 22.17363
(430.87, 11.57, 344.70) (441.37, 8.86, 305.34) (7.64, 2.98, 7.49) Truck 22.11829
(430.87, 11.57, 344.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.85069
(430.87, 11.57, 344.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.13624
(430.87, 11.57, 344.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.64616
(430.87, 11.57, 344.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.04685
(430.87, 11.57, 344.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.08813
(430.87, 11.57, 344.70) (441.37, 8.86, 305.34) (7.64, 2.98, 7.49) Truck 20.17021
(430.87, 11.57, 344.70) (441.37, 8.86, 305.34) (7.64, 2.98, 7.49) Truck 20.17389
(430.87, 11.57, 344.70) (441.37, 8.86, 305.34) (7.64, 2.98, 7.49) Truck 20.19114
(430.87, 11.57, 344.70) (441.37, 8.86, 305.34) (7.64, 2.98, 7.49) Truck 20.23295
(430.87, 11.57, 344.70) (441.37, 8.86, 305.34) (7.64, 2.98, 7.49) Truck 20.27891
(430.87, 11.57, 344.70) (441.37, 8.86, 305.34) (7.64, 2.98, 7.49) Truck 20.32825
(430.87, 11.57, 344.70) (441.37, 8.86, 305.34) (7.64, 2.98, 7.49) Truck 20.38341
(430.87, 11.57, 344.70) (441.37, 8.86, 305.34) (7.64, 2.98, 7.49) Truck 20.44206
(430.87, 11.57, 344.70) (441.37, 8.86, 305.34) (7.64, 2.98, 7.49) Truck 20.51315
(430.87, 11.57, 344.70) (441.37, 8.86, 305.34) (7.64, 2.98, 7.49) Truck 22.32834
(430.87, 11.57, 344.70) (441.37, 8.86, 305.34) (7.64, 2.98, 7.49) Truck 22.27252
(430.87, 11.57, 344.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.86389
(430.87, 11.57, 344.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.14605
(430.87, 11.57, 344.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.66039
(430.87, 11.57, 344.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.07927
(430.87, 11.57, 344.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.11646
(430.87, 11.57, 344.70) (441.37, 8.86, 305.34) (7.64, 2.98, 7.49) Truck 20.09356
(430.87, 11.57, 344.70) (441.37, 8.86, 305.34) (7.64, 2.98, 7.49) Truck 19.97271
(430.87, 11.57, 344.70) (441.37, 8.86, 305.34) (7.64, 2.98, 7.49) Truck 19.9765
(430.87, 11.57, 344.70) (441.37, 8.86, 305.34) (7.64, 2.98, 7.49) Truck 20.00431
(430.87, 11.57, 344.70) (441.37, 8.86, 305.34) (7.64, 2.98, 7.49) Truck 20.03923
(430.87, 11.57, 344.70) (441.37, 8.86, 305.34) (7.64, 2.98, 7.49) Truck 20.08018
(430.87, 11.57, 344.70) (441.37, 8.86, 305.34) (7.64, 2.98, 7.49) Truck 20.14743
(430.87, 11.57, 344.70) (441.37, 8.86, 305.34) (7.64, 2.98, 7.49) Truck 20.22789
(430.87, 11.57, 344.70) (441.37, 8.86, 305.34) (7.64, 2.98, 7.49) Truck 20.32211
(430.87, 11.57, 344.70) (441.37, 8.86, 305.34) (7.64, 2.98, 7.49) Truck 22.48967
(430.87, 11.57, 344.70) (441.37, 8.86, 305.34) (7.64, 2.98, 7.49) Truck 22.43335
(430.87, 11.57, 344.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.87398
(430.87, 11.57, 344.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.15241
(430.87, 11.57, 344.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.67041
(430.87, 11.57, 344.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.10527
(430.87, 11.57, 344.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.1343
(430.87, 11.57, 344.70) (441.37, 8.86, 305.34) (7.64, 2.98, 7.49) Truck 20.2387
(430.87, 11.57, 344.70) (441.37, 8.86, 305.34) (7.64, 2.98, 7.49) Truck 20.0578
Ü(430.87, 11.57, 344.70) (441.37, 8.86, 305.34) (7.64, 2.98, 7.49) Truck 20.05564
(430.87, 11.57, 344.70) (441.37, 8.86, 305.34) (7.64, 2.98, 7.49) Truck 20.07965
(430.87, 11.57, 344.70) (441.37, 8.86, 305.34) (7.64, 2.98, 7.49) Truck 20.10764
(430.87, 11.57, 344.70) (441.37, 8.86, 305.34) (7.64, 2.98, 7.49) Truck 20.13964
(430.87, 11.57, 344.70) (441.37, 8.86, 305.34) (7.64, 2.98, 7.49) Truck 20.19527
(430.87, 11.57, 344.70) (441.37, 8.86, 305.34) (7.64, 2.98, 7.49) Truck 20.30934
(430.87, 11.57, 344.70) (441.37, 8.86, 305.34) (7.64, 2.98, 7.49) Truck 20.43785
(430.87, 11.57, 344.70) (441.37, 8.86, 305.34) (7.64, 2.98, 7.49) Truck 22.65783
(430.87, 11.57, 344.70) (441.37, 8.86, 305.34) (7.64, 2.98, 7.49) Truck 22.60097
(430.87, 11.57, 344.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.88095
(430.87, 11.57, 344.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.15531
(430.87, 11.57, 344.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.6762
(430.87, 11.57, 344.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.70932
(430.87, 11.57, 344.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.15429
(430.87, 11.57, 344.70) (441.37, 8.86, 305.34) (7.64, 2.98, 7.49) Truck 20.41037
(430.87, 11.57, 344.70) (441.37, 8.86, 305.34) (7.64, 2.98, 7.49) Truck 20.20345
(430.87, 11.57, 344.70) (441.37, 8.86, 305.34) (7.64, 2.98, 7.49) Truck 20.20538
(430.87, 11.57, 344.70) (441.37, 8.86, 305.34) (7.64, 2.98, 7.49) Truck 20.22759
(430.87, 11.57, 344.70) (441.37, 8.86, 305.34) (7.64, 2.98, 7.49) Truck 20.2538
(430.87, 11.57, 344.70) (441.37, 8.86, 305.34) (7.64, 2.98, 7.49) Truck 20.28404
(430.87, 11.57, 344.70) (441.37, 8.86, 305.34) (7.64, 2.98, 7.49) Truck 20.33934
(430.87, 11.57, 344.70) (441.37, 8.86, 305.34) (7.64, 2.98, 7.49) Truck 20.4684
(430.87, 11.57, 344.70) (441.37, 8.86, 305.34) (7.64, 2.98, 7.49) Truck 20.60316
(430.87, 11.57, 344.70) (441.37, 8.86, 305.34) (7.64, 2.98, 7.49) Truck 22.83303
(430.87, 11.57, 344.70) (441.37, 8.86, 305.34) (7.64, 2.98, 7.49) Truck 22.77741
(430.87, 11.57, 344.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.88478
(430.87, 11.57, 344.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.15475
(430.87, 11.57, 344.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.68008
(430.87, 11.57, 344.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.72478
(430.87, 11.57, 344.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.18265
(430.87, 11.57, 344.70) (441.37, 8.86, 305.34) (7.64, 2.98, 7.49) Truck 20.59113
(430.87, 11.57, 344.70) (441.37, 8.86, 305.34) (7.64, 2.98, 7.49) Truck 20.36244
(430.87, 11.57, 344.70) (441.37, 8.86, 305.34) (7.64, 2.98, 7.49) Truck 20.36569
(430.87, 11.57, 344.70) (441.37, 8.86, 305.34) (7.64, 2.98, 7.49) Truck 20.38878
(430.87, 11.57, 344.70) (441.37, 8.86, 305.34) (7.64, 2.98, 7.49) Truck 20.41592
(430.87, 11.57, 344.70) (441.37, 8.86, 305.34) (7.64, 2.98, 7.49) Truck 20.44711
(430.87, 11.57, 344.70) (441.37, 8.86, 305.34) (7.64, 2.98, 7.49) Truck 20.50994
(430.87, 11.57, 344.70) (441.37, 8.86, 305.34) (7.64, 2.98, 7.49) Truck 20.63746
(430.87, 11.57, 344.70) (441.37, 8.86, 305.34) (7.64, 2.98, 7.49) Truck 20.77485
(430.87, 11.57, 344.70) (441.37, 8.86, 305.34) (7.64, 2.98, 7.49) Truck 23.01552
(430.87, 11.57, 344.70) (441.37, 8.86, 305.34) (7.64, 2.98, 7.49) Truck 22.96351
(430.87, 11.57, 344.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.88548
(430.87, 11.57, 344.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.15072
(430.87, 11.57, 344.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.68394
(430.87, 11.57, 344.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.73374
(430.87, 11.57, 344.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.2009
(430.87, 11.57, 344.70) (441.37, 8.86, 305.34) (7.64, 2.98, 7.49) Truck 20.78132
(430.87, 11.57, 344.70) (441.37, 8.86, 305.34) (7.64, 2.98, 7.49) Truck 20.52775
(430.87, 11.57, 344.70) (441.37, 8.86, 305.34) (7.64, 2.98, 7.49) Truck 20.5323
(430.87, 11.57, 344.70) (441.37, 8.86, 305.34) (7.64, 2.98, 7.49) Truck 20.55633
(430.87, 11.57, 344.70) (441.37, 8.86, 305.34) (7.64, 2.98, 7.49) Truck 20.58443
“(430.87, 11.57, 344.70) (441.37, 8.86, 305.34) (7.64, 2.98, 7.49) Truck 20.61663
(430.87, 11.57, 344.70) (441.37, 8.86, 305.34) (7.64, 2.98, 7.49) Truck 20.68955
(430.87, 11.57, 344.70) (441.37, 8.86, 305.34) (7.64, 2.98, 7.49) Truck 20.81487
(430.87, 11.57, 344.70) (441.37, 8.86, 305.34) (7.64, 2.98, 7.49) Truck 20.95315
(430.87, 11.57, 344.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.88302
(430.87, 11.57, 344.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.14325
(430.87, 11.57, 344.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.68305
(430.87, 11.57, 344.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.73292
(430.87, 11.57, 344.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.57944
(430.87, 11.57, 344.70) (441.37, 8.86, 305.34) (7.64, 2.98, 7.49) Truck 20.98136
(430.87, 11.57, 344.70) (441.37, 8.86, 305.34) (7.64, 2.98, 7.49) Truck 20.6996
(430.87, 11.57, 344.70) (441.37, 8.86, 305.34) (7.64, 2.98, 7.49) Truck 20.70544
(430.87, 11.57, 344.70) (441.37, 8.86, 305.34) (7.64, 2.98, 7.49) Truck 20.73045
(430.87, 11.57, 344.70) (441.37, 8.86, 305.34) (7.64, 2.98, 7.49) Truck 20.75957
(430.87, 11.57, 344.70) (441.37, 8.86, 305.34) (7.64, 2.98, 7.49) Truck 20.79874
(430.87, 11.57, 344.70) (441.37, 8.86, 305.34) (7.64, 2.98, 7.49) Truck 20.876
(430.87, 11.57, 344.70) (441.37, 8.86, 305.34) (7.64, 2.98, 7.49) Truck 21.00406
(430.87, 11.57, 344.70) (441.37, 8.86, 305.34) (7.64, 2.98, 7.49) Truck 21.13828
(430.87, 11.57, 344.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.87743
(430.87, 11.57, 344.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.13233
(430.87, 11.57, 344.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.67732
(430.87, 11.57, 344.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.72464
(430.87, 11.57, 344.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.57232
(430.87, 11.57, 344.70) (441.37, 8.86, 305.34) (7.64, 2.98, 7.49) Truck 21.19518
(430.87, 11.57, 344.70) (441.37, 8.86, 305.34) (7.64, 2.98, 7.49) Truck 20.88089
(430.87, 11.57, 344.70) (441.37, 8.86, 305.34) (7.64, 2.98, 7.49) Truck 20.88533
(430.87, 11.57, 344.70) (441.37, 8.86, 305.34) (7.64, 2.98, 7.49) Truck 20.91137
(430.87, 11.57, 344.70) (441.37, 8.86, 305.34) (7.64, 2.98, 7.49) Truck 20.94156
(430.87, 11.57, 344.70) (441.37, 8.86, 305.34) (7.64, 2.98, 7.49) Truck 21.01345
(430.87, 11.57, 344.70) (441.37, 8.86, 305.34) (7.64, 2.98, 7.49) Truck 21.1366
(430.87, 11.57, 344.70) (441.37, 8.86, 305.34) (7.64, 2.98, 7.49) Truck 21.26539
(430.87, 11.57, 344.70) (441.37, 8.86, 305.34) (7.64, 2.98, 7.49) Truck 21.47401
(430.87, 11.57, 344.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.86871
(430.87, 11.57, 344.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.11798
(430.87, 11.57, 344.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.66634
(430.87, 11.57, 344.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.71028
(430.87, 11.57, 344.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.55586
(430.87, 11.57, 344.70) (441.37, 8.86, 305.34) (7.64, 2.98, 7.49) Truck 21.21123
(430.87, 11.57, 344.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.85687
(430.87, 11.57, 344.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.10024
(430.87, 11.57, 344.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.65078
(430.87, 11.57, 344.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.69109
(430.87, 11.57, 344.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.53008
(430.87, 11.57, 344.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.59797
(430.87, 11.57, 344.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.84194
(430.87, 11.57, 344.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.08054
(430.87, 11.57, 344.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.63069
(430.87, 11.57, 344.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.66608
(430.87, 11.57, 344.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.49549
(430.87, 11.57, 344.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.55474
(430.87, 11.57, 344.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.82394
›(430.87, 11.57, 344.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.05823
(430.87, 11.57, 344.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.60609
(430.87, 11.57, 344.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.63419
(430.87, 11.57, 344.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.45197
(430.87, 11.57, 344.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.49825
(430.87, 11.57, 344.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.8029
(430.87, 11.57, 344.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.03233
(430.87, 11.57, 344.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.57705
(430.87, 11.57, 344.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.59556
(430.87, 11.57, 344.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.39934
(430.87, 11.57, 344.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.4287
(430.87, 11.57, 344.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.77864
(430.87, 11.57, 344.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.00284
(430.87, 11.57, 344.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.54358
(430.87, 11.57, 344.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.55024
(430.87, 11.57, 344.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.33767
(430.87, 11.57, 344.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.3463
(430.87, 11.57, 344.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.75026
(430.87, 11.57, 344.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.96984
(430.87, 11.57, 344.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.5058
(430.87, 11.57, 344.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.49902
(430.87, 11.57, 344.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.2672
(430.87, 11.57, 344.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.25138
(430.87, 11.57, 344.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.71926
(430.87, 11.57, 344.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.93337
(430.87, 11.57, 344.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.46375
(430.87, 11.57, 344.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.44369
(430.87, 11.57, 344.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.1881
(430.87, 11.57, 344.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.14421
(430.87, 11.57, 344.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.68569
(430.87, 11.57, 344.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.89351
(430.87, 11.57, 344.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.41751
(430.87, 11.57, 344.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.38291
(430.87, 11.57, 344.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.10061
(430.87, 11.57, 344.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.02517
(430.87, 11.57, 344.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.64957
(430.87, 11.57, 344.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.8503
(430.87, 11.57, 344.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.36662
(430.87, 11.57, 344.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.31675
(430.87, 11.57, 344.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.00494
(430.87, 11.57, 344.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.8946
(430.87, 11.57, 344.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.61099
(430.87, 11.57, 344.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.80385
(430.87, 11.57, 344.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.31145
(430.87, 11.57, 344.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.24543
(430.87, 11.57, 344.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.90139
(430.87, 11.57, 344.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.75299
(430.87, 11.57, 344.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.56996
(430.87, 11.57, 344.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.7542
(430.87, 11.57, 344.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.25224
(430.87, 11.57, 344.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.16903
º(430.87, 11.57, 344.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.79022
(430.87, 11.57, 344.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.60071
(430.87, 11.57, 344.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.52658
(430.87, 11.57, 344.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.70146
(430.87, 11.57, 344.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.18911
(430.87, 11.57, 344.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.08775
(430.87, 11.57, 344.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.67179
(430.87, 11.57, 344.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.4383
(430.87, 11.57, 344.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.48088
(430.87, 11.57, 344.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.64569
(430.87, 11.57, 344.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.12216
(430.87, 11.57, 344.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.00172
(430.87, 11.57, 344.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.54706
(430.87, 11.57, 344.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.26616
(430.87, 11.57, 344.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.43295
(430.87, 11.57, 344.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.58701
(430.87, 11.57, 344.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.05154
(430.87, 11.57, 344.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.91116
(430.87, 11.57, 344.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.41576
(430.87, 11.57, 344.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.08492
(430.87, 11.57, 344.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.38283
(430.87, 11.57, 344.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.52548
(430.87, 11.57, 344.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.97734
(430.87, 11.57, 344.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.81619
(430.87, 11.57, 344.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.27664
(430.87, 11.57, 344.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.89495
(430.87, 11.57, 344.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.32992
(430.87, 11.57, 344.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.46122
(430.87, 11.57, 344.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.89971
(430.87, 11.57, 344.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.71702
(430.87, 11.57, 344.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.1315
(430.87, 11.57, 344.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.69691
(430.87, 11.57, 344.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.27396
(430.87, 11.57, 344.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.39431
(430.87, 11.57, 344.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.81877
(430.87, 11.57, 344.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.61383
(430.87, 11.57, 344.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.98066
(430.87, 11.57, 344.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.27115
(430.87, 11.57, 344.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.21822
(430.87, 11.57, 344.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.3254
(430.87, 11.57, 344.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.73468
(430.87, 11.57, 344.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.70235
(430.87, 11.57, 344.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.30914
(430.87, 11.57, 344.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.04166
(430.87, 11.57, 344.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.16321
(430.87, 11.57, 344.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.47589
(430.87, 11.57, 344.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.7085
(430.87, 11.57, 344.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.58553
(430.87, 11.57, 344.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.11324
(430.87, 11.57, 344.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.8051
(430.87, 11.57, 344.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.92557
í(430.87, 11.57, 344.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.11808
(430.87, 11.57, 344.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.61267
(430.87, 11.57, 344.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.46501
(430.87, 11.57, 344.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.91321
(430.87, 11.57, 344.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.56213
(430.87, 11.57, 344.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.86292
(430.87, 11.57, 344.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.03761
(430.87, 11.57, 344.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.51389
(430.87, 11.57, 344.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.34091
(430.87, 11.57, 344.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.70947
(430.87, 11.57, 344.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.31331
(430.87, 11.57, 344.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.79838
