¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ì(336.06, 7.45, 349.63) (334.89, 1.32, 330.26) (0.81, 2.16, 0.81) Human 4.449566
(336.09, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.35935
(336.09, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.6677
(336.09, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.95228
(336.09, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.11386
(336.09, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.10077
(336.09, 7.48, 349.54) (345.18, 2.71, 312.82) (8.57, 3.44, 5.77) Truck 20.60906
(336.09, 7.48, 349.54) (345.18, 2.71, 312.82) (8.57, 3.44, 5.77) Truck 20.49393
(336.09, 7.48, 349.54) (345.18, 2.71, 312.82) (8.57, 3.44, 5.77) Truck 20.48259
(336.09, 7.48, 349.54) (345.18, 2.71, 312.82) (8.57, 3.44, 5.77) Truck 20.47525
(336.09, 7.48, 349.54) (345.18, 2.71, 312.82) (8.57, 3.44, 5.77) Truck 20.498
(336.09, 7.48, 349.54) (345.18, 2.71, 312.82) (8.57, 3.44, 5.77) Truck 20.51814
(336.09, 7.48, 349.54) (345.18, 2.71, 312.82) (8.57, 3.44, 5.77) Truck 20.52393
(336.09, 7.48, 349.54) (345.18, 2.71, 312.82) (8.57, 3.44, 5.77) Truck 20.60693
ò(336.09, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.595919
(336.09, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.880396
(336.09, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.191982
(336.09, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.033458
(336.09, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.45002
(336.09, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.913947
(336.09, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.433755
(336.09, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01998
(336.09, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68616
(336.09, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.44963
(336.09, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.3666
(336.09, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.38936
(336.09, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.18561
(336.09, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.8578
(336.09, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.55796
(336.09, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.54137
(336.09, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.85578
(336.09, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.89367
(336.09, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.2837
(336.09, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.31742
(336.09, 7.48, 349.54) (345.18, 2.71, 312.82) (8.57, 3.44, 5.77) Truck 20.6183
(336.09, 7.48, 349.54) (345.18, 2.71, 312.82) (8.57, 3.44, 5.77) Truck 20.54383
(336.09, 7.48, 349.54) (345.18, 2.71, 312.82) (8.57, 3.44, 5.77) Truck 20.53247
(336.09, 7.48, 349.54) (345.18, 2.71, 312.82) (8.57, 3.44, 5.77) Truck 20.52512
(336.09, 7.48, 349.54) (345.18, 2.71, 312.82) (8.57, 3.44, 5.77) Truck 20.54648
(336.09, 7.48, 349.54) (345.18, 2.71, 312.82) (8.57, 3.44, 5.77) Truck 20.56906
(336.09, 7.48, 349.54) (345.18, 2.71, 312.82) (8.57, 3.44, 5.77) Truck 20.57488
(336.09, 7.48, 349.54) (345.18, 2.71, 312.82) (8.57, 3.44, 5.77) Truck 20.65592
(336.09, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.597085
(336.09, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.88167
(336.09, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.193383
(336.09, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.036581
(336.09, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.453496
(336.09, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.91787
(336.09, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.438135
(336.09, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.025
(336.09, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69183
(336.09, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.45616
(336.09, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.3827
(336.09, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.40828
(336.09, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.23081
(336.09, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.90746
(336.09, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.71072
(336.09, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.72873
(336.09, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.04891
(336.09, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.86373
(336.09, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.36463
(336.09, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.56603
(336.09, 7.48, 349.54) (345.18, 2.71, 312.82) (8.57, 3.44, 5.77) Truck 20.64371
(336.09, 7.48, 349.54) (345.18, 2.71, 312.82) (8.57, 3.44, 5.77) Truck 20.59801
(336.09, 7.48, 349.54) (345.18, 2.71, 312.82) (8.57, 3.44, 5.77) Truck 20.58662
ú(336.09, 7.48, 349.54) (345.18, 2.71, 312.82) (8.57, 3.44, 5.77) Truck 20.57926
(336.09, 7.48, 349.54) (345.18, 2.71, 312.82) (8.57, 3.44, 5.77) Truck 20.59922
(336.09, 7.48, 349.54) (345.18, 2.71, 312.82) (8.57, 3.44, 5.77) Truck 20.63173
(336.09, 7.48, 349.54) (345.18, 2.71, 312.82) (8.57, 3.44, 5.77) Truck 20.66838
(336.09, 7.48, 349.54) (345.18, 2.71, 312.82) (8.57, 3.44, 5.77) Truck 20.7092
(336.09, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.598165
(336.09, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.882853
(336.09, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.19468
(336.09, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.039548
(336.09, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.456831
(336.09, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.921556
(336.09, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.442308
(336.09, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0297
(336.09, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69723
(336.09, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.46239
(336.09, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.39319
(336.09, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.42686
(336.09, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.27734
(336.09, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.95869
(336.09, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.80015
(336.09, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.92151
(336.09, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.24721
(336.09, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.93885
(336.09, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.53074
(336.09, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.72114
(336.09, 7.48, 349.54) (345.18, 2.71, 312.82) (8.57, 3.44, 5.77) Truck 20.68641
(336.09, 7.48, 349.54) (345.18, 2.71, 312.82) (8.57, 3.44, 5.77) Truck 20.65778
(336.09, 7.48, 349.54) (345.18, 2.71, 312.82) (8.57, 3.44, 5.77) Truck 20.64509
(336.09, 7.48, 349.54) (345.18, 2.71, 312.82) (8.57, 3.44, 5.77) Truck 20.63771
(336.09, 7.48, 349.54) (345.18, 2.71, 312.82) (8.57, 3.44, 5.77) Truck 20.65625
(336.09, 7.48, 349.54) (345.18, 2.71, 312.82) (8.57, 3.44, 5.77) Truck 20.68895
(336.09, 7.48, 349.54) (345.18, 2.71, 312.82) (8.57, 3.44, 5.77) Truck 20.7258
(336.09, 7.48, 349.54) (345.18, 2.71, 312.82) (8.57, 3.44, 5.77) Truck 20.76683
(336.09, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.59916
(336.09, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.883941
(336.09, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.195875
(336.09, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.544502
(336.09, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.459935
(336.09, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.925042
(336.09, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.446226
(336.09, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.03415
(336.09, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70231
(336.09, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.46821
(336.09, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.4023
(336.09, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.445
(336.09, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.32529
(336.09, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.01149
(336.09, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.89143
(336.09, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.03508
(336.09, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.4509
(336.09, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.06832
ü(336.09, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.71041
(336.09, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.82582
(336.09, 7.48, 349.54) (345.18, 2.71, 312.82) (8.57, 3.44, 5.77) Truck 20.74592
(336.09, 7.48, 349.54) (345.18, 2.71, 312.82) (8.57, 3.44, 5.77) Truck 20.72339
(336.09, 7.48, 349.54) (345.18, 2.71, 312.82) (8.57, 3.44, 5.77) Truck 20.70794
(336.09, 7.48, 349.54) (345.18, 2.71, 312.82) (8.57, 3.44, 5.77) Truck 20.70055
(336.09, 7.48, 349.54) (345.18, 2.71, 312.82) (8.57, 3.44, 5.77) Truck 20.71911
(336.09, 7.48, 349.54) (345.18, 2.71, 312.82) (8.57, 3.44, 5.77) Truck 20.74649
(336.09, 7.48, 349.54) (345.18, 2.71, 312.82) (8.57, 3.44, 5.77) Truck 20.78754
(336.09, 7.48, 349.54) (345.18, 2.71, 312.82) (8.57, 3.44, 5.77) Truck 20.83283
(336.09, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.60007
(336.09, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.884935
(336.09, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.196968
(336.09, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.548486
(336.09, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.465638
(336.09, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.928344
(336.09, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.449937
(336.09, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.03834
(336.09, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7071
(336.09, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.47401
(336.09, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.41087
(336.09, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.45469
(336.09, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.37465
(336.09, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.06582
(336.09, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.98456
(336.09, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.14229
(336.09, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.6171
(336.09, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.20121
(336.09, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.84748
(336.09, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.93292
(336.09, 7.48, 349.54) (345.18, 2.71, 312.82) (8.57, 3.44, 5.77) Truck 20.81534
(336.09, 7.48, 349.54) (345.18, 2.71, 312.82) (8.57, 3.44, 5.77) Truck 20.7935
(336.09, 7.48, 349.54) (345.18, 2.71, 312.82) (8.57, 3.44, 5.77) Truck 20.77574
(336.09, 7.48, 349.54) (345.18, 2.71, 312.82) (8.57, 3.44, 5.77) Truck 20.77983
(336.09, 7.48, 349.54) (345.18, 2.71, 312.82) (8.57, 3.44, 5.77) Truck 20.80001
(336.09, 7.48, 349.54) (345.18, 2.71, 312.82) (8.57, 3.44, 5.77) Truck 20.82735
(336.09, 7.48, 349.54) (345.18, 2.71, 312.82) (8.57, 3.44, 5.77) Truck 20.86416
(336.09, 7.48, 349.54) (345.18, 2.71, 312.82) (8.57, 3.44, 5.77) Truck 20.90489
(336.09, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.600893
(336.09, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.885835
(336.09, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.198216
(336.09, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.552311
(336.09, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.945419
(336.09, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.935414
(336.09, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.453989
(336.09, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04225
(336.09, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71157
(336.09, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.48083
(336.09, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.41891
(336.09, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.46102
(336.09, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.39584
í(336.09, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.12177
(336.09, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.07953
(336.09, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.25181
(336.09, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.54025
(336.09, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.33761
(336.09, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.89314
(336.09, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.06111
(336.09, 7.48, 349.54) (345.18, 2.71, 312.82) (8.57, 3.44, 5.77) Truck 20.8901
(336.09, 7.48, 349.54) (345.18, 2.71, 312.82) (8.57, 3.44, 5.77) Truck 20.8698
(336.09, 7.48, 349.54) (345.18, 2.71, 312.82) (8.57, 3.44, 5.77) Truck 20.86461
(336.09, 7.48, 349.54) (345.18, 2.71, 312.82) (8.57, 3.44, 5.77) Truck 20.87759
(336.09, 7.48, 349.54) (345.18, 2.71, 312.82) (8.57, 3.44, 5.77) Truck 20.898
(336.09, 7.48, 349.54) (345.18, 2.71, 312.82) (8.57, 3.44, 5.77) Truck 20.92253
(336.09, 7.48, 349.54) (345.18, 2.71, 312.82) (8.57, 3.44, 5.77) Truck 20.95153
(336.09, 7.48, 349.54) (345.18, 2.71, 312.82) (8.57, 3.44, 5.77) Truck 20.99063
(336.09, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.601629
(336.09, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.886642
(336.09, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.201076
(336.09, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.555977
(336.09, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.949494
(336.09, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.942778
(336.09, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.462225
(336.09, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04781
(336.09, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71577
(336.09, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.48722
(336.09, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.42636
(336.09, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.4676
(336.09, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.40337
(336.09, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.17933
(336.09, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.17639
(336.09, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.37052
(336.09, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.44458
(336.09, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.48711
(336.09, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.96757
(336.09, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.19828
(336.09, 7.48, 349.54) (345.18, 2.71, 312.82) (8.57, 3.44, 5.77) Truck 20.98057
(336.09, 7.48, 349.54) (345.18, 2.71, 312.82) (8.57, 3.44, 5.77) Truck 20.9713
(336.09, 7.48, 349.54) (345.18, 2.71, 312.82) (8.57, 3.44, 5.77) Truck 20.96614
(336.09, 7.48, 349.54) (345.18, 2.71, 312.82) (8.57, 3.44, 5.77) Truck 20.98038
(336.09, 7.48, 349.54) (345.18, 2.71, 312.82) (8.57, 3.44, 5.77) Truck 21.00101
(336.09, 7.48, 349.54) (345.18, 2.71, 312.82) (8.57, 3.44, 5.77) Truck 21.02579
(336.09, 7.48, 349.54) (345.18, 2.71, 312.82) (8.57, 3.44, 5.77) Truck 20.91153
(336.09, 7.48, 349.54) (345.18, 2.71, 312.82) (8.57, 3.44, 5.77) Truck 21.00379
(336.09, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.60228
(336.09, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.887352
(336.09, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.204092
(336.09, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.559483
(336.09, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.953393
(336.09, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.949921
(336.09, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.470255
(336.09, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05692
Ó(336.09, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.72331
(336.09, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.4931
(336.09, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.43326
(336.09, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.47435
(336.09, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.41113
(336.09, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.23852
(336.09, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.27522
(336.09, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.49258
(336.09, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.37239
(336.09, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.68715
(336.09, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.1344
(336.09, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.25809
(336.09, 7.48, 349.54) (345.18, 2.71, 312.82) (8.57, 3.44, 5.77) Truck 21.07792
(336.09, 7.48, 349.54) (345.18, 2.71, 312.82) (8.57, 3.44, 5.77) Truck 21.08111
(336.09, 7.48, 349.54) (345.18, 2.71, 312.82) (8.57, 3.44, 5.77) Truck 21.09909
(336.09, 7.48, 349.54) (345.18, 2.71, 312.82) (8.57, 3.44, 5.77) Truck 21.13056
(336.09, 7.48, 349.54) (345.18, 2.71, 312.82) (8.57, 3.44, 5.77) Truck 21.16904
(336.09, 7.48, 349.54) (345.18, 2.71, 312.82) (8.57, 3.44, 5.77) Truck 21.23086
(336.09, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.602844
(336.09, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.887967
(336.09, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.207116
(336.09, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.56283
(336.09, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.957112
(336.09, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.396622
(336.09, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.478086
(336.09, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06576
(336.09, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73341
(336.09, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.49236
(336.09, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.43962
(336.09, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.48135
(336.09, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.41913
(336.09, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.31831
(336.09, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.37601
(336.09, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.61706
(336.09, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.31355
(336.09, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.85363
(336.09, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.32206
(336.09, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.31979
(336.09, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.60332
