¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
È(435.77, 13.89, 293.10) (443.03, 8.20, 276.69) (0.81, 2.16, 0.81) Human 2.494246
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.128491
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.383348
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.113318
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.439113
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.801635
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.220245
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.688082
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.20581
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.749864
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36188
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.15665
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.95954
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.50741
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.11057
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.13839
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.60092
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.92257
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.26175
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.61978
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.37173
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.46134
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.0796
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.677136
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.892913
Š(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.126991
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.381715
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.659892
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.437029
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.799479
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.217857
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.68544
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.202612
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.749933
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36195
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.15807
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.0167
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.57009
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.21675
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.26435
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.7816
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.11162
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.45977
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.8961
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.03331
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.7145
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.35129
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.675909
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.891584
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.125548
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.380143
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.658171
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.435007
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.797408
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.215487
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.682785
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.199468
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.750158
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36223
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.1594
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.04855
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.6346
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.32721
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.3544
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.96919
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.30802
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.66563
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.52072
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.36991
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.97833
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.674729
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.890307
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.124162
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.378632
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.65652
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.961141
•(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.795295
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.213161
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.680182
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.196522
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.750625
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36277
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.16073
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.04341
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.70094
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.44024
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.42288
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.16404
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.51213
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.04192
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.95798
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.62628
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.25334
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.673596
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.889089
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.122833
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.377183
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.654934
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.959399
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.793207
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.210854
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.677584
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.193624
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.751249
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36345
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.15829
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.03846
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.76916
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.55581
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.53103
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.36645
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.72434
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.59374
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.1701
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.89341
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.672512
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.887922
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.121559
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.375793
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.653416
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.957732
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.296021
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.208588
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.674992
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.190859
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.748421
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36439
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.15396
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.03376
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.83929
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.6613
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.67839
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.57689
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.19815
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.79641
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.43204
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.17185
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.671475
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.886804
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.120342
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.374469
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.651965
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.955636
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.294646
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.206276
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.672466
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.188245
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.745483
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36552
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.14964
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.02925
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.91141
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.72621
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.82808
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.79563
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.44645
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.00673
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.70489
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.46222
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.670487
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.885735
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.119181
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.373203
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.650582
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.95445
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.293336
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.204023
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.669922
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.185741
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.742636
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36688
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.14539
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.02497
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.98549
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.7927
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.98014
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.11573
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.65032
ø(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.23456
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.98917
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.08943
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.669555
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.88472
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.118079
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.372002
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.649268
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.953325
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.292094
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.667133
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.667442
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.183361
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.739985
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36841
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.14116
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.02085
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.99621
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.86085
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.13456
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.31351
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.86184
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.50613
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.28437
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.668671
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.883757
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.117033
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.370862
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.648021
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.95226
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.290917
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.665828
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.664942
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.181088
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.73744
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36766
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.13697
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.01697
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.99167
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.93066
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.29141
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.51855
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.08129
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.78896
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.50071
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.667836
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.882846
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.116043
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.369785
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.646632
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.951254
ó(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.289809
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.664598
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.087241
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.178977
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.734999
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36491
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.13282
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.0133
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.98738
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.00215
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.40113
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.73122
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.32368
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.04363
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.94156
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.667048
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.881989
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.115112
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.36877
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.644802
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.950312
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.288767
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.663442
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.08683
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.176969
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.732744
