¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ô(341.47, 7.32, 310.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.898936
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.288368
ƒ(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.679924
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44695
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.18547
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.75931
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.31546
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.45332
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.59681
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.74616
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.90161
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.0635
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.21662
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.37435
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.51592
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.57777
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.64292
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.71134
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.78316
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.85844
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.93732
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.01981
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.1057
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.380114
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.708614
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.069405
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.388371
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.66009
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.951795
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.262526
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.639975
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.4439
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.17442
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.69717
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.28751
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.42469
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.56744
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.71601
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.87066
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.01793
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.16823
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.32467
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.48402
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.54553
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.61032
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.6784
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.7499
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.82478
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.90326
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.98538
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.07125
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.35848
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.684906
„(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.043341
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.365999
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.63615
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.926114
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.237408
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.599886
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43946
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.16407
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.65372
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.26167
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.39819
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.54024
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.68812
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.82985
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.97323
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.12242
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.27772
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.43941
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.51603
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.5805
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.64826
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.7194
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.79399
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.8721
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.95384
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.03931
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.336878
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.661252
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.017245
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.344213
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.612814
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.901098
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.211187
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.55968
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43364
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.15442
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.64312
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.23784
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.37378
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.51518
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.65187
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.78872
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.93107
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.07924
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.23343
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.39398
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.4892
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.55339
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.62086
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.69169
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.76596
ƒ(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.84374
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.92519
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.01032
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.315247
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.637567
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.991212
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.322956
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.590086
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.876694
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.184978
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.519378
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42642
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.1454
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.63328
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.21603
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.35144
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.48339
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.61404
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.75
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.89143
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.03859
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.19175
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.35121
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.46502
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.52897
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.59616
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.66674
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.7407
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.81824
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.89934
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.98416
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.29365
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.613886
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.965154
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.302216
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.567913
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.852947
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.15945
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.489915
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41783
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.13702
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.62419
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.17061
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.32388
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.44873
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.57855
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.71365
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.85421
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.00047
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.15269
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.31113
„(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.44345
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.50717
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.57415
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.64448
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.71823
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.79549
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.87634
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.96087
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.272027
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.590234
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.939153
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.282042
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.546322
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.82978
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.13457
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.467167
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40791
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.12939
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.61583
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.13953
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.29217
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.41629
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.54538
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.67969
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.8194
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.9648
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.11615
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.27368
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.42452
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.48804
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.5548
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.62493
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.69842
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.77549
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.85608
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.94041
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.250476
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.566613
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.913192
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.262408
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.525326
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.807287
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.110363
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.445009
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.39657
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.12241
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.60818
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.09032
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.2729
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.38857
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.51446
ƒ(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.64802
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.78702
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.93164
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.08214
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.23879
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.40189
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.47149
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.53811
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.60802
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.68139
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.75824
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.83861
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.92271
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.229497
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.54301
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.887235
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.243299
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.50491
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.785393
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.086859
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.423556
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.38391
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.11606
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.60126
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.04265
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.25699
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.37236
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.49235
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.61868
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.75695
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.90085
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.05057
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.20644
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.36869
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.45758
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.52403
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.59382
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.667
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.74365
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.8239
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.90782
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.214761
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.519438
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.861377
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.224707
(341.56, 7.36, 310.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.485022
