¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
µ(335.61, 7.15, 321.67) (314.37, 0.43, 306.34) (1.42, 1.43, 1.38) Tools 12.14964
(335.51, 6.92, 321.29) (317.06, 1.79, 300.91) (1.35, 1.43, 1.40) Tools 11.34332
(335.51, 6.92, 321.29) (317.06, 1.79, 300.91) (1.35, 1.43, 1.40) Tools 11.33896
(335.51, 6.92, 321.29) (317.06, 1.79, 300.91) (1.35, 1.43, 1.40) Tools 11.33681
(335.51, 6.92, 321.29) (317.06, 1.79, 300.91) (1.35, 1.43, 1.40) Tools 11.33688
(335.51, 6.92, 321.29) (317.06, 1.79, 300.91) (1.35, 1.43, 1.40) Tools 11.33915
(335.51, 6.92, 321.29) (317.06, 1.79, 300.91) (1.35, 1.43, 1.40) Tools 11.34364
(335.51, 6.92, 321.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.520859
(335.51, 6.92, 321.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.80549
(335.51, 6.92, 321.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.117546
(335.51, 6.92, 321.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.461105
(335.51, 6.92, 321.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.84117
(335.51, 6.92, 321.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.269938
(335.51, 6.92, 321.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.727596
(335.51, 6.92, 321.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.237577
(335.51, 6.92, 321.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.812892
(335.51, 6.92, 321.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46681
(335.51, 6.92, 321.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.21645
(335.51, 6.92, 321.29) (317.06, 0.43, 300.91) (1.38, 1.43, 1.42) Tools 11.39457
(335.51, 6.92, 321.29) (317.06, 0.43, 300.91) (1.38, 1.43, 1.42) Tools 11.3677
(335.51, 6.92, 321.29) (317.06, 0.43, 300.91) (1.38, 1.43, 1.42) Tools 11.34316
(335.51, 6.92, 321.29) (317.06, 0.43, 300.91) (1.38, 1.43, 1.42) Tools 11.32094
(335.51, 6.92, 321.29) (317.06, 0.43, 300.91) (1.38, 1.43, 1.42) Tools 11.30099
(335.51, 6.92, 321.29) (317.06, 0.43, 300.91) (1.38, 1.43, 1.42) Tools 11.28331
¾(335.51, 6.92, 321.29) (317.06, 0.43, 300.91) (1.38, 1.43, 1.42) Tools 11.26788
(335.51, 6.92, 321.29) (317.06, 1.79, 300.91) (1.35, 1.43, 1.40) Tools 11.25655
(335.51, 6.92, 321.29) (317.06, 1.79, 300.91) (1.35, 1.43, 1.40) Tools 11.24559
(335.51, 6.92, 321.29) (317.06, 1.79, 300.91) (1.35, 1.43, 1.40) Tools 11.23685
(335.51, 6.92, 321.29) (317.06, 1.79, 300.91) (1.35, 1.43, 1.40) Tools 11.23031
(335.51, 6.92, 321.29) (317.06, 1.79, 300.91) (1.35, 1.43, 1.40) Tools 11.22596
(335.51, 6.92, 321.29) (317.06, 1.79, 300.91) (1.35, 1.43, 1.40) Tools 11.2238
(335.51, 6.92, 321.29) (317.06, 1.79, 300.91) (1.35, 1.43, 1.40) Tools 11.22383
(335.51, 6.92, 321.29) (317.06, 1.79, 300.91) (1.35, 1.43, 1.40) Tools 11.22605
(335.51, 6.92, 321.29) (317.06, 1.79, 300.91) (1.35, 1.43, 1.40) Tools 11.23046
(335.51, 6.92, 321.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.536476
(335.51, 6.92, 321.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.822561
(335.51, 6.92, 321.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.136324
(335.51, 6.92, 321.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.48186
(335.51, 6.92, 321.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.864126
(335.51, 6.92, 321.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.274858
(335.51, 6.92, 321.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.730238
(335.51, 6.92, 321.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.24054
(335.51, 6.92, 321.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.81628
(335.51, 6.92, 321.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.47063
(335.51, 6.92, 321.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.22086
(335.51, 6.92, 321.29) (317.06, 0.43, 300.91) (1.38, 1.43, 1.42) Tools 11.28873
(335.51, 6.92, 321.29) (317.06, 0.43, 300.91) (1.38, 1.43, 1.42) Tools 11.26208
(335.51, 6.92, 321.29) (317.06, 0.43, 300.91) (1.38, 1.43, 1.42) Tools 11.23774
(335.51, 6.92, 321.29) (317.06, 0.43, 300.91) (1.38, 1.43, 1.42) Tools 11.21568
(335.51, 6.92, 321.29) (317.06, 0.43, 300.91) (1.38, 1.43, 1.42) Tools 11.1959
(335.51, 6.92, 321.29) (317.06, 0.43, 300.91) (1.38, 1.43, 1.42) Tools 11.17835
(335.51, 6.92, 321.29) (317.06, 1.79, 300.91) (1.35, 1.43, 1.40) Tools 11.16084
(335.51, 6.92, 321.29) (317.06, 1.79, 300.91) (1.35, 1.43, 1.40) Tools 11.14776
(335.51, 6.92, 321.29) (317.06, 1.79, 300.91) (1.35, 1.43, 1.40) Tools 11.13688
(335.51, 6.92, 321.29) (317.06, 1.79, 300.91) (1.35, 1.43, 1.40) Tools 11.12818
(335.51, 6.92, 321.29) (317.06, 1.79, 300.91) (1.35, 1.43, 1.40) Tools 11.12167
(335.51, 6.92, 321.29) (317.06, 1.79, 300.91) (1.35, 1.43, 1.40) Tools 11.11733
(335.51, 6.92, 321.29) (317.06, 1.79, 300.91) (1.35, 1.43, 1.40) Tools 11.11516
(335.51, 6.92, 321.29) (317.06, 1.79, 300.91) (1.35, 1.43, 1.40) Tools 11.11516
(335.51, 6.92, 321.29) (317.06, 1.79, 300.91) (1.35, 1.43, 1.40) Tools 11.11733
(335.51, 6.92, 321.29) (317.06, 1.79, 300.91) (1.35, 1.43, 1.40) Tools 11.12166
(335.51, 6.92, 321.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.552024
(335.51, 6.92, 321.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.839618
(335.51, 6.92, 321.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.155084
(335.51, 6.92, 321.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.499038
(335.51, 6.92, 321.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.868115
(335.51, 6.92, 321.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.277128
(335.51, 6.92, 321.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.732724
(335.51, 6.92, 321.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.24337
(335.51, 6.92, 321.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.819459
(335.51, 6.92, 321.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.4743
(335.51, 6.92, 321.29) (317.06, 0.43, 300.91) (1.38, 1.43, 1.42) Tools 11.21575
(335.51, 6.92, 321.29) (317.06, 0.43, 300.91) (1.38, 1.43, 1.42) Tools 11.18699
(335.51, 6.92, 321.29) (317.06, 0.43, 300.91) (1.38, 1.43, 1.42) Tools 11.16055
(335.51, 6.92, 321.29) (317.06, 0.43, 300.91) (1.38, 1.43, 1.42) Tools 11.1364
Ã(335.51, 6.92, 321.29) (317.06, 0.43, 300.91) (1.38, 1.43, 1.42) Tools 11.11451
(335.51, 6.92, 321.29) (317.06, 0.43, 300.91) (1.38, 1.43, 1.42) Tools 11.09487
(335.51, 6.92, 321.29) (317.06, 0.43, 300.91) (1.38, 1.43, 1.42) Tools 11.07746
(335.51, 6.92, 321.29) (317.06, 1.79, 300.91) (1.35, 1.43, 1.40) Tools 11.05616
(335.51, 6.92, 321.29) (317.06, 1.79, 300.91) (1.35, 1.43, 1.40) Tools 11.04317
(335.51, 6.92, 321.29) (317.06, 1.79, 300.91) (1.35, 1.43, 1.40) Tools 11.03236
(335.51, 6.92, 321.29) (317.06, 1.79, 300.91) (1.35, 1.43, 1.40) Tools 11.02372
(335.51, 6.92, 321.29) (317.06, 1.79, 300.91) (1.35, 1.43, 1.40) Tools 11.01724
(335.51, 6.92, 321.29) (317.06, 1.79, 300.91) (1.35, 1.43, 1.40) Tools 11.01291
(335.51, 6.92, 321.29) (317.06, 1.79, 300.91) (1.35, 1.43, 1.40) Tools 11.01073
(335.51, 6.92, 321.29) (317.06, 1.79, 300.91) (1.35, 1.43, 1.40) Tools 11.0107
(335.51, 6.92, 321.29) (317.06, 1.79, 300.91) (1.35, 1.43, 1.40) Tools 11.01282
(335.51, 6.92, 321.29) (317.06, 1.79, 300.91) (1.35, 1.43, 1.40) Tools 11.01708
(335.51, 6.92, 321.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.567574
(335.51, 6.92, 321.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.856654
(335.51, 6.92, 321.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.165972
(335.51, 6.92, 321.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.500803
(335.51, 6.92, 321.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.870075
(335.51, 6.92, 321.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.279263
(335.51, 6.92, 321.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.735147
(335.51, 6.92, 321.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.246072
(335.51, 6.92, 321.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.822556
(335.51, 6.92, 321.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.47782
(335.51, 6.92, 321.29) (317.06, 0.43, 300.91) (1.38, 1.43, 1.42) Tools 11.11774
(335.51, 6.92, 321.29) (317.06, 0.43, 300.91) (1.38, 1.43, 1.42) Tools 11.08921
(335.51, 6.92, 321.29) (317.06, 0.43, 300.91) (1.38, 1.43, 1.42) Tools 11.06297
(335.51, 6.92, 321.29) (317.06, 0.43, 300.91) (1.38, 1.43, 1.42) Tools 11.039
(335.51, 6.92, 321.29) (317.06, 0.43, 300.91) (1.38, 1.43, 1.42) Tools 11.01727
(335.51, 6.92, 321.29) (317.06, 0.43, 300.91) (1.38, 1.43, 1.42) Tools 10.99778
(335.51, 6.92, 321.29) (317.06, 0.43, 300.91) (1.38, 1.43, 1.42) Tools 10.98048
(335.51, 6.92, 321.29) (317.06, 1.79, 300.91) (1.35, 1.43, 1.40) Tools 10.95554
(335.51, 6.92, 321.29) (317.06, 1.79, 300.91) (1.35, 1.43, 1.40) Tools 10.94264
(335.51, 6.92, 321.29) (317.06, 1.79, 300.91) (1.35, 1.43, 1.40) Tools 10.9319
(335.51, 6.92, 321.29) (317.06, 1.79, 300.91) (1.35, 1.43, 1.40) Tools 10.92331
(335.51, 6.92, 321.29) (317.06, 1.79, 300.91) (1.35, 1.43, 1.40) Tools 10.91686
(335.51, 6.92, 321.29) (317.06, 1.79, 300.91) (1.35, 1.43, 1.40) Tools 10.91254
(335.51, 6.92, 321.29) (317.06, 1.79, 300.91) (1.35, 1.43, 1.40) Tools 10.91035
(335.51, 6.92, 321.29) (317.06, 1.79, 300.91) (1.35, 1.43, 1.40) Tools 10.91029
(335.51, 6.92, 321.29) (317.06, 1.79, 300.91) (1.35, 1.43, 1.40) Tools 10.91236
(335.51, 6.92, 321.29) (317.06, 1.79, 300.91) (1.35, 1.43, 1.40) Tools 10.91656
(335.51, 6.92, 321.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.583072
(335.51, 6.92, 321.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.862416
(335.51, 6.92, 321.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.167482
(335.51, 6.92, 321.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.50247
(335.51, 6.92, 321.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.871902
(335.51, 6.92, 321.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.281304
(335.51, 6.92, 321.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.737458
(335.51, 6.92, 321.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.248671
(335.51, 6.92, 321.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.825446
(335.51, 6.92, 321.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48115
(335.51, 6.92, 321.29) (317.06, 0.43, 300.91) (1.38, 1.43, 1.42) Tools 11.02355
Æ(335.51, 6.92, 321.29) (317.06, 0.43, 300.91) (1.38, 1.43, 1.42) Tools 10.99523
(335.51, 6.92, 321.29) (317.06, 0.43, 300.91) (1.38, 1.43, 1.42) Tools 10.96918
(335.51, 6.92, 321.29) (317.06, 0.43, 300.91) (1.38, 1.43, 1.42) Tools 10.94539
(335.51, 6.92, 321.29) (317.06, 0.43, 300.91) (1.38, 1.43, 1.42) Tools 10.92383
(335.51, 6.92, 321.29) (317.06, 0.43, 300.91) (1.38, 1.43, 1.42) Tools 10.90447
(335.51, 6.92, 321.29) (317.06, 0.43, 300.91) (1.38, 1.43, 1.42) Tools 10.88729
(335.51, 6.92, 321.29) (317.06, 1.79, 300.91) (1.35, 1.43, 1.40) Tools 10.85883
(335.51, 6.92, 321.29) (317.06, 1.79, 300.91) (1.35, 1.43, 1.40) Tools 10.84602
(335.51, 6.92, 321.29) (317.06, 1.79, 300.91) (1.35, 1.43, 1.40) Tools 10.83535
(335.51, 6.92, 321.29) (317.06, 1.79, 300.91) (1.35, 1.43, 1.40) Tools 10.8268
(335.51, 6.92, 321.29) (317.06, 1.79, 300.91) (1.35, 1.43, 1.40) Tools 10.82038
(335.51, 6.92, 321.29) (317.06, 1.79, 300.91) (1.35, 1.43, 1.40) Tools 10.81608
(335.51, 6.92, 321.29) (317.06, 1.79, 300.91) (1.35, 1.43, 1.40) Tools 10.81388
(335.51, 6.92, 321.29) (317.06, 1.79, 300.91) (1.35, 1.43, 1.40) Tools 10.81379
(335.51, 6.92, 321.29) (317.06, 1.79, 300.91) (1.35, 1.43, 1.40) Tools 10.81581
(335.51, 6.92, 321.29) (317.06, 1.79, 300.91) (1.35, 1.43, 1.40) Tools 10.81994
(335.51, 6.92, 321.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.584694
(335.51, 6.92, 321.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.86375
(335.51, 6.92, 321.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.168901
(335.51, 6.92, 321.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.504056
(335.51, 6.92, 321.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.87367
(335.51, 6.92, 321.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.283284
(335.51, 6.92, 321.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.739634
(335.51, 6.92, 321.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.251127
(335.51, 6.92, 321.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.828223
(335.51, 6.92, 321.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48429
(335.51, 6.92, 321.29) (317.06, 0.43, 302.28) (1.40, 1.43, 1.36) Tools 10.85378
(335.51, 6.92, 321.29) (317.06, 0.43, 302.28) (1.40, 1.43, 1.36) Tools 10.82588
(335.51, 6.92, 321.29) (317.06, 0.43, 302.28) (1.40, 1.43, 1.36) Tools 10.80023
(335.51, 6.92, 321.29) (317.06, 0.43, 302.28) (1.40, 1.43, 1.36) Tools 10.7768
(335.51, 6.92, 321.29) (317.06, 0.43, 302.28) (1.40, 1.43, 1.36) Tools 10.75556
(335.51, 6.92, 321.29) (317.06, 0.43, 302.28) (1.40, 1.43, 1.36) Tools 10.7365
(335.51, 6.92, 321.29) (317.06, 0.43, 302.28) (1.40, 1.43, 1.36) Tools 10.71959
(335.51, 6.92, 321.29) (317.06, 0.43, 302.28) (1.40, 1.43, 1.36) Tools 10.70481
(335.51, 6.92, 321.29) (317.06, 1.79, 302.28) (1.47, 1.43, 1.43) Tools 10.72743
(335.51, 6.92, 321.29) (317.06, 1.79, 302.28) (1.47, 1.43, 1.43) Tools 10.71689
(335.51, 6.92, 321.29) (317.06, 1.79, 302.28) (1.47, 1.43, 1.43) Tools 10.70847
(335.51, 6.92, 321.29) (317.06, 1.79, 302.28) (1.47, 1.43, 1.43) Tools 10.70214
(335.51, 6.92, 321.29) (317.06, 1.79, 302.28) (1.47, 1.43, 1.43) Tools 10.69791
(335.51, 6.92, 321.29) (317.06, 1.79, 302.28) (1.47, 1.43, 1.43) Tools 10.69576
(335.51, 6.92, 321.29) (317.06, 1.79, 302.28) (1.47, 1.43, 1.43) Tools 10.6957
(335.51, 6.92, 321.29) (317.06, 1.79, 302.28) (1.47, 1.43, 1.43) Tools 10.69772
(335.51, 6.92, 321.29) (317.06, 1.79, 302.28) (1.47, 1.43, 1.43) Tools 10.70183
(335.51, 6.92, 321.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.585814
(335.51, 6.92, 321.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.864958
(335.51, 6.92, 321.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.170294
(335.51, 6.92, 321.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.505525
(335.51, 6.92, 321.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.875314
(335.51, 6.92, 321.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.285098
(335.51, 6.92, 321.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.741681
(335.51, 6.92, 321.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.253431
Í(335.51, 6.92, 321.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.830839
(335.51, 6.92, 321.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48732
(335.51, 6.92, 321.29) (317.06, 0.43, 302.28) (1.40, 1.43, 1.36) Tools 10.76287
(335.51, 6.92, 321.29) (317.06, 0.43, 302.28) (1.40, 1.43, 1.36) Tools 10.73518
(335.51, 6.92, 321.29) (317.06, 0.43, 302.28) (1.40, 1.43, 1.36) Tools 10.70972
(335.51, 6.92, 321.29) (317.06, 0.43, 302.28) (1.40, 1.43, 1.36) Tools 10.68646
(335.51, 6.92, 321.29) (317.06, 0.43, 302.28) (1.40, 1.43, 1.36) Tools 10.66538
(335.51, 6.92, 321.29) (317.06, 0.43, 302.28) (1.40, 1.43, 1.36) Tools 10.64645
(335.51, 6.92, 321.29) (317.06, 0.43, 302.28) (1.40, 1.43, 1.36) Tools 10.62965
(335.51, 6.92, 321.29) (317.06, 1.79, 302.28) (1.47, 1.43, 1.43) Tools 10.63969
(335.51, 6.92, 321.29) (317.06, 1.79, 302.28) (1.47, 1.43, 1.43) Tools 10.62713
(335.51, 6.92, 321.29) (317.06, 1.79, 302.28) (1.47, 1.43, 1.43) Tools 10.61667
(335.51, 6.92, 321.29) (317.06, 1.79, 302.28) (1.47, 1.43, 1.43) Tools 10.6083
(335.51, 6.92, 321.29) (317.06, 1.79, 302.28) (1.47, 1.43, 1.43) Tools 10.602
(335.51, 6.92, 321.29) (317.06, 1.79, 302.28) (1.47, 1.43, 1.43) Tools 10.59777
(335.51, 6.92, 321.29) (317.06, 1.79, 302.28) (1.47, 1.43, 1.43) Tools 10.59562
(335.51, 6.92, 321.29) (317.06, 1.79, 302.28) (1.47, 1.43, 1.43) Tools 10.59553
(335.51, 6.92, 321.29) (317.06, 1.79, 302.28) (1.47, 1.43, 1.43) Tools 10.5975
(335.51, 6.92, 321.29) (317.06, 1.79, 302.28) (1.47, 1.43, 1.43) Tools 10.60155
(335.51, 6.92, 321.29) (314.37, 3.16, 300.91) (1.42, 1.43, 1.38) Tools 13.69448
(335.51, 6.92, 321.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.586876
(335.51, 6.92, 321.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.866127
(335.51, 6.92, 321.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.171573
(335.51, 6.92, 321.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.506956
(335.51, 6.92, 321.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.876884
(335.51, 6.92, 321.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.286843
(335.51, 6.92, 321.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.743642
(335.51, 6.92, 321.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.255616
(335.51, 6.92, 321.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.833314
(335.51, 6.92, 321.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49014
(335.51, 6.92, 321.29) (317.06, 0.43, 302.28) (1.40, 1.43, 1.36) Tools 10.67553
(335.51, 6.92, 321.29) (317.06, 0.43, 302.28) (1.40, 1.43, 1.36) Tools 10.64805
(335.51, 6.92, 321.29) (317.06, 0.43, 302.28) (1.40, 1.43, 1.36) Tools 10.62277
(335.51, 6.92, 321.29) (317.06, 0.43, 302.28) (1.40, 1.43, 1.36) Tools 10.59967
(335.51, 6.92, 321.29) (317.06, 0.43, 302.28) (1.40, 1.43, 1.36) Tools 10.57873
(335.51, 6.92, 321.29) (317.06, 0.43, 302.28) (1.40, 1.43, 1.36) Tools 10.55993
(335.51, 6.92, 321.29) (317.06, 0.43, 302.28) (1.40, 1.43, 1.36) Tools 10.54325
(335.51, 6.92, 321.29) (317.06, 1.79, 302.28) (1.47, 1.43, 1.43) Tools 10.5432
(335.51, 6.92, 321.29) (317.06, 1.79, 302.28) (1.47, 1.43, 1.43) Tools 10.53073
(335.51, 6.92, 321.29) (317.06, 1.79, 302.28) (1.47, 1.43, 1.43) Tools 10.52033
(335.51, 6.92, 321.29) (317.06, 1.79, 302.28) (1.47, 1.43, 1.43) Tools 10.51201
(335.51, 6.92, 321.29) (317.06, 1.79, 302.28) (1.47, 1.43, 1.43) Tools 10.50574
(335.51, 6.92, 321.29) (317.06, 1.79, 302.28) (1.47, 1.43, 1.43) Tools 10.50153
(335.51, 6.92, 321.29) (317.06, 1.79, 302.28) (1.47, 1.43, 1.43) Tools 10.49936
(335.51, 6.92, 321.29) (317.06, 1.79, 302.28) (1.47, 1.43, 1.43) Tools 10.49925
(335.51, 6.92, 321.29) (317.06, 1.79, 302.28) (1.47, 1.43, 1.43) Tools 10.50118
(335.51, 6.92, 321.29) (317.06, 1.79, 302.28) (1.47, 1.43, 1.43) Tools 10.50516
(335.51, 6.92, 321.29) (314.37, 3.16, 300.91) (1.42, 1.43, 1.38) Tools 13.58932
(335.51, 6.92, 321.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.587919
(335.51, 6.92, 321.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.867239
(335.51, 6.92, 321.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.172792
É(335.51, 6.92, 321.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.508316
(335.51, 6.92, 321.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.878346
(335.51, 6.92, 321.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.288453
(335.51, 6.92, 321.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.74545
(335.51, 6.92, 321.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.257681
(335.51, 6.92, 321.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.83565
(335.51, 6.92, 321.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49278
(335.51, 6.92, 321.29) (317.06, 0.43, 302.28) (1.40, 1.43, 1.36) Tools 10.59164
(335.51, 6.92, 321.29) (317.06, 0.43, 302.28) (1.40, 1.43, 1.36) Tools 10.56434
(335.51, 6.92, 321.29) (317.06, 0.43, 302.28) (1.40, 1.43, 1.36) Tools 10.53924
(335.51, 6.92, 321.29) (317.06, 0.43, 302.28) (1.40, 1.43, 1.36) Tools 10.5163
(335.51, 6.92, 321.29) (317.06, 0.43, 302.28) (1.40, 1.43, 1.36) Tools 10.4955
(335.51, 6.92, 321.29) (317.06, 0.43, 302.28) (1.40, 1.43, 1.36) Tools 10.47682
(335.51, 6.92, 321.29) (317.06, 0.43, 302.28) (1.40, 1.43, 1.36) Tools 10.46025
(335.51, 6.92, 321.29) (317.06, 1.79, 302.28) (1.47, 1.43, 1.43) Tools 10.45046
(335.51, 6.92, 321.29) (317.06, 1.79, 302.28) (1.47, 1.43, 1.43) Tools 10.43807
(335.51, 6.92, 321.29) (317.06, 1.79, 302.28) (1.47, 1.43, 1.43) Tools 10.42774
(335.51, 6.92, 321.29) (317.06, 1.79, 302.28) (1.47, 1.43, 1.43) Tools 10.41946
(335.51, 6.92, 321.29) (317.06, 1.79, 302.28) (1.47, 1.43, 1.43) Tools 10.41322
(335.51, 6.92, 321.29) (317.06, 1.79, 302.28) (1.47, 1.43, 1.43) Tools 10.40902
(335.51, 6.92, 321.29) (317.06, 1.79, 302.28) (1.47, 1.43, 1.43) Tools 10.40685
(335.51, 6.92, 321.29) (317.06, 1.79, 302.28) (1.47, 1.43, 1.43) Tools 10.40671
(335.51, 6.92, 321.29) (317.06, 1.79, 302.28) (1.47, 1.43, 1.43) Tools 10.4086
(335.51, 6.92, 321.29) (317.06, 1.79, 302.28) (1.47, 1.43, 1.43) Tools 10.41252
(335.51, 6.92, 321.29) (314.37, 3.16, 300.91) (1.42, 1.43, 1.38) Tools 13.48836
(335.51, 6.92, 321.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.588869
(335.51, 6.92, 321.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.868275
