¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ò(435.76, 14.70, 316.41) (437.52, 7.29, 336.56) (0.81, 2.16, 0.81) Human 5.998787
(435.69, 14.73, 316.86) (437.57, 7.29, 336.36) (0.81, 2.16, 0.81) Human 5.330744
(435.69, 14.73, 316.86) (437.57, 7.29, 336.36) (0.81, 2.16, 0.81) Human 5.429988
(435.69, 14.73, 316.86) (437.57, 7.29, 336.36) (0.81, 2.16, 0.81) Human 5.520362
(435.69, 14.73, 316.86) (437.57, 7.29, 336.36) (0.81, 2.16, 0.81) Human 5.489875
(435.69, 14.73, 316.86) (437.57, 7.29, 336.36) (0.81, 2.16, 0.81) Human 5.460814
(435.69, 14.73, 316.86) (437.57, 7.29, 336.36) (0.81, 2.16, 0.81) Human 5.433141
(435.69, 14.73, 316.86) (437.57, 7.29, 336.36) (0.81, 2.16, 0.81) Human 5.406812
(435.69, 14.73, 316.86) (437.57, 7.29, 336.36) (0.81, 2.16, 0.81) Human 5.381804
(435.69, 14.73, 316.86) (437.57, 7.29, 336.36) (0.81, 2.16, 0.81) Human 5.358105
(435.69, 14.73, 316.86) (437.57, 7.29, 336.36) (0.81, 2.16, 0.81) Human 5.335653
(435.69, 14.73, 316.86) (437.57, 7.29, 336.36) (0.81, 2.16, 0.81) Human 5.314445
(435.69, 14.73, 316.86) (437.57, 7.29, 336.36) (0.81, 2.16, 0.81) Human 5.294462
(435.69, 14.73, 316.86) (437.57, 7.29, 336.36) (0.81, 2.16, 0.81) Human 5.275668
(435.69, 14.73, 316.86) (437.57, 7.29, 336.36) (0.81, 2.16, 0.81) Human 5.258056
(435.69, 14.73, 316.86) (437.57, 7.29, 336.36) (0.81, 2.16, 0.81) Human 5.244328
(435.69, 14.73, 316.86) (437.57, 7.29, 336.36) (0.81, 2.16, 0.81) Human 5.244779
(435.69, 14.73, 316.86) (437.57, 7.29, 336.36) (0.81, 2.16, 0.81) Human 5.260651
(435.69, 14.73, 316.86) (437.57, 7.29, 336.36) (0.81, 2.16, 0.81) Human 5.294467
(435.69, 14.73, 316.86) (437.57, 7.29, 336.36) (0.81, 2.16, 0.81) Human 5.35377
(435.69, 14.73, 316.86) (437.57, 7.29, 336.36) (0.81, 2.16, 0.81) Human 5.469217
(435.69, 14.73, 316.86) (437.57, 7.29, 336.36) (0.81, 2.16, 0.81) Human 5.563992
(435.69, 14.73, 316.86) (437.57, 7.29, 336.36) (0.81, 2.16, 0.81) Human 5.532398
(435.69, 14.73, 316.86) (437.57, 7.29, 336.36) (0.81, 2.16, 0.81) Human 5.502269
(435.69, 14.73, 316.86) (437.57, 7.29, 336.36) (0.81, 2.16, 0.81) Human 5.473571
(435.69, 14.73, 316.86) (437.57, 7.29, 336.36) (0.81, 2.16, 0.81) Human 5.446257
(435.69, 14.73, 316.86) (437.57, 7.29, 336.36) (0.81, 2.16, 0.81) Human 5.420309
(435.69, 14.73, 316.86) (437.57, 7.29, 336.36) (0.81, 2.16, 0.81) Human 5.395678
(435.69, 14.73, 316.86) (437.57, 7.29, 336.36) (0.81, 2.16, 0.81) Human 5.372342
Œ (435.69, 14.73, 316.86) (437.57, 7.29, 336.36) (0.81, 2.16, 0.81) Human 5.350287
(435.69, 14.73, 316.86) (437.57, 7.29, 336.36) (0.81, 2.16, 0.81) Human 5.329473
(435.69, 14.73, 316.86) (437.57, 7.29, 336.36) (0.81, 2.16, 0.81) Human 5.309871
(435.69, 14.73, 316.86) (437.57, 7.29, 336.36) (0.81, 2.16, 0.81) Human 5.291476
(435.69, 14.73, 316.86) (437.57, 7.29, 336.36) (0.81, 2.16, 0.81) Human 5.276744
(435.69, 14.73, 316.86) (437.57, 7.29, 336.36) (0.81, 2.16, 0.81) Human 5.277352
(435.69, 14.73, 316.86) (437.57, 7.29, 336.36) (0.81, 2.16, 0.81) Human 5.295089
(435.69, 14.73, 316.86) (437.57, 7.29, 336.36) (0.81, 2.16, 0.81) Human 5.333515
(435.69, 14.73, 316.86) (437.57, 7.29, 336.36) (0.81, 2.16, 0.81) Human 5.404673
(435.69, 14.73, 316.86) (437.57, 7.29, 336.36) (0.81, 2.16, 0.81) Human 5.638398
(435.69, 14.73, 316.86) (437.57, 7.29, 336.36) (0.81, 2.16, 0.81) Human 5.6048
(435.69, 14.73, 316.86) (437.57, 7.29, 336.36) (0.81, 2.16, 0.81) Human 5.572786
(435.69, 14.73, 316.86) (437.57, 7.29, 336.36) (0.81, 2.16, 0.81) Human 5.542267
(435.69, 14.73, 316.86) (437.57, 7.29, 336.36) (0.81, 2.16, 0.81) Human 5.513238
(435.69, 14.73, 316.86) (437.57, 7.29, 336.36) (0.81, 2.16, 0.81) Human 5.485651
(435.69, 14.73, 316.86) (437.57, 7.29, 336.36) (0.81, 2.16, 0.81) Human 5.459458
(435.69, 14.73, 316.86) (437.57, 7.29, 336.36) (0.81, 2.16, 0.81) Human 5.434639
(435.69, 14.73, 316.86) (437.57, 7.29, 336.36) (0.81, 2.16, 0.81) Human 5.411142
(435.69, 14.73, 316.86) (437.57, 7.29, 336.36) (0.81, 2.16, 0.81) Human 5.388966
(435.69, 14.73, 316.86) (437.57, 7.29, 336.36) (0.81, 2.16, 0.81) Human 5.368054
(435.69, 14.73, 316.86) (437.57, 7.29, 336.36) (0.81, 2.16, 0.81) Human 5.348403
(435.69, 14.73, 316.86) (437.57, 7.29, 336.36) (0.81, 2.16, 0.81) Human 5.331864
(435.69, 14.73, 316.86) (437.57, 7.29, 336.36) (0.81, 2.16, 0.81) Human 5.332732
(435.69, 14.73, 316.86) (437.57, 7.29, 336.36) (0.81, 2.16, 0.81) Human 5.354737
(435.69, 14.73, 316.86) (437.57, 7.29, 336.36) (0.81, 2.16, 0.81) Human 5.40496
(435.69, 14.73, 316.86) (437.57, 7.29, 336.36) (0.81, 2.16, 0.81) Human 5.524854
(435.69, 14.73, 316.86) (437.57, 7.29, 336.36) (0.81, 2.16, 0.81) Human 5.802083
(435.69, 14.73, 316.86) (437.57, 7.29, 336.36) (0.81, 2.16, 0.81) Human 5.758811
(435.69, 14.73, 316.86) (437.57, 7.29, 336.36) (0.81, 2.16, 0.81) Human 5.718655
(435.69, 14.73, 316.86) (437.57, 7.29, 336.36) (0.81, 2.16, 0.81) Human 5.681113
(435.69, 14.73, 316.86) (437.57, 7.29, 336.36) (0.81, 2.16, 0.81) Human 5.645907
(435.69, 14.73, 316.86) (437.57, 7.29, 336.36) (0.81, 2.16, 0.81) Human 5.612825
(435.69, 14.73, 316.86) (437.57, 7.29, 336.36) (0.81, 2.16, 0.81) Human 5.581666
(435.69, 14.73, 316.86) (437.57, 7.29, 336.36) (0.81, 2.16, 0.81) Human 5.552341
(435.69, 14.73, 316.86) (437.57, 7.29, 336.36) (0.81, 2.16, 0.81) Human 5.524733
(435.69, 14.73, 316.86) (437.57, 7.29, 336.36) (0.81, 2.16, 0.81) Human 5.498767
(435.69, 14.73, 316.86) (437.57, 7.29, 336.36) (0.81, 2.16, 0.81) Human 5.474353
(435.69, 14.73, 316.86) (437.57, 7.29, 336.36) (0.81, 2.16, 0.81) Human 5.451448
(435.69, 14.73, 316.86) (437.57, 7.29, 336.36) (0.81, 2.16, 0.81) Human 5.430638
(435.69, 14.73, 316.86) (437.57, 7.29, 336.36) (0.81, 2.16, 0.81) Human 5.432338
(435.69, 14.73, 316.86) (437.57, 7.29, 336.36) (0.81, 2.16, 0.81) Human 5.470299
(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.337786
(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.697519
(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.091516
(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.533664
(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04461
(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.67313
(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.45266
(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.35762
(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.94213
(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.16116
¸(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.38914
(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.67734
(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.274926
(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.628805
(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.016111
(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.441742
(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.934758
(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.5456
(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.3054
(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.20854
(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.89406
(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.09649
(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.27204
(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.45465
(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.212906
(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.561012
(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.941793
(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.359922
(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.827039
(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42039
(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.17221
(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.06963
(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.6145
(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.77662
(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.94532
(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.12085
(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.30343
(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.151718
(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.494242
(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.868635
(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.279415
(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.732124
(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29987
(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0553
(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.93282
(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.31425
(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.4702
(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.63246
(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.80133
(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.97697
(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.15972
(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.091387
(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.428424
(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.796594
(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.200203
(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.644666
(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20008
(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.93996
(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.79808
(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.02634
(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.17646
¹(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.33267
(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.49524
(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.66438
(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.84036
(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.031845
(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.363533
(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.725573
(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.122241
(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.578453
(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12075
(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.82621
(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.66539
(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.80061
(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.91281
(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.04527
(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.2019
(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.36493
(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.53456
(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.71102
(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.973207
(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.299631
(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.655704
(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.062359
(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.513872
(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05021
(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71405
(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.53478
(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.63227
(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.74182
(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.85621
(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.97566
(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.10023
(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.24153
(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.41175
(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.58884
(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.915328
(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.236636
(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.600994
(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.004658
(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.450012
(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.980219
(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.61939
(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40624
(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.46994
(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.57692
(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.6887
(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.80544
(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.92721
(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.0542
(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.18656
(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.3245
·(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.858281
(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.186189
(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.549118
(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.947559
(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.386853
(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.910741
(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.54048
(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.27967
(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.62223
(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.41794
(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.52722
(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.64527
(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.79197
(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.94467
(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.10358
(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.26894
(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.811338
(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.13932
(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.497799
(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.89108
(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.324455
(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.841865
(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46226
(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.16849
(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.87392
(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.34287
(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.4777
(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.61816
(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.76433
(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.91648
(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.07483
(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.768815
(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.092941
(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.446998
(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.835217
(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.262778
(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.773527
(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.38482
(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.07994
(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.19971
(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.3196
(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.45402
(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.59398
(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.73973
(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.89139
(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.04925
(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.72669
(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.046992
(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.396726
(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.780019
(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.20186
¸(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.70581
(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30808
(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99232
(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.73836
(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.55167
(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.43327
(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.57284
(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.71815
(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.86942
(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.686738
(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.001524
(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.346997
(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.725391
(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.141625
(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.638701
(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23209
(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.89087
(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.5857
(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.79633
(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.4154
(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.55466
(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.69961
