¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ƒ!(383.04, 10.98, 322.17) (358.18, 3.66, 326.64) (0.81, 2.16, 0.81) Human 9.840712
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.077865
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.294142
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.530789
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.790762
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.077625
ğ (382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.395702
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.750299
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.148002
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.597073
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.013374
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.434207
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.772666
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.56705
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.50437
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.64016
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.02683
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.80824
(382.97, 10.95, 322.13) (358.78, 3.65, 327.81) (0.81, 2.16, 0.81) Human 10.11899
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.384323
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.540894
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.710015
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.904689
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.105291
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.324084
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.563604
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.826879
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.117561
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.440088
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.799917
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.203824
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.660328
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.077077
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.504966
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.878939
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69011
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.65065
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.81377
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.30416
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.40413
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.562252
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.735936
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.930256
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.133119
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.35448
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.596936
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.863587
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.158177
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.485265
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.850457
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.260737
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.72489
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.142406
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.577596
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.995402
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81664
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.80132
ÿ (382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.99307
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.6352
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.424194
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.583894
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.766014
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.956184
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.161353
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.385336
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.630792
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.900894
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.199484
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.531244
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.901942
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.318764
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.790783
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.209408
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.652156
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10611
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.94667
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.95656
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.20066
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.98221
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.444514
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.605821
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.791808
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.982473
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.189994
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.416655
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.665173
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.938803
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.241489
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.578036
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.954378
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.377923
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.858036
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.278126
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.728692
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21971
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.08041
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.11656
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.41564
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.34631
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.465091
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.628033
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.816342
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.009126
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.219046
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.448439
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.700086
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.977326
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.284201
ì (382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.625653
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.007788
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.438237
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.926675
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.348601
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.807266
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33643
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.21793
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.28995
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.63835
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.52031
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.485926
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.654334
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.841204
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.036146
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.248512
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.480692
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.735538
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.016466
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.327629
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.674107
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.062182
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.499728
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.996731
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.420884
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.887932
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.45632
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.35939
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.49499
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.86922
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.64637
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.507017
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.683412
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.866392
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.063533
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.278395
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.513421
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.771531
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.056231
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.371785
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.723411
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.117581
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.562416
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.068233
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.495024
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.805038
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.57945
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.50493
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.70393
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.12748
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.77599
ö (382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.528368
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.708435
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.891907
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.09129
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.308696
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.546625
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.80807
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.096626
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.416673
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.773573
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.173997
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.626319
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.137107
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.571067
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.922218
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70593
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.65649
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.90221
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.45037
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.90919
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.549974
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.732258
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.917751
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.119418
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.339417
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.58031
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.845161
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.13766
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.462303
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.824609
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.231449
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.691464
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.207202
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.649066
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.03455
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.83596
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.84137
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.10731
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.606
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.04616
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.575122
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.756375
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.943926
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.14792
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.370564
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.61448
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.88281
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.17934
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.508686
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.876532
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.289953
Ü (382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.757874
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.279033
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.729076
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.14879
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.9696
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.03239
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.31955
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.74638
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.18694
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.60217
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.780786
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.970432
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.176795
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.402136
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.649137
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.92102
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.22167
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.555831
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.929352
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.349526
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.825572
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.352648
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.811156
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.26603
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.10694
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.22991
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.53927
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.8904
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.33171
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.628758
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.805492
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.99727
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.206048
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.434137
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.684288
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.959798
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.264659
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.603748
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.983085
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.410188
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.894584
(382.97, 10.95, 322.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.428094
