¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ÿ(415.27, 14.33, 246.98) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 7.871139
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 11.5992
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 12.58284
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 13.75169
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 15.1632
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 16.90128
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 19.09361
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 21.94438
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 20.83945
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.077011
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.391454
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.7367
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.116495
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.523122
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.991687
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.522436
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12188
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.62888
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.06569
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.54227
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 11.77325
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 12.54287
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 13.70385
¼(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 15.10491
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 16.82875
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 19.00092
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 21.82183
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 21.07808
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.070566
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.384382
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.728906
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.103203
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.507268
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.955952
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.482253
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07632
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.57208
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00396
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.50118
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 12.14457
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 12.50288
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 13.65601
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 15.04669
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 16.75636
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 18.90852
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 21.69984
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 21.32389
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.063993
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.377156
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.718069
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.089827
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.491364
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.932067
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.442142
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.03089
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.51657
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.9436
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.55433
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.28642
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 12.52851
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 13.60821
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 14.98854
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 16.68413
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 18.81643
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 21.57844
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.8674
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.057299
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.369232
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.705848
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.076345
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.475431
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.914383
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.403189
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.985593
¾(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46219
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.9544
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.60816
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.35757
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 12.95621
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 13.56044
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 14.93048
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 16.61208
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 18.72466
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 21.45764
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.77249
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.050508
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.358033
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.693535
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.062798
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.459444
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.896624
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.383391
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.940413
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41549
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00277
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.66269
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.43082
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.3674
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 13.51273
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 14.87253
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 16.54023
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 18.63325
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 21.33749
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 24.9656
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.04084
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.041561
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.346763
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.68119
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.049151
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.443433
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.878852
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.363539
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.9062
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.45925
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.05181
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.71793
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.50497
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.39339
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 13.90363
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 14.81471
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.17847
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.15043
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.12545
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.10349
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.08452
É(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.06854
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.05553
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.04546
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.03835
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.03416
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.03291
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.03459
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.03921
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.031184
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.335416
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.66873
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.035412
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.427393
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.861035
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.343657
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.885529
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50351
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.1014
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.77388
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.58003
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.29033
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.91774
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 14.75701
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.10259
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.0747
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.04984
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.02799
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.00912
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.99321
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.98026
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.97025
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.96316
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.959
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.95776
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.95943
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.96402
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.020761
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.323997
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.656185
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.021173
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.41134
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.843201
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.32375
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.869582
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.4929
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.1516
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.83055
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.62763
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.18984
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.80731
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 15.02178
Ã(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.03039
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.02362
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.02617
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.03165
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.04007
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.05143
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.06575
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.08304
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.10332
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.1266
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.15292
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.18229
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.21475
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.010268
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.312519
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.643612
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.006628
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.39525
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.825378
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.303841
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.853511
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.4747
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.18175
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.88791
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.53804
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.0919
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.69969
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.50371
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 16.25509
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 18.27151
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 20.86369
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 24.3185
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 23.26929
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.999729
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.300995
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.63093
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.992037
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.379171
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.80751
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.289219
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.837329
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.45637
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.16083
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.94911
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.45069
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.99638
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.59494
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.27058
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 16.35885
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 18.18215
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 20.74706
Â(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 24.15996
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 23.58318
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.989116
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.289415
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.618195
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.977445
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.363063
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.789617
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.274785
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.821051
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.4379
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.13972
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.90529
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.36542
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.90331
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.49285
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.04095
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 17.12819
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 18.09325
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 20.6312
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 24.00276
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 23.90716
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.978465
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.277739
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.605408
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.962863
