¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ğ(332.70, 7.46, 363.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.595
(332.70, 7.46, 363.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.249728
(332.70, 7.46, 363.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.655786
(332.70, 7.46, 363.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.107038
(332.70, 7.46, 363.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.611758
(332.70, 7.46, 363.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17781
(332.70, 7.46, 363.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.84581
(332.70, 7.46, 363.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.58663
(332.70, 7.46, 363.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.43864
(332.70, 7.46, 363.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.28712
(332.70, 7.46, 363.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.45019
(332.70, 7.46, 363.77) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 14.50056
¬(332.70, 7.46, 363.77) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 14.47633
(332.70, 7.46, 363.77) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 14.455
(332.70, 7.46, 363.77) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 14.43653
(332.70, 7.46, 363.77) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 14.42093
(332.70, 7.46, 363.77) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 14.40816
(332.70, 7.46, 363.77) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 14.39822
(332.70, 7.46, 363.77) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 14.3911
(332.70, 7.46, 363.77) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 14.38679
(332.70, 7.46, 363.77) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 14.28061
(332.70, 7.46, 363.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.343467
(332.70, 7.46, 363.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.59865
(332.70, 7.46, 363.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.876591
(332.70, 7.46, 363.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.18047
(332.70, 7.46, 363.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.513933
(332.70, 7.46, 363.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.870028
(332.70, 7.46, 363.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.248121
(332.70, 7.46, 363.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.654039
(332.70, 7.46, 363.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.10383
(332.70, 7.46, 363.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.604902
(332.70, 7.46, 363.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16741
(332.70, 7.46, 363.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81559
(332.70, 7.46, 363.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.55203
(332.70, 7.46, 363.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.39867
(332.70, 7.46, 363.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.28492
(332.70, 7.46, 363.77) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 14.12929
(332.70, 7.46, 363.77) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 14.1029
(332.70, 7.46, 363.77) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 14.07934
(332.70, 7.46, 363.77) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 14.05859
(332.70, 7.46, 363.77) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 14.04064
(332.70, 7.46, 363.77) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 14.02546
(332.70, 7.46, 363.77) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 14.01305
(332.70, 7.46, 363.77) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 14.00338
(332.70, 7.46, 363.77) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 13.99646
(332.70, 7.46, 363.77) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 13.99227
(332.70, 7.46, 363.77) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 13.88897
(332.70, 7.46, 363.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.343171
(332.70, 7.46, 363.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.59835
(332.70, 7.46, 363.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.876236
(332.70, 7.46, 363.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.180068
(332.70, 7.46, 363.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.512809
(332.70, 7.46, 363.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.864196
(332.70, 7.46, 363.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.246658
(332.70, 7.46, 363.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.652411
(332.70, 7.46, 363.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.102025
(332.70, 7.46, 363.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.602928
(332.70, 7.46, 363.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16425
(332.70, 7.46, 363.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.75228
(332.70, 7.46, 363.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.51783
(332.70, 7.46, 363.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.35924
(332.70, 7.46, 363.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.28356
(332.70, 7.46, 363.77) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 13.75479
²(332.70, 7.46, 363.77) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 13.7291
(332.70, 7.46, 363.77) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 13.70616
(332.70, 7.46, 363.77) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 13.68597
(332.70, 7.46, 363.77) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 13.66849
(332.70, 7.46, 363.77) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 13.65372
(332.70, 7.46, 363.77) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 13.64164
(332.70, 7.46, 363.77) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 13.63224
(332.70, 7.46, 363.77) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 13.6255
(332.70, 7.46, 363.77) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 13.62142
(332.70, 7.46, 363.77) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 13.52086
(332.70, 7.46, 363.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.342887
(332.70, 7.46, 363.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.598009
(332.70, 7.46, 363.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.875916
(332.70, 7.46, 363.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.179702
(332.70, 7.46, 363.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.507571
(332.70, 7.46, 363.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.858481
(332.70, 7.46, 363.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.245335
(332.70, 7.46, 363.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.650957
(332.70, 7.46, 363.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.100412
(332.70, 7.46, 363.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.601103
(332.70, 7.46, 363.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16218
(332.70, 7.46, 363.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.66967
(332.70, 7.46, 363.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.39809
(332.70, 7.46, 363.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.26618
(332.70, 7.46, 363.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.33806
(332.70, 7.46, 363.77) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 13.40218
(332.70, 7.46, 363.77) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 13.37714
(332.70, 7.46, 363.77) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 13.3548
(332.70, 7.46, 363.77) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 13.33513
(332.70, 7.46, 363.77) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 13.3181
(332.70, 7.46, 363.77) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 13.30371
(332.70, 7.46, 363.77) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 13.29194
(332.70, 7.46, 363.77) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 13.28278
(332.70, 7.46, 363.77) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 13.27622
(332.70, 7.46, 363.77) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 13.27225
(332.70, 7.46, 363.77) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 13.17427
(332.70, 7.46, 363.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.342596
(332.70, 7.46, 363.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.597673
(332.70, 7.46, 363.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.875554
(332.70, 7.46, 363.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.179329
(332.70, 7.46, 363.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.502447
(332.70, 7.46, 363.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.852829
(332.70, 7.46, 363.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.239204
(332.70, 7.46, 363.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.649651
(332.70, 7.46, 363.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.098955
(332.70, 7.46, 363.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.599486
(332.70, 7.46, 363.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.15111
(332.70, 7.46, 363.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.62825
(332.70, 7.46, 363.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.27937
(332.70, 7.46, 363.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.12843
(332.70, 7.46, 363.77) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 13.09674
³(332.70, 7.46, 363.77) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 13.06968
(332.70, 7.46, 363.77) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 13.04526
(332.70, 7.46, 363.77) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 13.02347
(332.70, 7.46, 363.77) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 13.00429
(332.70, 7.46, 363.77) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 12.98769
(332.70, 7.46, 363.77) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 12.97366
(332.70, 7.46, 363.77) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 12.96218
(332.70, 7.46, 363.77) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 12.95325
(332.70, 7.46, 363.77) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 12.94686
(332.70, 7.46, 363.77) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 12.94298
(332.70, 7.46, 363.77) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 12.84744
(332.70, 7.46, 363.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.342258
(332.70, 7.46, 363.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.59738
(332.70, 7.46, 363.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.875206
(332.70, 7.46, 363.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.178681
(332.70, 7.46, 363.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.497329
(332.70, 7.46, 363.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.847191
(332.70, 7.46, 363.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.233014
(332.70, 7.46, 363.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.648489
(332.70, 7.46, 363.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.097649
(332.70, 7.46, 363.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.598016
(332.70, 7.46, 363.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11429
(332.70, 7.46, 363.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58779
(332.70, 7.46, 363.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.16323
(332.70, 7.46, 363.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.99393
(332.70, 7.46, 363.77) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 12.78211
(332.70, 7.46, 363.77) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 12.7557
(332.70, 7.46, 363.77) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 12.73187
(332.70, 7.46, 363.77) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 12.71061
(332.70, 7.46, 363.77) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 12.69189
(332.70, 7.46, 363.77) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 12.67569
(332.70, 7.46, 363.77) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 12.662
(332.70, 7.46, 363.77) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 12.6508
(332.70, 7.46, 363.77) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 12.64208
(332.70, 7.46, 363.77) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 12.63584
(332.70, 7.46, 363.77) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 12.63207
(332.70, 7.46, 363.77) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 12.53882
(332.70, 7.46, 363.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.341977
(332.70, 7.46, 363.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.597011
(332.70, 7.46, 363.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.874838
(332.70, 7.46, 363.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.174107
(332.70, 7.46, 363.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.492301
(332.70, 7.46, 363.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.841668
(332.70, 7.46, 363.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.226871
(332.70, 7.46, 363.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.647435
(332.70, 7.46, 363.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.096538
(332.70, 7.46, 363.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.596756
(332.70, 7.46, 363.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07837
(332.70, 7.46, 363.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.54834
(332.70, 7.46, 363.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.06656
(332.70, 7.46, 363.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.86265
¶(332.70, 7.46, 363.77) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 12.48462
(332.70, 7.46, 363.77) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 12.45882
(332.70, 7.46, 363.77) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 12.43556
(332.70, 7.46, 363.77) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 12.41479
(332.70, 7.46, 363.77) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 12.39651
(332.70, 7.46, 363.77) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 12.38069
(332.70, 7.46, 363.77) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 12.36732
(332.70, 7.46, 363.77) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 12.35639
(332.70, 7.46, 363.77) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 12.34787
(332.70, 7.46, 363.77) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 12.34177
(332.70, 7.46, 363.77) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 12.33809
(332.70, 7.46, 363.77) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 12.24701
(332.70, 7.46, 363.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.341652
(332.70, 7.46, 363.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.596685
(332.70, 7.46, 363.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.874444
(332.70, 7.46, 363.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.169557
(332.70, 7.46, 363.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.48732
(332.70, 7.46, 363.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.8362
(332.70, 7.46, 363.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.220817
(332.70, 7.46, 363.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.646573
(332.70, 7.46, 363.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.09558
(332.70, 7.46, 363.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.595684
(332.70, 7.46, 363.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04331
(332.70, 7.46, 363.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50982
(332.70, 7.46, 363.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02405
(332.70, 7.46, 363.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.73442
(332.70, 7.46, 363.77) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 12.20299
(332.70, 7.46, 363.77) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 12.17778
(332.70, 7.46, 363.77) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 12.15504
(332.70, 7.46, 363.77) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 12.13474
(332.70, 7.46, 363.77) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 12.11687
(332.70, 7.46, 363.77) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 12.10141
(332.70, 7.46, 363.77) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 12.08834
(332.70, 7.46, 363.77) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 12.07766
(332.70, 7.46, 363.77) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 12.06934
(332.70, 7.46, 363.77) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 12.06338
(332.70, 7.46, 363.77) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 12.05978
(332.70, 7.46, 363.77) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.97076
(332.70, 7.46, 363.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.341322
(332.70, 7.46, 363.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.596305
(332.70, 7.46, 363.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.874068
(332.70, 7.46, 363.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.165029
(332.70, 7.46, 363.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.482403
(332.70, 7.46, 363.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.830781
(332.70, 7.46, 363.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.214846
(332.70, 7.46, 363.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.640312
(332.70, 7.46, 363.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.094755
(332.70, 7.46, 363.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.586949
(332.70, 7.46, 363.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00909
(332.70, 7.46, 363.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.47225
(332.70, 7.46, 363.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.98261
³(332.70, 7.46, 363.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.60918
(332.70, 7.46, 363.77) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.93605
(332.70, 7.46, 363.77) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.9114
(332.70, 7.46, 363.77) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.88916
(332.70, 7.46, 363.77) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.8693
(332.70, 7.46, 363.77) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.85183
(332.70, 7.46, 363.77) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.83671
(332.70, 7.46, 363.77) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.82393
(332.70, 7.46, 363.77) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.81348
(332.70, 7.46, 363.77) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.80534
(332.70, 7.46, 363.77) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.79952
(332.70, 7.46, 363.77) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.796
(332.70, 7.46, 363.77) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.70893
(332.70, 7.46, 363.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.341009
(332.70, 7.46, 363.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.595991
(332.70, 7.46, 363.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.870736
(332.70, 7.46, 363.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.160624
(332.70, 7.46, 363.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.477546
(332.70, 7.46, 363.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.825451
(332.70, 7.46, 363.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.208935
(332.70, 7.46, 363.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.633755
(332.70, 7.46, 363.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.094124
(332.70, 7.46, 363.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.556414
(332.70, 7.46, 363.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.975731
(332.70, 7.46, 363.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43561
(332.70, 7.46, 363.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.9422
(332.70, 7.46, 363.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.50286
(332.70, 7.46, 363.77) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.68276
(332.70, 7.46, 363.77) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.65863
(332.70, 7.46, 363.77) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.63686
(332.70, 7.46, 363.77) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.61743
(332.70, 7.46, 363.77) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.60032
(332.70, 7.46, 363.77) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.58552
(332.70, 7.46, 363.77) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.57302
(332.70, 7.46, 363.77) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.56279
(332.70, 7.46, 363.77) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.55483
(332.70, 7.46, 363.77) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.54913
