¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
›(338.53, 7.61, 336.09) (317.06, 0.43, 305.00) (1.40, 1.43, 1.36) Tools 23.1142
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.66276
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.49342
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.23489
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.52886
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.735441
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.959257
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.202173
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.467047
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.756929
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.075466
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.42081
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.799247
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.749196
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.190479
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.628337
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11209
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.64923
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.18784
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.76935
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.45512
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.07319
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.69218
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.3594
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.71323
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.01013
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.32228
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.20386
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.95548
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.525452
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.731755
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.955267
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.197908
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.46239
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.751825
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.069847
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.417742
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.795845
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.741149
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.202186
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.641247
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12636
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.66512
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.22311
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.81184
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.5028
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.15702
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.78115
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.45745
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.8717
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.17521
Ç(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.72245
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.69104
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.52211
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.72814
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.951348
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.193728
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.457827
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.746823
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.064342
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.414627
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.792612
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.733343
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.209409
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.654783
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.14133
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68175
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.25967
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.85562
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.55195
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.24352
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.87315
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.55883
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.03623
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.34674
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.27288
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.17064
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.518832
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.724597
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.947504
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.189634
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.453357
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.741925
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.058949
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.408776
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.789546
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.725835
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.20103
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.668954
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.15703
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69916
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.2974
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.90075
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.60262
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.33285
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.96819
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.66365
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.20712
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.7944
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.866
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.515622
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.721125
»(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.943738
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.185627
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.448983
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.737131
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.053673
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.402943
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.78665
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.718559
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.192921
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.683737
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17338
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71738
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.32515
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.94721
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.65489
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.425
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.06639
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.77202
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.3847
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.35462
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.97937
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.512478
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.717726
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.940052
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.181621
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.444702
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.73244
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.048512
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.397235
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.78386
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.711572
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.185163
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.699141
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.19042
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73634
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.34639
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.9951
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.70869
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.51245
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.16495
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.87951
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.75087
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.7769
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.20532
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.509402
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.7144
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.936444
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.177695
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.440518
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.727854
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.043466
Ñ(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.391658
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.279949
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.7049
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.179012
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.710013
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20816
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.75611
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.3685
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.02764
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.74248
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.55046
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.25626
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.9805
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.99001
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.04874
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.11171
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.506391
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.711144
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.932915
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.173857
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.436427
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.723373
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.038536
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.386209
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.280308
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.706704
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.18128
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.712564
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2266
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.77662
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.39153
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.05864
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.77735
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.58996
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.35065
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.08484
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.23878
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.33208
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.01936
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.503448
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.707963
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.929466
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.170105
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.432409
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.718998
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.033723
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.380888
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.282387
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.709019
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.183845
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.715455
Ğ(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2458
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.79795
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.4154
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.09047
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.81353
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.63095
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.44813
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.19273
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.4976
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.5513
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.92825
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.500575
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.704857
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.926096
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.16644
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.428409
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.714729
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.029026
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.375699
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.284699
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.711563
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.186703
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.718654
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.26564
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.82007
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.44018
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.11781
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.85106
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.67354
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.5488
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.30423
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.76704
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.76616
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.83842
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.497768
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.701822
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.922809
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.162863
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.424506
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.710566
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.024447
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.370638
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.287248
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.7144
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.189857
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.7222
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27648
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.84299
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.46589
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.14622
(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.88995
Ù(338.51, 7.56, 335.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.71761
