¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ì(397.03, 13.82, 246.95) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 7.580027
(397.00, 13.77, 246.91) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.918363
(397.00, 13.77, 246.91) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.918127
(397.00, 13.77, 246.91) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.919827
(397.00, 13.77, 246.91) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.923462
(397.00, 13.77, 246.91) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.929036
(397.00, 13.77, 246.91) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.936554
(397.00, 13.77, 246.91) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.946023
(397.00, 13.77, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.329824
(397.00, 13.77, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.606299
(397.00, 13.77, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.378553
(397.00, 13.77, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.737609
(397.00, 13.77, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.142278
(397.00, 13.77, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.593363
(397.00, 13.77, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.099255
(397.00, 13.77, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.663326
(397.00, 13.77, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30518
(397.00, 13.77, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.05862
(397.00, 13.77, 246.91) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.26611
(397.00, 13.77, 246.91) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.23415
(397.00, 13.77, 246.91) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.21043
(397.00, 13.77, 246.91) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.19215
(397.00, 13.77, 246.91) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.08755
(397.00, 13.77, 246.91) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.07351
(397.00, 13.77, 246.91) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.06146
(397.00, 13.77, 246.91) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.0514
(397.00, 13.77, 246.91) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.93884
(397.00, 13.77, 246.91) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.915912
(397.00, 13.77, 246.91) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.913741
(397.00, 13.77, 246.91) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.913503
(397.00, 13.77, 246.91) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.915198
ã(397.00, 13.77, 246.91) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.918828
(397.00, 13.77, 246.91) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.924397
(397.00, 13.77, 246.91) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.931908
(397.00, 13.77, 246.91) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.94137
(397.00, 13.77, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.311262
(397.00, 13.77, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.585634
(397.00, 13.77, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.886299
(397.00, 13.77, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.710063
(397.00, 13.77, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.111662
(397.00, 13.77, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.559147
(397.00, 13.77, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.06072
(397.00, 13.77, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.622698
(397.00, 13.77, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.26118
(397.00, 13.77, 246.91) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.29094
(397.00, 13.77, 246.91) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.25177
(397.00, 13.77, 246.91) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.21985
(397.00, 13.77, 246.91) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.19386
(397.00, 13.77, 246.91) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.17732
(397.00, 13.77, 246.91) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.08482
(397.00, 13.77, 246.91) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.07078
(397.00, 13.77, 246.91) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.05874
(397.00, 13.77, 246.91) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.04868
(397.00, 13.77, 246.91) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.93588
(397.00, 13.77, 246.91) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.913222
(397.00, 13.77, 246.91) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.91105
(397.00, 13.77, 246.91) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.91081
(397.00, 13.77, 246.91) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.912503
(397.00, 13.77, 246.91) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.916131
(397.00, 13.77, 246.91) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.921695
(397.00, 13.77, 246.91) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.929202
(397.00, 13.77, 246.91) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.938661
(397.00, 13.77, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.292445
(397.00, 13.77, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.564999
(397.00, 13.77, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.863633
(397.00, 13.77, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.6826
(397.00, 13.77, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.081072
(397.00, 13.77, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.524983
(397.00, 13.77, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.0223
(397.00, 13.77, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.582231
(397.00, 13.77, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21721
(397.00, 13.77, 246.91) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.28622
(397.00, 13.77, 246.91) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.24681
(397.00, 13.77, 246.91) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.21162
(397.00, 13.77, 246.91) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.18441
(397.00, 13.77, 246.91) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.1694
(397.00, 13.77, 246.91) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.08405
(397.00, 13.77, 246.91) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.07001
(397.00, 13.77, 246.91) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.05796
(397.00, 13.77, 246.91) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.0479
(397.00, 13.77, 246.91) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.93504
(397.00, 13.77, 246.91) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.912458
ç(397.00, 13.77, 246.91) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.910287
(397.00, 13.77, 246.91) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.910047
(397.00, 13.77, 246.91) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.911739
(397.00, 13.77, 246.91) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.915365
(397.00, 13.77, 246.91) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.920929
(397.00, 13.77, 246.91) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.928435
(397.00, 13.77, 246.91) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.937893
(397.00, 13.77, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.273612
(397.00, 13.77, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.5444
(397.00, 13.77, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.841014
(397.00, 13.77, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.655113
(397.00, 13.77, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.050571
(397.00, 13.77, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.490885
(397.00, 13.77, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.983955
(397.00, 13.77, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.539827
(397.00, 13.77, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16908
(397.00, 13.77, 246.91) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.28617
(397.00, 13.77, 246.91) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.24723
(397.00, 13.77, 246.91) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.21262
(397.00, 13.77, 246.91) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.18498
(397.00, 13.77, 246.91) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.17012
(397.00, 13.77, 246.91) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.08523
(397.00, 13.77, 246.91) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.07119
(397.00, 13.77, 246.91) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.05914
(397.00, 13.77, 246.91) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.04908
(397.00, 13.77, 246.91) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.93633
(397.00, 13.77, 246.91) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.913622
(397.00, 13.77, 246.91) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.911449
(397.00, 13.77, 246.91) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.911212
(397.00, 13.77, 246.91) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.912904
(397.00, 13.77, 246.91) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.916533
(397.00, 13.77, 246.91) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.922096
(397.00, 13.77, 246.91) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.929605
(397.00, 13.77, 246.91) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.939065
(397.00, 13.77, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.254809
(397.00, 13.77, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.523842
(397.00, 13.77, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.818445
(397.00, 13.77, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.142372
(397.00, 13.77, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.020136
(397.00, 13.77, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.45685
(397.00, 13.77, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.945767
(397.00, 13.77, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.496604
(397.00, 13.77, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11444
(397.00, 13.77, 246.91) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.29472
(397.00, 13.77, 246.91) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.25574
(397.00, 13.77, 246.91) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.22207
(397.00, 13.77, 246.91) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.19635
(397.00, 13.77, 246.91) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.17975
(397.00, 13.77, 246.91) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.17242
(397.00, 13.77, 246.91) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.07432
(397.00, 13.77, 246.91) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.06227
Û(397.00, 13.77, 246.91) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.05221
(397.00, 13.77, 246.91) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.93974
(397.00, 13.77, 246.91) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.916713
(397.00, 13.77, 246.91) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.914541
(397.00, 13.77, 246.91) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.914305
(397.00, 13.77, 246.91) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.916001
(397.00, 13.77, 246.91) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.919632
(397.00, 13.77, 246.91) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.9252
(397.00, 13.77, 246.91) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.932714
(397.00, 13.77, 246.91) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.942177
(397.00, 13.77, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.236042
(397.00, 13.77, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.503326
(397.00, 13.77, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.795932
(397.00, 13.77, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.117562
(397.00, 13.77, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.98974
(397.00, 13.77, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.422955
(397.00, 13.77, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.90766
(397.00, 13.77, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.453518
(397.00, 13.77, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06017
(397.00, 13.77, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.75731
(397.00, 13.77, 246.91) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.27041
(397.00, 13.77, 246.91) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.23963
(397.00, 13.77, 246.91) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.21461
(397.00, 13.77, 246.91) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.19712
(397.00, 13.77, 246.91) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.18881
(397.00, 13.77, 246.91) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.0794
(397.00, 13.77, 246.91) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.06735
(397.00, 13.77, 246.91) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.05729
(397.00, 13.77, 246.91) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.94527
(397.00, 13.77, 246.91) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.925837
(397.00, 13.77, 246.91) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.921733
(397.00, 13.77, 246.91) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.919564
(397.00, 13.77, 246.91) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.919331
(397.00, 13.77, 246.91) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.921031
(397.00, 13.77, 246.91) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.924666
(397.00, 13.77, 246.91) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.930243
(397.00, 13.77, 246.91) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.937762
(397.00, 13.77, 246.91) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.947233
(397.00, 13.77, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.217314
(397.00, 13.77, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.482858
(397.00, 13.77, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.773479
(397.00, 13.77, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.092826
(397.00, 13.77, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.959414
(397.00, 13.77, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.389132
(397.00, 13.77, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.869723
(397.00, 13.77, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.41061
(397.00, 13.77, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00624
(397.00, 13.77, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69549
(397.00, 13.77, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.48908
(397.00, 13.77, 246.91) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.25927
(397.00, 13.77, 246.91) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.23641
Ô(397.00, 13.77, 246.91) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.21889
(397.00, 13.77, 246.91) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.20721
(397.00, 13.77, 246.91) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.08644
(397.00, 13.77, 246.91) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.07439
(397.00, 13.77, 246.91) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.06432
(397.00, 13.77, 246.91) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.95294
(397.00, 13.77, 246.91) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.932793
(397.00, 13.77, 246.91) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.928689
(397.00, 13.77, 246.91) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.926526
(397.00, 13.77, 246.91) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.926295
(397.00, 13.77, 246.91) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.928001
(397.00, 13.77, 246.91) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.931643
(397.00, 13.77, 246.91) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.937226
(397.00, 13.77, 246.91) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.944757
(397.00, 13.77, 246.91) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.954241
(397.00, 13.77, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.198627
(397.00, 13.77, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.462443
(397.00, 13.77, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.751089
(397.00, 13.77, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.068167
(397.00, 13.77, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.418179
(397.00, 13.77, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.355403
(397.00, 13.77, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.831873
(397.00, 13.77, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.367887
(397.00, 13.77, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.952656
(397.00, 13.77, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.6341
(397.00, 13.77, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.4181
(397.00, 13.77, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.25266
(397.00, 13.77, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.21449
(397.00, 13.77, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.39182
(397.00, 13.77, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.8644
(397.00, 13.77, 246.91) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.09545
(397.00, 13.77, 246.91) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.08339
(397.00, 13.77, 246.91) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.07333
(397.00, 13.77, 246.91) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.96275
(397.00, 13.77, 246.91) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.941689
(397.00, 13.77, 246.91) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.937588
(397.00, 13.77, 246.91) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.935426
(397.00, 13.77, 246.91) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.935203
(397.00, 13.77, 246.91) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.936915
(397.00, 13.77, 246.91) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.940568
(397.00, 13.77, 246.91) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.946163
(397.00, 13.77, 246.91) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.953705
(397.00, 13.77, 246.91) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.963202
(397.00, 13.77, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.179988
(397.00, 13.77, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.442085
(397.00, 13.77, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.728769
(397.00, 13.77, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.043594
(397.00, 13.77, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.391082
(397.00, 13.77, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.321805
(397.00, 13.77, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.794174
(397.00, 13.77, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.325363
Ô(397.00, 13.77, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.899477
(397.00, 13.77, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.57319
(397.00, 13.77, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.34771
(397.00, 13.77, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.1895
(397.00, 13.77, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.1422
(397.00, 13.77, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.29703
(397.00, 13.77, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.77047
(397.00, 13.77, 246.91) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.00509
(397.00, 13.77, 246.91) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.9953
(397.00, 13.77, 246.91) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.98392
(397.00, 13.77, 246.91) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.97471
(397.00, 13.77, 246.91) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.952535
(397.00, 13.77, 246.91) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.948436
(397.00, 13.77, 246.91) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.94628
(397.00, 13.77, 246.91) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.946063
(397.00, 13.77, 246.91) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.947784
(397.00, 13.77, 246.91) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.951448
(397.00, 13.77, 246.91) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.957057
(397.00, 13.77, 246.91) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.964614
(397.00, 13.77, 246.91) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.974131
(397.00, 13.77, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.161399
(397.00, 13.77, 246.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.421789
