¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
»(331.57, 7.41, 368.64) (332.23, 1.41, 344.97) (0.81, 2.16, 0.81) Human 8.146701
(331.74, 7.44, 367.95) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 9.303887
(331.74, 7.44, 367.95) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 9.610891
(331.74, 7.44, 367.95) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 12.86768
(331.74, 7.44, 367.95) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 13.01763
(331.74, 7.44, 367.95) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 13.30037
(331.74, 7.44, 367.95) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 13.32571
(331.74, 7.44, 367.95) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 12.45458
(331.74, 7.44, 367.95) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 12.43922
(331.74, 7.44, 367.95) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 12.57335
(331.74, 7.44, 367.95) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 13.18723
(331.74, 7.44, 367.95) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 14.42789
(331.74, 7.44, 367.95) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.989317
(331.74, 7.44, 367.95) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.964547
(331.74, 7.44, 367.95) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.94098
(331.74, 7.44, 367.95) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.918591
(331.74, 7.44, 367.95) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.945994
(331.74, 7.44, 367.95) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.976603
(331.74, 7.44, 367.95) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.008576
(331.74, 7.44, 367.95) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.041953
(331.74, 7.44, 367.95) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.078734
ë(331.74, 7.44, 367.95) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.209695
(331.74, 7.44, 367.95) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.34866
(331.74, 7.44, 367.95) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 7.441187
(331.74, 7.44, 367.95) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 9.346797
(331.74, 7.44, 367.95) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 9.474169
(331.74, 7.44, 367.95) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 9.725616
(331.74, 7.44, 367.95) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 10.15172
(331.74, 7.44, 367.95) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 13.19868
(331.74, 7.44, 367.95) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 13.43995
(331.74, 7.44, 367.95) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 17.10144
(331.74, 7.44, 367.95) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 13.76891
(331.74, 7.44, 367.95) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 13.50182
(331.74, 7.44, 367.95) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 13.48763
(331.74, 7.44, 367.95) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 14.13946
(331.74, 7.44, 367.95) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 15.24678
(331.74, 7.44, 367.95) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.031691
(331.74, 7.44, 367.95) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.00671
(331.74, 7.44, 367.95) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.982943
(331.74, 7.44, 367.95) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.960363
(331.74, 7.44, 367.95) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.979521
(331.74, 7.44, 367.95) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.010688
(331.74, 7.44, 367.95) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.043238
(331.74, 7.44, 367.95) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.077209
(331.74, 7.44, 367.95) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.112646
(331.74, 7.44, 367.95) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.234354
(331.74, 7.44, 367.95) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.374736
(331.74, 7.44, 367.95) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 7.502146
(331.74, 7.44, 367.95) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 9.519743
(331.74, 7.44, 367.95) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 9.652351
(331.74, 7.44, 367.95) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 9.844125
(331.74, 7.44, 367.95) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 10.28118
(331.74, 7.44, 367.95) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 13.38715
(331.74, 7.44, 367.95) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 13.58423
(331.74, 7.44, 367.95) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 16.88315
(331.74, 7.44, 367.95) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 17.32659
(331.74, 7.44, 367.95) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 14.76606
(331.74, 7.44, 367.95) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 14.75029
(331.74, 7.44, 367.95) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 15.2426
(331.74, 7.44, 367.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.96361
(331.74, 7.44, 367.95) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.075788
(331.74, 7.44, 367.95) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.050589
(331.74, 7.44, 367.95) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.026613
(331.74, 7.44, 367.95) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.003835
(331.74, 7.44, 367.95) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.014288
(331.74, 7.44, 367.95) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.046039
(331.74, 7.44, 367.95) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.079192
(331.74, 7.44, 367.95) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.113787
(331.74, 7.44, 367.95) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.149868
(331.74, 7.44, 367.95) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.259813
(331.74, 7.44, 367.95) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.401665
(331.74, 7.44, 367.95) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 7.564886
Ù(331.74, 7.44, 367.95) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 7.820539
(331.74, 7.44, 367.95) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 9.838944
(331.74, 7.44, 367.95) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 9.983117
(331.74, 7.44, 367.95) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 10.4151
(331.74, 7.44, 367.95) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 13.58343
(331.74, 7.44, 367.95) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 13.75448
(331.74, 7.44, 367.95) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 16.72884
(331.74, 7.44, 367.95) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 17.1534
(331.74, 7.44, 367.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.67756
(331.74, 7.44, 367.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.0192
(331.74, 7.44, 367.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.45525
(331.74, 7.44, 367.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.97965
(331.74, 7.44, 367.95) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.121674
(331.74, 7.44, 367.95) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.096247
(331.74, 7.44, 367.95) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.072054
(331.74, 7.44, 367.95) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.04907
(331.74, 7.44, 367.95) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.050331
(331.74, 7.44, 367.95) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.082694
(331.74, 7.44, 367.95) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.116478
(331.74, 7.44, 367.95) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.151725
(331.74, 7.44, 367.95) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.18848
(331.74, 7.44, 367.95) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.286086
(331.74, 7.44, 367.95) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.429464
(331.74, 7.44, 367.95) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 7.629462
(331.74, 7.44, 367.95) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 7.88976
(331.74, 7.44, 367.95) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 10.0345
(331.74, 7.44, 367.95) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 10.18497
(331.74, 7.44, 367.95) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 10.55367
(331.74, 7.44, 367.95) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 13.78795
(331.74, 7.44, 367.95) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 13.96458
(331.74, 7.44, 367.95) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 14.51744
(331.74, 7.44, 367.95) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 16.98604
(331.74, 7.44, 367.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.68166
(331.74, 7.44, 367.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.02339
(331.74, 7.44, 367.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.47514
(331.74, 7.44, 367.95) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.169413
(331.74, 7.44, 367.95) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.143749
(331.74, 7.44, 367.95) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.11933
(331.74, 7.44, 367.95) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.096132
(331.74, 7.44, 367.95) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.087687
(331.74, 7.44, 367.95) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.120688
(331.74, 7.44, 367.95) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.155133
(331.74, 7.44, 367.95) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.191063
(331.74, 7.44, 367.95) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.228523
(331.74, 7.44, 367.95) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.313189
(331.74, 7.44, 367.95) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.458149
(331.74, 7.44, 367.95) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.612366
(331.74, 7.44, 367.95) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 7.961047
(331.74, 7.44, 367.95) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 10.23961
(331.74, 7.44, 367.95) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 10.39683
(331.74, 7.44, 367.95) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 10.6971
Ú(331.74, 7.44, 367.95) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 14.00113
(331.74, 7.44, 367.95) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 14.18367
(331.74, 7.44, 367.95) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 14.69215
(331.74, 7.44, 367.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.32146
(331.74, 7.44, 367.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.69003
(331.74, 7.44, 367.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.03199
(331.74, 7.44, 367.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.49949
(331.74, 7.44, 367.95) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.219079
(331.74, 7.44, 367.95) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.193167
(331.74, 7.44, 367.95) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.168514
(331.74, 7.44, 367.95) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.145092
(331.74, 7.44, 367.95) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.126396
(331.74, 7.44, 367.95) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.160066
(331.74, 7.44, 367.95) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.195201
(331.74, 7.44, 367.95) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.231844
(331.74, 7.44, 367.95) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.270044
(331.74, 7.44, 367.95) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.341137
(331.74, 7.44, 367.95) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.487739
(331.74, 7.44, 367.95) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.643746
(331.74, 7.44, 367.95) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 8.034471
(331.74, 7.44, 367.95) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 10.45493
(331.74, 7.44, 367.95) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 10.6194
(331.74, 7.44, 367.95) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 10.8456
(331.74, 7.44, 367.95) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 11.38219
(331.74, 7.44, 367.95) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 14.41227
(331.74, 7.44, 367.95) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 14.87309
(331.74, 7.44, 367.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.21859
(331.74, 7.44, 367.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.69862
(331.74, 7.44, 367.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.04501
(331.74, 7.44, 367.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.52839
(331.74, 7.44, 367.95) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.270744
(331.74, 7.44, 367.95) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.244576
(331.74, 7.44, 367.95) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.219678
(331.74, 7.44, 367.95) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.196025
(331.74, 7.44, 367.95) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.173587
(331.74, 7.44, 367.95) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.200868
(331.74, 7.44, 367.95) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.236725
(331.74, 7.44, 367.95) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.274117
(331.74, 7.44, 367.95) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.313089
(331.74, 7.44, 367.95) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.369948
(331.74, 7.44, 367.95) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.518252
(331.74, 7.44, 367.95) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.676117
(331.74, 7.44, 367.95) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 8.110095
(331.74, 7.44, 367.95) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 10.68119
(331.74, 7.44, 367.95) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 10.85345
(331.74, 7.44, 367.95) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 11.03355
(331.74, 7.44, 367.95) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 11.55203
(331.74, 7.44, 367.95) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 14.65092
(331.74, 7.44, 367.95) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 15.06051
(331.74, 7.44, 367.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.12053
(331.74, 7.44, 367.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.59636
Ô(331.74, 7.44, 367.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.06245
(331.74, 7.44, 367.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.52588
(331.74, 7.44, 367.95) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.324492
(331.74, 7.44, 367.95) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.298057
(331.74, 7.44, 367.95) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.272906
(331.74, 7.44, 367.95) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.24901
(331.74, 7.44, 367.95) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.226344
(331.74, 7.44, 367.95) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.243142
(331.74, 7.44, 367.95) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.279755
(331.74, 7.44, 367.95) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.317927
(331.74, 7.44, 367.95) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.357708
(331.74, 7.44, 367.95) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.399641
(331.74, 7.44, 367.95) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.549708
(331.74, 7.44, 367.95) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.7095
(331.74, 7.44, 367.95) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 8.187997
(331.74, 7.44, 367.95) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 8.491153
(331.74, 7.44, 367.95) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 11.09983
(331.74, 7.44, 367.95) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 11.28881
(331.74, 7.44, 367.95) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 11.72826
(331.74, 7.44, 367.95) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 14.9002
(331.74, 7.44, 367.95) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 15.25472
(331.74, 7.44, 367.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.02718
(331.74, 7.44, 367.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.49902
(331.74, 7.44, 367.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.10778
(331.74, 7.44, 367.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.52702
(331.74, 7.44, 367.95) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.380407
(331.74, 7.44, 367.95) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.353693
(331.74, 7.44, 367.95) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.328278
(331.74, 7.44, 367.95) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.304131
(331.74, 7.44, 367.95) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.281227
(331.74, 7.44, 367.95) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.286932
(331.74, 7.44, 367.95) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.324337
(331.74, 7.44, 367.95) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.363328
(331.74, 7.44, 367.95) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.403956
(331.74, 7.44, 367.95) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.446274
(331.74, 7.44, 367.95) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.582129
(331.74, 7.44, 367.95) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.743919
(331.74, 7.44, 367.95) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 8.268246
(331.74, 7.44, 367.95) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 8.5777
(331.74, 7.44, 367.95) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 11.35945
(331.74, 7.44, 367.95) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 11.55802
(331.74, 7.44, 367.95) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 11.91119
(331.74, 7.44, 367.95) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 15.16075
(331.74, 7.44, 367.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.13783
(331.74, 7.44, 367.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.93848
(331.74, 7.44, 367.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.40654
(331.74, 7.44, 367.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.16639
(331.74, 7.44, 367.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.54276
(331.74, 7.44, 367.95) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.461665
(331.74, 7.44, 367.95) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.411577
(331.74, 7.44, 367.95) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.385886
Õ(331.74, 7.44, 367.95) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.361479
(331.74, 7.44, 367.95) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.338328
(331.74, 7.44, 367.95) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.332291
(331.74, 7.44, 367.95) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.370524
(331.74, 7.44, 367.95) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.410373
(331.74, 7.44, 367.95) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.451887
(331.74, 7.44, 367.95) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.495123
(331.74, 7.44, 367.95) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.615532
(331.74, 7.44, 367.95) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.779397
(331.74, 7.44, 367.95) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 8.350922
(331.74, 7.44, 367.95) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 8.666933
(331.74, 7.44, 367.95) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 11.63335
(331.74, 7.44, 367.95) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 11.84229
(331.74, 7.44, 367.95) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 12.10117
(331.74, 7.44, 367.95) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 12.77726
(331.74, 7.44, 367.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.03332
(331.74, 7.44, 367.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.50106
(331.74, 7.44, 367.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.52674
(331.74, 7.44, 367.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.22974
(331.74, 7.44, 367.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.60814
(331.74, 7.44, 367.95) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.553289
(331.74, 7.44, 367.95) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.471807
(331.74, 7.44, 367.95) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.445828
(331.74, 7.44, 367.95) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.421149
(331.74, 7.44, 367.95) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.397739
(331.74, 7.44, 367.95) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.379272
(331.74, 7.44, 367.95) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.418374
(331.74, 7.44, 367.95) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.459117
(331.74, 7.44, 367.95) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.50156
(331.74, 7.44, 367.95) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.545758
(331.74, 7.44, 367.95) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.649942
(331.74, 7.44, 367.95) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 5.815955
