¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
à (382.22, 10.82, 321.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.997151
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.571446
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.987812
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.93137
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.07107
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.55574
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.17176
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.918429
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.045889
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.182763
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.330094
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.48909
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.661153
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.847913
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.05129
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.273551
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.523238
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.793225
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.092213
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.425063
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.728732
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.087491
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.528813
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.035272
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.622837
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07454
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00877
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.14266
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.67261
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.19445
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.93271
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.061192
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.199197
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.34779
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.508196
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.681839
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.870382
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.075778
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.305707
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.553379
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.826496
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.129126
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.466241
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.76693
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.129981
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.575163
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.088191
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.677568
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16349
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.08825
÷ (382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.25547
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.79311
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.21956
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.947215
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.076739
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.215901
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.365782
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.527627
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.702885
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.893251
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.100714
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.33365
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.584098
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.860425
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.16679
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.508291
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.806063
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.173537
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.622622
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.142417
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.740121
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24934
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.16993
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.39203
(382.17, 10.81, 321.95) (357.27, 3.70, 325.96) (0.81, 2.16, 0.81) Human 9.784307
(382.17, 10.81, 321.95) (357.27, 3.70, 325.96) (0.81, 2.16, 0.81) Human 9.765187
(382.17, 10.81, 321.95) (357.27, 3.70, 325.96) (0.81, 2.16, 0.81) Human 9.781696
(382.17, 10.81, 321.95) (357.27, 3.70, 325.96) (0.81, 2.16, 0.81) Human 9.809158
(382.17, 10.81, 321.95) (357.27, 3.70, 325.96) (0.81, 2.16, 0.81) Human 9.86371
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.961947
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.092535
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.232877
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.384071
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.547386
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.724295
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.916525
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.126102
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.362109
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.615406
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.895024
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.205224
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.544807
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.846148
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.218184
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.671206
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.197984
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.489728
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31985
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.27183
(382.17, 10.81, 321.95) (357.27, 3.70, 325.96) (0.81, 2.16, 0.81) Human 9.709976
(382.17, 10.81, 321.95) (357.27, 3.70, 325.96) (0.81, 2.16, 0.81) Human 9.635118
„!(382.17, 10.81, 321.95) (357.27, 3.70, 325.96) (0.81, 2.16, 0.81) Human 9.620535
(382.17, 10.81, 321.95) (357.27, 3.70, 325.96) (0.81, 2.16, 0.81) Human 9.616956
(382.17, 10.81, 321.95) (357.27, 3.70, 325.96) (0.81, 2.16, 0.81) Human 9.616277
(382.17, 10.81, 321.95) (357.27, 3.70, 325.96) (0.81, 2.16, 0.81) Human 9.618616
(382.17, 10.81, 321.95) (357.27, 3.70, 325.96) (0.81, 2.16, 0.81) Human 9.624066
(382.17, 10.81, 321.95) (357.27, 3.70, 325.96) (0.81, 2.16, 0.81) Human 9.632881
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.976906
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.108578
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.250124
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.402659
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.567474
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.746073
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.940207
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.158085
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.391096
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.647307
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.930301
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.244435
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.580442
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.887201
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.263938
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.720938
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.254912
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.565807
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.39214
(382.17, 10.81, 321.95) (357.27, 3.70, 325.96) (0.81, 2.16, 0.81) Human 9.819534
(382.17, 10.81, 321.95) (357.27, 3.70, 325.96) (0.81, 2.16, 0.81) Human 9.643504
(382.17, 10.81, 321.95) (357.27, 3.70, 325.96) (0.81, 2.16, 0.81) Human 9.581976
(382.17, 10.81, 321.95) (357.27, 3.70, 325.96) (0.81, 2.16, 0.81) Human 9.565793
(382.17, 10.81, 321.95) (357.27, 3.70, 325.96) (0.81, 2.16, 0.81) Human 9.555714
(382.17, 10.81, 321.95) (357.27, 3.70, 325.96) (0.81, 2.16, 0.81) Human 9.548128
(382.17, 10.81, 321.95) (357.27, 3.70, 325.96) (0.81, 2.16, 0.81) Human 9.543066
(382.17, 10.81, 321.95) (357.27, 3.70, 325.96) (0.81, 2.16, 0.81) Human 9.540507
(382.17, 10.81, 321.95) (357.27, 3.70, 325.96) (0.81, 2.16, 0.81) Human 9.540477
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.992095
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.124872
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.267646
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.421551
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.587898
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.768219
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.964302
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.185006
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.420614
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.679813
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.966267
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.284441
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.617018
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.929245
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.31083
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.771846
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.313239
î (382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.643847
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.47983
(382.17, 10.81, 321.95) (357.27, 3.70, 325.96) (0.81, 2.16, 0.81) Human 9.815982
(382.17, 10.81, 321.95) (357.27, 3.70, 325.96) (0.81, 2.16, 0.81) Human 9.641979
(382.17, 10.81, 321.95) (357.27, 3.70, 325.96) (0.81, 2.16, 0.81) Human 9.580683
(382.17, 10.81, 321.95) (357.27, 3.70, 325.96) (0.81, 2.16, 0.81) Human 9.561199
(382.17, 10.81, 321.95) (357.27, 3.70, 325.96) (0.81, 2.16, 0.81) Human 9.546063
(382.17, 10.81, 321.95) (357.27, 3.70, 325.96) (0.81, 2.16, 0.81) Human 9.533406
(382.17, 10.81, 321.95) (357.27, 3.70, 325.96) (0.81, 2.16, 0.81) Human 9.523226
(382.17, 10.81, 321.95) (357.27, 3.70, 325.96) (0.81, 2.16, 0.81) Human 9.515497
(382.17, 10.81, 321.95) (357.27, 3.70, 325.96) (0.81, 2.16, 0.81) Human 9.510159
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.007513
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.141417
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.285442
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.440745
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.608658
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.790738
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.990246
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.212402
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.450668
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.712928
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.00293
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.325249
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.65455
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.972294
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.358876
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.823946
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.372992
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.723883
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58669
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.63298
(382.17, 10.81, 321.95) (357.27, 3.70, 325.96) (0.81, 2.16, 0.81) Human 9.704342
(382.17, 10.81, 321.95) (357.27, 3.70, 325.96) (0.81, 2.16, 0.81) Human 9.630698
(382.17, 10.81, 321.95) (357.27, 3.70, 325.96) (0.81, 2.16, 0.81) Human 9.605395
(382.17, 10.81, 321.95) (357.27, 3.70, 325.96) (0.81, 2.16, 0.81) Human 9.584188
(382.17, 10.81, 321.95) (357.27, 3.70, 325.96) (0.81, 2.16, 0.81) Human 9.565717
(382.17, 10.81, 321.95) (357.27, 3.70, 325.96) (0.81, 2.16, 0.81) Human 9.549965
(382.17, 10.81, 321.95) (357.27, 3.70, 325.96) (0.81, 2.16, 0.81) Human 9.536835
(382.17, 10.81, 321.95) (357.27, 3.70, 325.96) (0.81, 2.16, 0.81) Human 9.526276
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.023161
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.158215
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.303519
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.460245
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.629755
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.813635
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.020528
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.240281
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.481267
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.746664
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.040303
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.366878
ô (382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.693059
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.016369
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.408103
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.877268
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.434204
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.81313
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69651
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.74974
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.08676
(382.17, 10.81, 321.95) (357.27, 3.70, 325.96) (0.81, 2.16, 0.81) Human 9.771007
(382.17, 10.81, 321.95) (357.27, 3.70, 325.96) (0.81, 2.16, 0.81) Human 9.728156
(382.17, 10.81, 321.95) (357.27, 3.70, 325.96) (0.81, 2.16, 0.81) Human 9.693345
(382.17, 10.81, 321.95) (357.27, 3.70, 325.96) (0.81, 2.16, 0.81) Human 9.66331
(382.17, 10.81, 321.95) (357.27, 3.70, 325.96) (0.81, 2.16, 0.81) Human 9.637448
(382.17, 10.81, 321.95) (357.27, 3.70, 325.96) (0.81, 2.16, 0.81) Human 9.615317
(382.17, 10.81, 321.95) (357.27, 3.70, 325.96) (0.81, 2.16, 0.81) Human 9.596631
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.039041
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.175266
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.321872
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.480053
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.651195
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.836911
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.046462
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.268645
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.512419
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.781027
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.078398
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.40934
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.732563
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.061492
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.458539
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.931838
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.496909
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.913801
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80938
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.86991
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.20618
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.68747
(382.17, 10.81, 321.95) (357.27, 3.70, 325.96) (0.81, 2.16, 0.81) Human 9.809316
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.055154
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.192573
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.340506
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.500172
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.672976
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.863391
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.072834
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.297504
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.544128
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.816025
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.117222
(382.17, 10.81, 321.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.452647
