¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
— (412.69, 12.50, 330.96) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 9.650428
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.702576
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.701733
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.702198
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.703968
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.707047
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.711438
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.956342
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.512973
ƒ!(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.522312
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.533143
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.573611
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 9.54638
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 9.304111
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.243725
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.224833
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.207262
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.190992
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.176008
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.162295
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.564306
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.013712
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.716535
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.707776
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.700346
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.694236
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.68944
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.685952
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.683771
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.682895
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.68332
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.685049
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.688083
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.692426
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.936598
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.491608
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.500879
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.539643
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.551949
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.565772
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.25844
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.239533
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.221947
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.205668
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.190677
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.17696
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.579927
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.020863
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.699221
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.690451
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.683006
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.676878
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.67206
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.668548
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.666338
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.665431
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.665822
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.667511
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.670505
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.674802
ƒ!(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.066119
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.471805
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.481014
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.519637
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.53187
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.545618
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.560893
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.274397
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.255472
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.237872
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.221581
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.206583
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.19286
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.594379
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.029353
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.683253
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.674473
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.667015
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.66087
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.656033
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.652499
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.650264
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.649326
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.649685
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.651341
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.654297
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.658552
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.195258
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.453545
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.462695
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.50119
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.513358
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.527037
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.542237
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.291609
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.272665
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.255051
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.238749
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.22374
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.210011
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.607641
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.039195
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.668618
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.659828
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.652357
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.646197
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.641343
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.637787
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.63553
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.634566
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.634896
ƒ!(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.63652
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.63944
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.643658
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.761981
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.768925
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.445906
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.484282
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.496391
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.510005
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.525139
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.541808
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.310093
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.29113
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.273499
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.257185
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.242167
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.228435
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.619698
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.076738
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.655299
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.6465
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.639019
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.632846
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.627975
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.624402
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.622123
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.621135
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.621439
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.623034
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.625922
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.630105
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.748161
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.755064
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.430631
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.468898
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.480952
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.494508
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.509583
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.526186
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.329867
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.310883
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.293235
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.276907
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.261881
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.248143
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.63053
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.151047
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.643283
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.634478
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.626987
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.620802
…!(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.615916
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.612327
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.610028
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.609019
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.609299
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.610868
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.613728
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.61788
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.735695
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.742562
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.416852
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.455022
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.467028
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.480533
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.495551
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.512096
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.350951
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.331946
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.314281
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.297939
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.282903
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.269157
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.640122
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.228316
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.632562
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.62375
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.616249
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.610054
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.605155
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.601551
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.599236
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.598208
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.598468
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.600012
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.602847
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.606973
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.724572
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.731406
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.404557
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.44264
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.454603
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.468061
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.48303
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.499524
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.373365
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.354339
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.336655
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.320299
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.305253
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.291501
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.648468
‚!(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.30867
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.623122
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.614304
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.606796
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.600591
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.595683
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.592064
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.589735
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.58869
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.588932
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.590457
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.593268
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.59737
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.71478
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.721585
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.421299
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.43174
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.443664
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.457082
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.472009
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.488457
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.397134
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.378083
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.36038
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.344008
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.328951
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.315195
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.65555
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.445371
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.614956
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.606133
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.598619
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.592405
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.587486
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.583858
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.581516
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.580457
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.580681
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.582189
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.584981
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.589062
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.706308
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.713089
(413.17, 12.57, 330.84) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.411901
