¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¨(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 8.205148
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.034635
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.165994
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.305423
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.453675
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.611574
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.78008
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.960204
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.200861
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.129072
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.364858
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.060093
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.03381
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.82342
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.63175
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.56278
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.57903
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.77732
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.21105
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.95671
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.12814
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.90206
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.028475
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.159473
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.298511
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.446352
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.603804
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.771806
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.951342
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.14368
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.005612
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.319076
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.006198
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.970562
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81602
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.62789
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.56436
€(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.57182
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.77951
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.21369
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.95998
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.13222
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.90734
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.022612
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.153274
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.291941
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.439404
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.596404
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.763891
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.942958
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.134671
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.889665
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.268291
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.95255
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.906492
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80888
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.62424
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.56632
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.56447
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.78227
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.217
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.96403
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.13736
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.91395
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.017086
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.147432
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.285767
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.432808
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.589397
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.756458
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.934957
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.126167
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.79438
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.17047
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.899124
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.841716
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80201
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.62073
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.56075
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.5577
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.78558
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.221
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.96897
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.14352
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.922
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.011868
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.141898
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.279882
‡(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.426597
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.582772
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.749397
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.927451
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.118154
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.698658
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.073502
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.845924
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.776254
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.79544
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.61738
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.55537
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.55141
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.78948
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.22568
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.97471
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.15078
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.93139
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.006935
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.136676
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.274377
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.420732
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.57655
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.742743
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.920385
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.11056
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.602665
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.977416
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.792955
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.710155
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.79232
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.60835
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.54754
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.54567
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.79394
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.23108
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.98135
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.15911
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.94219
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.002342
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.131802
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.269194
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.415226
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.57073
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.736563
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.913754
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.136744
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.506581
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.882211
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.740275
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.643486
­(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.78976
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.59785
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.53529
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.54044
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.79897
(339.12, 7.55, 372.84) (314.05, 1.08, 367.19) (0.81, 2.16, 0.81) Human 15.0642
(339.12, 7.55, 372.84) (314.05, 1.08, 367.19) (0.81, 2.16, 0.81) Human 14.92316
(339.12, 7.55, 372.84) (314.05, 1.08, 367.19) (0.81, 2.16, 0.81) Human 14.89814
(339.12, 7.55, 372.84) (314.05, 1.08, 367.19) (0.81, 2.16, 0.81) Human 14.87644
(339.12, 7.55, 372.84) (314.05, 1.08, 367.19) (0.81, 2.16, 0.81) Human 14.85765
(339.12, 7.55, 372.84) (314.05, 1.08, 367.19) (0.81, 2.16, 0.81) Human 14.84183
(339.12, 7.55, 372.84) (314.05, 1.08, 367.19) (0.81, 2.16, 0.81) Human 14.82891
(339.12, 7.55, 372.84) (314.05, 1.08, 367.19) (0.81, 2.16, 0.81) Human 14.81895
(339.12, 7.55, 372.84) (314.05, 1.08, 367.19) (0.81, 2.16, 0.81) Human 14.82694
(339.12, 7.55, 372.84) (314.05, 1.08, 367.19) (0.81, 2.16, 0.81) Human 15.05719
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.998002
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.127229
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.264347
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.410094
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.565281
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.73075
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.934164
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.17461
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.410514
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.787944
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.687856
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.57633
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.78398
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.58761
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.52329
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.53576
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.80307
(339.12, 7.55, 372.84) (314.05, 1.08, 367.19) (0.81, 2.16, 0.81) Human 14.92329
(339.12, 7.55, 372.84) (314.05, 1.08, 367.19) (0.81, 2.16, 0.81) Human 14.83059
(339.12, 7.55, 372.84) (314.05, 1.08, 367.19) (0.81, 2.16, 0.81) Human 14.80544
(339.12, 7.55, 372.84) (314.05, 1.08, 367.19) (0.81, 2.16, 0.81) Human 14.78327
(339.12, 7.55, 372.84) (314.05, 1.08, 367.19) (0.81, 2.16, 0.81) Human 14.76404
(339.12, 7.55, 372.84) (314.05, 1.08, 367.19) (0.81, 2.16, 0.81) Human 14.74769
(339.12, 7.55, 372.84) (314.05, 1.08, 367.19) (0.81, 2.16, 0.81) Human 14.73425
(339.12, 7.55, 372.84) (314.05, 1.08, 367.19) (0.81, 2.16, 0.81) Human 14.72375
(339.12, 7.55, 372.84) (314.05, 1.08, 367.19) (0.81, 2.16, 0.81) Human 14.72836
(339.12, 7.55, 372.84) (314.05, 1.08, 367.19) (0.81, 2.16, 0.81) Human 14.84858
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.993988
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.122974
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.259857
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.405326
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.56019
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.745598
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.969693
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.192447
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.365559
ª(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.694682
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.635718
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.508688
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.77533
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.57761
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.51158
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.53674
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.80426
(339.12, 7.55, 372.84) (314.05, 1.08, 367.19) (0.81, 2.16, 0.81) Human 14.9632
(339.12, 7.55, 372.84) (314.05, 1.08, 367.19) (0.81, 2.16, 0.81) Human 14.85993
(339.12, 7.55, 372.84) (314.05, 1.08, 367.19) (0.81, 2.16, 0.81) Human 14.83414
(339.12, 7.55, 372.84) (314.05, 1.08, 367.19) (0.81, 2.16, 0.81) Human 14.81142
(339.12, 7.55, 372.84) (314.05, 1.08, 367.19) (0.81, 2.16, 0.81) Human 14.79158
(339.12, 7.55, 372.84) (314.05, 1.08, 367.19) (0.81, 2.16, 0.81) Human 14.77469
(339.12, 7.55, 372.84) (314.05, 1.08, 367.19) (0.81, 2.16, 0.81) Human 14.76067
(339.12, 7.55, 372.84) (314.05, 1.08, 367.19) (0.81, 2.16, 0.81) Human 14.74962
(339.12, 7.55, 372.84) (314.05, 1.08, 367.19) (0.81, 2.16, 0.81) Human 14.75459
(339.12, 7.55, 372.84) (314.05, 1.08, 367.19) (0.81, 2.16, 0.81) Human 14.8889
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.990284
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.119081
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.255721
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.40093
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.569682
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.779048
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.00593
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.209753
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.383923
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.602373
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.575168
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.440653
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.76689
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.56783
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.50017
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.53809
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.80587
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.25949
(339.12, 7.55, 372.84) (314.05, 1.08, 367.19) (0.81, 2.16, 0.81) Human 15.07266
(339.12, 7.55, 372.84) (314.05, 1.08, 367.19) (0.81, 2.16, 0.81) Human 15.04188
(339.12, 7.55, 372.84) (314.05, 1.08, 367.19) (0.81, 2.16, 0.81) Human 15.01658
(339.12, 7.55, 372.84) (314.05, 1.08, 367.19) (0.81, 2.16, 0.81) Human 14.99443
(339.12, 7.55, 372.84) (314.05, 1.08, 367.19) (0.81, 2.16, 0.81) Human 14.97535
(339.12, 7.55, 372.84) (314.05, 1.08, 367.19) (0.81, 2.16, 0.81) Human 14.95923
(339.12, 7.55, 372.84) (314.05, 1.08, 367.19) (0.81, 2.16, 0.81) Human 14.94604
(339.12, 7.55, 372.84) (314.05, 1.08, 367.19) (0.81, 2.16, 0.81) Human 14.96249
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.986902
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.115474
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.251887
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.405168
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.601172
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.813089
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.042883
‡(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.227781
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.403034
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.479444
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.458918
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.372279
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.67633
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.5583
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.48896
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.53976
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.80789
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.26827
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.02707
(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.21671
