¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ö(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.76874
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.300732
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.831888
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36645
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.82415
(418.77, 13.56, 326.34) (407.06, 10.23, 299.05) (0.61, 0.87, 0.61) Tools 13.22987
(418.77, 13.56, 326.34) (407.06, 10.23, 299.05) (0.61, 0.87, 0.61) Tools 13.09586
(418.77, 13.56, 326.34) (407.06, 10.23, 299.05) (0.61, 0.87, 0.61) Tools 13.09219
(418.77, 13.56, 326.34) (407.06, 10.23, 299.05) (0.61, 0.87, 0.61) Tools 13.09107
(418.77, 13.56, 326.34) (407.06, 10.23, 299.05) (0.61, 0.87, 0.61) Tools 13.09251
(418.77, 13.56, 326.34) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 15.26211
(418.77, 13.56, 326.34) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 15.2876
(418.77, 13.56, 326.34) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 15.31617
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.176347
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.264768
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.356874
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.452802
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.552793
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.656983
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.765635
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.878974
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.982852
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.084604
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.190601
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.301008
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.416111
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.536139
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.661384
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.792055
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.141666
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.654052
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22937
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87987
(418.77, 13.56, 326.34) (407.06, 10.23, 299.05) (0.61, 0.87, 0.61) Tools 13.00556
(418.77, 13.56, 326.34) (407.06, 10.23, 299.05) (0.61, 0.87, 0.61) Tools 12.99934
(418.77, 13.56, 326.34) (407.06, 10.23, 299.05) (0.61, 0.87, 0.61) Tools 12.99566
(418.77, 13.56, 326.34) (407.06, 10.23, 299.05) (0.61, 0.87, 0.61) Tools 12.99451
(418.77, 13.56, 326.34) (407.06, 10.23, 299.05) (0.61, 0.87, 0.61) Tools 12.9959
(418.77, 13.56, 326.34) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 15.3961
(418.77, 13.56, 326.34) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 15.42203
(418.77, 13.56, 326.34) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 15.45106
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.205478
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.294807
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.387824
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.484694
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.58568
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.690951
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.799059
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.893135
ã(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.991021
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.092985
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.199209
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.30991
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.425275
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.545639
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.671146
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.802138
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.988888
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.483509
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.03785
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.66318
(418.77, 13.56, 326.34) (407.06, 10.23, 299.05) (0.61, 0.87, 0.61) Tools 13.00325
(418.77, 13.56, 326.34) (407.06, 10.23, 299.05) (0.61, 0.87, 0.61) Tools 13.01255
(418.77, 13.56, 326.34) (407.06, 10.23, 299.05) (0.61, 0.87, 0.61) Tools 13.0244
(418.77, 13.56, 326.34) (407.06, 10.23, 299.05) (0.61, 0.87, 0.61) Tools 13.03881
(418.77, 13.56, 326.34) (407.06, 10.23, 299.05) (0.61, 0.87, 0.61) Tools 13.0558
(418.77, 13.56, 326.34) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 15.53552
(418.77, 13.56, 326.34) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 15.5619
(418.77, 13.56, 326.34) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 15.59142
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.235724
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.325975
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.419948
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.5178
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.619836
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.717347
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.80791
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.902201
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.00036
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.102591
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.209124
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.32011
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.435795
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.556454
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.682333
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.813716
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.950893
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.319887
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.85445
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.45624
(418.77, 13.56, 326.34) (407.06, 10.23, 299.05) (0.61, 0.87, 0.61) Tools 13.12369
(418.77, 13.56, 326.34) (406.51, 10.23, 298.71) (0.61, 0.87, 0.61) Tools 13.53745
(418.77, 13.56, 326.34) (406.51, 10.23, 298.71) (0.61, 0.87, 0.61) Tools 13.54881
(418.77, 13.56, 326.34) (406.51, 10.23, 298.71) (0.61, 0.87, 0.61) Tools 13.56401
(418.77, 13.56, 326.34) (406.51, 10.23, 298.71) (0.61, 0.87, 0.61) Tools 13.58189
(418.77, 13.56, 326.34) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 15.68057
(418.77, 13.56, 326.34) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 15.70743
(418.77, 13.56, 326.34) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 15.73746
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.267055
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.358264
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.453238
â(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.552187
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.63973
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.726997
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.817828
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.912404
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.010876
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.113396
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.220236
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.33158
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.447609
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.568674
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.694934
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.826702
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.964323
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.1628
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.678754
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25836
(418.77, 13.56, 326.34) (406.25, 10.06, 299.30) (1.06, 0.61, 0.97) Tools 13.19689
(418.77, 13.56, 326.34) (406.25, 10.06, 299.30) (1.06, 0.61, 0.97) Tools 13.19059
(418.77, 13.56, 326.34) (406.25, 10.06, 299.30) (1.06, 0.61, 0.97) Tools 13.18686
(418.77, 13.56, 326.34) (406.51, 10.23, 298.71) (0.61, 0.87, 0.61) Tools 13.69411
(418.77, 13.56, 326.34) (406.51, 10.23, 298.71) (0.61, 0.87, 0.61) Tools 13.71238
(418.77, 13.56, 326.34) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 15.83147
(418.77, 13.56, 326.34) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 15.85884
(418.77, 13.56, 326.34) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 15.88941
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.299546
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.391735
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.485177
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.566054
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.650187
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.737749
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.82891
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.923802
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.022566
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.125439
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.232642
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.344328
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.460776
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.582229
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.708931
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.841179
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.979267
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.123568
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.510273
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06908
(418.77, 13.56, 326.34) (406.25, 10.06, 299.30) (1.06, 0.61, 0.97) Tools 13.11387
(418.77, 13.56, 326.34) (406.25, 10.06, 299.30) (1.06, 0.61, 0.97) Tools 13.10757
(418.77, 13.56, 326.34) (406.25, 10.06, 299.30) (1.06, 0.61, 0.97) Tools 13.10383
(418.77, 13.56, 326.34) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 15.94223
(418.77, 13.56, 326.34) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 15.96375
(418.77, 13.56, 326.34) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 15.98845
Ü(418.77, 13.56, 326.34) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 16.01635
(418.77, 13.56, 326.34) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 16.04748
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.333216
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.418118
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.496108
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.577281
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.661734
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.749643
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.841105
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.936317
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.035463
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.138727
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.246318
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.358428
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.475313
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.597198
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.724394
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.857123
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.995749
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.140608
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.348652
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.887838
(418.77, 13.56, 326.34) (406.25, 10.06, 299.30) (1.06, 0.61, 0.97) Tools 13.09696
(418.77, 13.56, 326.34) (406.25, 10.06, 299.30) (1.06, 0.61, 0.97) Tools 13.02812
(418.77, 13.56, 326.34) (406.25, 10.06, 299.30) (1.06, 0.61, 0.97) Tools 13.02437
(418.77, 13.56, 326.34) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 16.10452
(418.77, 13.56, 326.34) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 16.12653
(418.77, 13.56, 326.34) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 16.15175
(418.77, 13.56, 326.34) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 16.18021
(418.77, 13.56, 326.34) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 16.21194
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.354497
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.429762
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.508113
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.589581
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.67436
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.762597
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.854423
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.950035
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.049559
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.153255
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.261257
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.373815
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.491203
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.613569
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.741298
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.874578
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.013772
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.159272
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.31134
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.714244
(418.77, 13.56, 326.34) (406.32, 10.23, 300.11) (0.61, 0.87, 0.61) Tools 12.62953
ç(418.77, 13.56, 326.34) (406.32, 10.23, 300.11) (0.61, 0.87, 0.61) Tools 12.62329
(418.77, 13.56, 326.34) (406.32, 10.23, 300.11) (0.61, 0.87, 0.61) Tools 12.61953
(418.77, 13.56, 326.34) (406.32, 10.23, 300.11) (0.61, 0.87, 0.61) Tools 12.61822
(418.77, 13.56, 326.34) (406.32, 10.23, 300.11) (0.61, 0.87, 0.61) Tools 12.61937
(418.77, 13.56, 326.34) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 16.32164
(418.77, 13.56, 326.34) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 16.35069
(418.77, 13.56, 326.34) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 16.38303
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.366838
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.442445
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.521085
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.602921
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.688051
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.776659
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.868886
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.964897
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.064861
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.168973
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.277468
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.390558
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.508433
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.631337
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.75963
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.893551
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.033382
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.17953
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.332329
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.547802
(418.77, 13.56, 326.34) (406.32, 10.23, 300.11) (0.61, 0.87, 0.61) Tools 12.55736
(418.77, 13.56, 326.34) (406.32, 10.23, 300.11) (0.61, 0.87, 0.61) Tools 12.55114
(418.77, 13.56, 326.34) (406.32, 10.23, 300.11) (0.61, 0.87, 0.61) Tools 12.54736
(418.77, 13.56, 326.34) (406.32, 10.23, 300.11) (0.61, 0.87, 0.61) Tools 12.54604
(418.77, 13.56, 326.34) (406.32, 10.23, 300.11) (0.61, 0.87, 0.61) Tools 12.54715
(418.77, 13.56, 326.34) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 16.49839
(418.77, 13.56, 326.34) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 16.52805
(418.77, 13.56, 326.34) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 16.56106
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.391524
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.466896
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.545302
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.626908
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.711805
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.800138
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.892077
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.987825
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.087474
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.191275
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.299417
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.412107
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.529584
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.652094
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.77994
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.914026
