¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
º(333.77, 7.08, 381.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.133134
(333.77, 7.08, 381.89) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 20.64851
(333.77, 7.08, 381.89) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 20.62669
(333.77, 7.08, 381.89) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 20.60892
(333.77, 7.08, 381.89) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 20.59519
(333.77, 7.08, 381.89) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 20.58549
(333.77, 7.08, 381.89) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 20.57982
(333.77, 7.08, 381.89) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 20.5261
(333.77, 7.08, 381.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.131956
(333.77, 7.08, 381.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.441788
(333.77, 7.08, 381.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.781326
(333.77, 7.08, 381.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.176067
(333.77, 7.08, 381.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.61494
(333.77, 7.08, 381.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.102695
(333.77, 7.08, 381.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.651015
(333.77, 7.08, 381.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27673
(333.77, 7.08, 381.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.95391
(333.77, 7.08, 381.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.55398
(333.77, 7.08, 381.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.22614
(333.77, 7.08, 381.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.84226
(333.77, 7.08, 381.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.44184
(333.77, 7.08, 381.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.2939
(333.77, 7.08, 381.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.40058
(333.77, 7.08, 381.89) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 20.85318
(333.77, 7.08, 381.89) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 20.82301
(333.77, 7.08, 381.89) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 20.79698
(333.77, 7.08, 381.89) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 20.77506
(333.77, 7.08, 381.89) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 20.75722
(333.77, 7.08, 381.89) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 20.74346
(333.77, 7.08, 381.89) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 20.73375
(333.77, 7.08, 381.89) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 20.7281
(333.77, 7.08, 381.89) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 20.67406
(333.77, 7.08, 381.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.135253
(333.77, 7.08, 381.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.445364
(333.77, 7.08, 381.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.785264
(333.77, 7.08, 381.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.176079
(333.77, 7.08, 381.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.616436
(333.77, 7.08, 381.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.108761
(333.77, 7.08, 381.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.658592
(333.77, 7.08, 381.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28191
(333.77, 7.08, 381.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.90244
(333.77, 7.08, 381.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.49652
(333.77, 7.08, 381.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.1616
(333.77, 7.08, 381.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.82497
(333.77, 7.08, 381.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.42284
¤(333.77, 7.08, 381.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.991
(333.77, 7.08, 381.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.46389
(333.77, 7.08, 381.89) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 21.00823
(333.77, 7.08, 381.89) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 20.9779
(333.77, 7.08, 381.89) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 20.95174
(333.77, 7.08, 381.89) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 20.92971
(333.77, 7.08, 381.89) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 20.91181
(333.77, 7.08, 381.89) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 20.89801
(333.77, 7.08, 381.89) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 20.88829
(333.77, 7.08, 381.89) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 20.88266
(333.77, 7.08, 381.89) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 20.82828
(333.77, 7.08, 381.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.138419
(333.77, 7.08, 381.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.448826
(333.77, 7.08, 381.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.789097
(333.77, 7.08, 381.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.175901
(333.77, 7.08, 381.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.616196
(333.77, 7.08, 381.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.108505
(333.77, 7.08, 381.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.6625
(333.77, 7.08, 381.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28869
(333.77, 7.08, 381.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.85161
(333.77, 7.08, 381.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.43987
(333.77, 7.08, 381.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.09804
(333.77, 7.08, 381.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.80856
(333.77, 7.08, 381.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.40485
(333.77, 7.08, 381.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.92939
(333.77, 7.08, 381.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.49494
(333.77, 7.08, 381.89) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 21.1697
(333.77, 7.08, 381.89) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 21.1392
(333.77, 7.08, 381.89) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 21.11291
(333.77, 7.08, 381.89) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 21.09078
(333.77, 7.08, 381.89) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 21.07281
(333.77, 7.08, 381.89) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 21.05897
(333.77, 7.08, 381.89) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 21.04924
(333.77, 7.08, 381.89) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 21.04363
(333.77, 7.08, 381.89) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 20.9889
(333.77, 7.08, 381.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.141506
(333.77, 7.08, 381.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.452225
(333.77, 7.08, 381.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.792781
(333.77, 7.08, 381.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.17547
(333.77, 7.08, 381.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.615722
(333.77, 7.08, 381.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.107967
(333.77, 7.08, 381.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.661892
(333.77, 7.08, 381.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27922
(333.77, 7.08, 381.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80628
(333.77, 7.08, 381.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.38401
(333.77, 7.08, 381.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.0354
(333.77, 7.08, 381.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.76852
(333.77, 7.08, 381.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.6183
(333.77, 7.08, 381.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.0268
(333.77, 7.08, 381.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.52474
(333.77, 7.08, 381.89) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 21.33784
¯(333.77, 7.08, 381.89) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 21.30717
(333.77, 7.08, 381.89) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 21.28074
(333.77, 7.08, 381.89) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 21.25851
(333.77, 7.08, 381.89) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 21.24047
(333.77, 7.08, 381.89) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 21.22659
(333.77, 7.08, 381.89) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 21.21686
(333.77, 7.08, 381.89) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 21.21127
(333.77, 7.08, 381.89) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 21.15617
(333.77, 7.08, 381.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.14447
(333.77, 7.08, 381.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.455462
(333.77, 7.08, 381.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.796368
(333.77, 7.08, 381.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.174814
(333.77, 7.08, 381.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.615002
(333.77, 7.08, 381.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.107149
(333.77, 7.08, 381.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.660959
(333.77, 7.08, 381.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24028
(333.77, 7.08, 381.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.77176
(333.77, 7.08, 381.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.34316
(333.77, 7.08, 381.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.98104
(333.77, 7.08, 381.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.69889
(333.77, 7.08, 381.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.23689
(333.77, 7.08, 381.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.12323
(333.77, 7.08, 381.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.5533
(333.77, 7.08, 381.89) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 21.51289
(333.77, 7.08, 381.89) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 21.48205
(333.77, 7.08, 381.89) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 21.45547
(333.77, 7.08, 381.89) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 21.43313
(333.77, 7.08, 381.89) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 21.41501
(333.77, 7.08, 381.89) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 21.40109
(333.77, 7.08, 381.89) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 21.39136
(333.77, 7.08, 381.89) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 21.3858
(333.77, 7.08, 381.89) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 21.33032
(333.77, 7.08, 381.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.147361
(333.77, 7.08, 381.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.458621
(333.77, 7.08, 381.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.79982
(333.77, 7.08, 381.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.175438
(333.77, 7.08, 381.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.613997
(333.77, 7.08, 381.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.106054
(333.77, 7.08, 381.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.659695
(333.77, 7.08, 381.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2018
(333.77, 7.08, 381.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73772
(333.77, 7.08, 381.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.30527
(333.77, 7.08, 381.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.93867
(333.77, 7.08, 381.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.64987
(333.77, 7.08, 381.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.91005
(333.77, 7.08, 381.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.21383
(333.77, 7.08, 381.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.58062
(333.77, 7.08, 381.89) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 21.69508
(333.77, 7.08, 381.89) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 21.66406
(333.77, 7.08, 381.89) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 21.63733
(333.77, 7.08, 381.89) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 21.61489
¯(333.77, 7.08, 381.89) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 21.59669
(333.77, 7.08, 381.89) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 21.58273
(333.77, 7.08, 381.89) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 21.57298
(333.77, 7.08, 381.89) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 21.56746
(333.77, 7.08, 381.89) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 21.51159
(333.77, 7.08, 381.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.150122
(333.77, 7.08, 381.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.461648
(333.77, 7.08, 381.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.803161
(333.77, 7.08, 381.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.179102
(333.77, 7.08, 381.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.612751
(333.77, 7.08, 381.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.104645
(333.77, 7.08, 381.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.658117
(333.77, 7.08, 381.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16375
(333.77, 7.08, 381.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69959
(333.77, 7.08, 381.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.26791
(333.77, 7.08, 381.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.89689
(333.77, 7.08, 381.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.6028
(333.77, 7.08, 381.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.26314
(333.77, 7.08, 381.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.26315
(333.77, 7.08, 381.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.60667
(333.77, 7.08, 381.89) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 21.88467
(333.77, 7.08, 381.89) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 21.85345
(333.77, 7.08, 381.89) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 21.82658
(333.77, 7.08, 381.89) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 21.80401
(333.77, 7.08, 381.89) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 21.78574
(333.77, 7.08, 381.89) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 21.77174
(333.77, 7.08, 381.89) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 21.762
(333.77, 7.08, 381.89) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 21.7565
(333.77, 7.08, 381.89) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 21.70022
(333.77, 7.08, 381.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.152796
(333.77, 7.08, 381.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.464565
(333.77, 7.08, 381.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.806355
(333.77, 7.08, 381.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.182626
(333.77, 7.08, 381.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.611263
(333.77, 7.08, 381.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.102964
(333.77, 7.08, 381.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.646811
(333.77, 7.08, 381.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12614
(333.77, 7.08, 381.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.65775
(333.77, 7.08, 381.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.23111
(333.77, 7.08, 381.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.85574
(333.77, 7.08, 381.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.66318
(333.77, 7.08, 381.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.47523
(333.77, 7.08, 381.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.40101
(333.77, 7.08, 381.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.63145
(333.77, 7.08, 381.89) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 22.08192
(333.77, 7.08, 381.89) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 22.05051
(333.77, 7.08, 381.89) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 22.02349
(333.77, 7.08, 381.89) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 22.0008
(333.77, 7.08, 381.89) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 21.98245
(333.77, 7.08, 381.89) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 21.96841
(333.77, 7.08, 381.89) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 21.95866
¨(333.77, 7.08, 381.89) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 21.9532
(333.77, 7.08, 381.89) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 21.8965
(333.77, 7.08, 381.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.155343
(333.77, 7.08, 381.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.467372
(333.77, 7.08, 381.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.809446
(333.77, 7.08, 381.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.186016
(333.77, 7.08, 381.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.609497
(333.77, 7.08, 381.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.101017
(333.77, 7.08, 381.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.613184
(333.77, 7.08, 381.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08894
(333.77, 7.08, 381.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.61643
(333.77, 7.08, 381.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.19485
(333.77, 7.08, 381.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.8152
(333.77, 7.08, 381.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.811
(333.77, 7.08, 381.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.60796
(333.77, 7.08, 381.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.41963
(333.77, 7.08, 381.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.65489
(333.77, 7.08, 381.89) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 22.28713
(333.77, 7.08, 381.89) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 22.25552
(333.77, 7.08, 381.89) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 22.22833
(333.77, 7.08, 381.89) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 22.20553
(333.77, 7.08, 381.89) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 22.1871
(333.77, 7.08, 381.89) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 22.17301
(333.77, 7.08, 381.89) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 22.16326
(333.77, 7.08, 381.89) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 22.15784
(333.77, 7.08, 381.89) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 22.1007
(333.77, 7.08, 381.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.157808
(333.77, 7.08, 381.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.470077
(333.77, 7.08, 381.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.812396
(333.77, 7.08, 381.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.189295
(333.77, 7.08, 381.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.607493
(333.77, 7.08, 381.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.098739
(333.77, 7.08, 381.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.579948
(333.77, 7.08, 381.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0522
(333.77, 7.08, 381.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.57559
(333.77, 7.08, 381.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.15882
(333.77, 7.08, 381.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.77529
(333.77, 7.08, 381.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.95994
(333.77, 7.08, 381.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.73742
(333.77, 7.08, 381.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.43722
(333.77, 7.08, 381.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.67706
(333.77, 7.08, 381.89) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 22.5006
(333.77, 7.08, 381.89) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 22.46878
(333.77, 7.08, 381.89) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 22.44142
(333.77, 7.08, 381.89) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 22.4185
(333.77, 7.08, 381.89) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 22.39998
(333.77, 7.08, 381.89) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 22.38586
(333.77, 7.08, 381.89) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 22.37611
(333.77, 7.08, 381.89) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 22.37073
(333.77, 7.08, 381.89) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 22.31313
(333.77, 7.08, 381.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.160152
¬(333.77, 7.08, 381.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.472637
(333.77, 7.08, 381.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.815248
(333.77, 7.08, 381.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.192404
(333.77, 7.08, 381.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.609632
