¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ê(406.28, 14.92, 311.53) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 15.73151
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.99078
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.9111
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.90626
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.80895
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.807767
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.027604
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.683634
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.958344
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.258119
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.586424
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.947465
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.346292
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.789049
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.283351
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.838566
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46289
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.16827
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.00637
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.91782
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.88973
§(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.75156
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.810032
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.029888
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.686762
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.961784
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.26189
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.590533
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.952022
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.351327
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.794642
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.289595
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.845656
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.47318
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.18432
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.01696
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.92495
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.87441
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.6954
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.811803
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.032228
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.689996
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.965281
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.265711
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.594745
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.956634
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.356467
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.800362
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.296009
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.852853
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48284
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.20049
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.0278
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.93258
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.86028
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.67593
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.813074
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.439875
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.693298
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.968899
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.26965
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.599085
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.961393
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.361702
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.80621
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.302569
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.860266
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49123
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.21081
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.0389
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.9406
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.84736
­(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.66141
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.814382
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.442986
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.696696
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.972564
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.273668
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.603477
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.966276
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.367113
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.812243
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.30928
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.867818
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.4998
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.22062
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.05025
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.94908
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.83564
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.64824
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.815731
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.446157
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.70014
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.976329
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.27778
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.607991
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.97122
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.372587
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.818332
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.316118
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.875528
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50861
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.23067
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.0594
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.95797
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.82509
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.208275
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.448555
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.70368
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.980193
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.281976
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.612574
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.976305
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.378201
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.8246
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.323139
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.883412
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.51755
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.24095
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.06748
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.96734
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.8157
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.210311
º(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.450753
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.70723
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.984097
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.286267
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.617295
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.981482
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.383961
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.83098
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.330279
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.891475
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.52671
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.25143
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.07593
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.97715
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.212382
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.453009
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.710931
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.988117
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.290606
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.622111
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.986792
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.389826
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.837502
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.337598
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.899719
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.53605
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.26212
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.08476
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.98736
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.214505
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.455307
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.71467
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.992166
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.295085
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.626991
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.992141
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.395773
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.844161
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.345028
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.908092
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.54559
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.27307
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.09399
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.99803
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.216659
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.457627
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.718475
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.996344
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.299638
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.631961
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.997643
¸(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.401888
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.850896
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.352624
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.916682
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.5553
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.2842
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.10359
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.218811
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.459977
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.721945
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.000541
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.304237
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.637051
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.003239
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.40807
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.857848
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.360365
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.925396
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.56522
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.2956
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.11356
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.221012
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.462367
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.724568
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.004862
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.308957
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.642213
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.008962
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.414369
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.864845
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.368237
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.934286
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.57532
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.30714
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.12391
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.22327
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.464791
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.727195
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.009232
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.313768
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.647467
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.014751
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.420797
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.872019
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.376272
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.943319
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58561
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.31894
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.225523
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.467263
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.729898
¶(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.013683
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.318639
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.652822
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.02066
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.427335
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.8793
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.384415
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.95252
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.59607
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.33092
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.227836
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.469754
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.73261
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.018241
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.323566
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.658276
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.026657
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.433985
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.886717
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.392712
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.961899
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.60671
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.34315
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.230174
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.472291
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.735336
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.022136
(405.85, 14.91, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.328628
