¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Î(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.42789
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.305182
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.580871
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.877287
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.203083
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.070951
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.491001
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.95901
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.463501
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.02952
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.66984
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.3998
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.23958
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.21572
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.36405
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.67838
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.25738
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.25765
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.63815
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.69457
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.609303
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.823329
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.055565
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.308374
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.584428
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.881248
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.207445
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.076486
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.49713
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.965888
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.471832
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.03893
¾(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68051
(441.99, 14.25, 270.57) (440.10, 7.42, 296.10) (0.48, 0.85, 1.34) Fence 10.21927
(441.99, 14.25, 270.57) (440.10, 7.42, 296.10) (0.48, 0.85, 1.34) Fence 10.33783
(441.99, 14.25, 270.57) (440.10, 7.42, 296.10) (0.48, 0.85, 1.34) Fence 10.46125
(441.99, 14.25, 270.57) (440.10, 7.42, 296.10) (0.48, 0.85, 1.34) Fence 10.58974
(441.99, 14.25, 270.57) (440.48, 7.42, 297.18) (1.33, 0.85, 1.24) Fence 10.83001
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.28588
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.29686
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.68457
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.75464
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.611836
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.826074
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.058547
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.311626
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.588053
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.885304
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.702033
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.082128
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.503443
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.972931
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.480437
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04865
(441.99, 14.25, 270.57) (440.10, 7.42, 296.10) (0.48, 0.85, 1.34) Fence 9.593777
(441.99, 14.25, 270.57) (440.10, 7.42, 296.10) (0.48, 0.85, 1.34) Fence 9.655937
(441.99, 14.25, 270.57) (440.10, 7.42, 296.10) (0.48, 0.85, 1.34) Fence 9.760495
(441.99, 14.25, 270.57) (440.10, 7.42, 296.10) (0.48, 0.85, 1.34) Fence 9.869287
(441.99, 14.25, 270.57) (440.10, 7.42, 296.10) (0.48, 0.85, 1.34) Fence 9.982501
(441.99, 14.25, 270.57) (440.10, 7.42, 296.10) (0.48, 0.85, 1.34) Fence 10.10033
(441.99, 14.25, 270.57) (440.10, 7.42, 296.10) (0.48, 0.85, 1.34) Fence 10.223
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.33503
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.73284
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.81679
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.614415
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.828867
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.061583
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.314934
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.59173
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.362238
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.707313
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.087952
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.509918
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.980159
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.489315
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05866
(441.99, 14.25, 270.57) (440.10, 7.42, 296.10) (0.48, 0.85, 1.34) Fence 9.623149
(441.99, 14.25, 270.57) (440.10, 7.42, 296.10) (0.48, 0.85, 1.34) Fence 9.59708
(441.99, 14.25, 270.57) (440.10, 7.42, 296.10) (0.48, 0.85, 1.34) Fence 9.573015
(441.99, 14.25, 270.57) (440.10, 7.42, 296.10) (0.48, 0.85, 1.34) Fence 9.550925
(441.99, 14.25, 270.57) (440.10, 7.42, 296.10) (0.48, 0.85, 1.34) Fence 9.530792
(441.99, 14.25, 270.57) (440.10, 7.42, 296.10) (0.48, 0.85, 1.34) Fence 9.547157
(441.99, 14.25, 270.57) (440.10, 7.42, 296.10) (0.48, 0.85, 1.34) Fence 9.784102
È(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.3746
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.78289
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.86863
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.617038
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.831709
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.064671
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.3183
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.049666
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.367143
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.712692
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.093935
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.516543
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.987548
(441.99, 14.25, 270.57) (440.10, 7.42, 294.25) (0.59, 0.85, 1.38) Fence 8.519427
(441.99, 14.25, 270.57) (440.10, 7.42, 294.25) (0.59, 0.85, 1.38) Fence 8.634909
(441.99, 14.25, 270.57) (440.10, 7.42, 294.25) (0.59, 0.85, 1.38) Fence 8.755292
(441.99, 14.25, 270.57) (440.10, 7.42, 296.10) (0.48, 0.85, 1.34) Fence 9.628435
(441.99, 14.25, 270.57) (440.10, 7.42, 296.10) (0.48, 0.85, 1.34) Fence 9.604281
(441.99, 14.25, 270.57) (440.10, 7.42, 296.10) (0.48, 0.85, 1.34) Fence 9.582112
(441.99, 14.25, 270.57) (440.10, 7.42, 296.10) (0.48, 0.85, 1.34) Fence 9.561904
(441.99, 14.25, 270.57) (440.10, 7.42, 296.10) (0.48, 0.85, 1.34) Fence 9.543639
(441.99, 14.25, 270.57) (440.48, 7.42, 297.18) (1.33, 0.85, 1.24) Fence 11.12868
(441.99, 14.25, 270.57) (440.48, 7.42, 297.18) (1.33, 0.85, 1.24) Fence 11.18849
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.8348
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.8408
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.619706
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.834599
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.067811
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.757122
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.053673
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.372144
(441.99, 14.25, 270.57) (439.84, 7.42, 292.48) (0.48, 0.85, 1.34) Fence 6.982698
(441.99, 14.25, 270.57) (439.84, 7.42, 292.48) (0.48, 0.85, 1.34) Fence 7.032495
(441.99, 14.25, 270.57) (439.84, 7.42, 292.48) (0.48, 0.85, 1.34) Fence 7.0844
(441.99, 14.25, 270.57) (440.10, 7.42, 294.25) (0.59, 0.85, 1.38) Fence 7.881256
(441.99, 14.25, 270.57) (440.10, 7.42, 294.25) (0.59, 0.85, 1.38) Fence 7.976969
(441.99, 14.25, 270.57) (440.10, 7.42, 294.25) (0.59, 0.85, 1.38) Fence 8.076629
(441.99, 14.25, 270.57) (440.10, 7.42, 294.25) (0.59, 0.85, 1.38) Fence 8.180428
(441.99, 14.25, 270.57) (440.10, 7.42, 294.25) (0.59, 0.85, 1.38) Fence 8.288565
(441.99, 14.25, 270.57) (440.10, 7.42, 294.25) (0.59, 0.85, 1.38) Fence 8.401258
(441.99, 14.25, 270.57) (440.10, 7.42, 294.25) (0.59, 0.85, 1.38) Fence 8.518743
(441.99, 14.25, 270.57) (440.10, 7.42, 294.25) (0.59, 0.85, 1.38) Fence 8.641268
(441.99, 14.25, 270.57) (440.10, 7.42, 294.25) (0.59, 0.85, 1.38) Fence 8.769103
(441.99, 14.25, 270.57) (440.48, 7.42, 297.18) (1.33, 0.85, 1.24) Fence 11.33927
(441.99, 14.25, 270.57) (440.48, 7.42, 297.18) (1.33, 0.85, 1.24) Fence 11.37708
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.88853
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.81524
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.622416
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.837536
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.071002
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.760864
õ(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.05775
(441.99, 14.25, 270.57) (439.84, 7.42, 292.48) (0.48, 0.85, 1.34) Fence 6.650221
(441.99, 14.25, 270.57) (439.84, 7.42, 292.48) (0.48, 0.85, 1.34) Fence 6.693042
(441.99, 14.25, 270.57) (439.84, 7.42, 292.48) (0.48, 0.85, 1.34) Fence 6.737741
(441.99, 14.25, 270.57) (439.84, 7.42, 292.48) (0.48, 0.85, 1.34) Fence 6.784372
(441.99, 14.25, 270.57) (439.84, 7.42, 292.48) (0.48, 0.85, 1.34) Fence 6.832995
(441.99, 14.25, 270.57) (439.84, 7.42, 292.48) (0.48, 0.85, 1.34) Fence 6.883671
(441.99, 14.25, 270.57) (439.84, 7.42, 292.48) (0.48, 0.85, 1.34) Fence 6.936467
(441.99, 14.25, 270.57) (439.84, 7.42, 292.48) (0.48, 0.85, 1.34) Fence 6.991453
(441.99, 14.25, 270.57) (440.10, 7.42, 294.25) (0.59, 0.85, 1.38) Fence 7.771511
(441.99, 14.25, 270.57) (440.10, 7.42, 294.25) (0.59, 0.85, 1.38) Fence 7.869373
(441.99, 14.25, 270.57) (440.10, 7.42, 294.25) (0.59, 0.85, 1.38) Fence 7.971309
(441.99, 14.25, 270.57) (440.10, 7.42, 294.25) (0.59, 0.85, 1.38) Fence 8.077511
(441.99, 14.25, 270.57) (440.10, 7.42, 294.25) (0.59, 0.85, 1.38) Fence 8.743794
(441.99, 14.25, 270.57) (440.48, 7.42, 297.18) (1.33, 0.85, 1.24) Fence 11.5602
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.50193
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.92053
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.79199
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.62517
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.84052
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.492599
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.764633
(441.99, 14.25, 270.57) (439.84, 7.42, 292.48) (0.48, 0.85, 1.34) Fence 6.352089
(441.99, 14.25, 270.57) (439.84, 7.42, 292.48) (0.48, 0.85, 1.34) Fence 6.388919
(441.99, 14.25, 270.57) (439.84, 7.42, 292.48) (0.48, 0.85, 1.34) Fence 6.427439
(441.99, 14.25, 270.57) (439.84, 7.42, 292.48) (0.48, 0.85, 1.34) Fence 6.467694
(441.99, 14.25, 270.57) (439.84, 7.42, 292.48) (0.48, 0.85, 1.34) Fence 6.509735
(441.99, 14.25, 270.57) (439.84, 7.42, 292.48) (0.48, 0.85, 1.34) Fence 6.553612
(441.99, 14.25, 270.57) (439.84, 7.42, 292.48) (0.48, 0.85, 1.34) Fence 6.599379
(441.99, 14.25, 270.57) (439.84, 7.42, 292.48) (0.48, 0.85, 1.34) Fence 6.647094
(441.99, 14.25, 270.57) (439.84, 7.42, 292.48) (0.48, 0.85, 1.34) Fence 6.696821
(441.99, 14.25, 270.57) (439.84, 7.42, 292.48) (0.48, 0.85, 1.34) Fence 6.748621
(441.99, 14.25, 270.57) (439.84, 7.42, 292.48) (0.48, 0.85, 1.34) Fence 6.802567
(441.99, 14.25, 270.57) (440.10, 7.42, 294.25) (0.59, 0.85, 1.38) Fence 7.744459
(441.99, 14.25, 270.57) (440.10, 7.42, 294.25) (0.59, 0.85, 1.38) Fence 7.884801
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.91492
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.54561
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.54726
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.95223
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.77102
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.627967
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.24604
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.496149
(441.99, 14.25, 270.57) (439.84, 7.42, 292.48) (0.48, 0.85, 1.34) Fence 6.150108
(441.99, 14.25, 270.57) (439.84, 7.42, 292.48) (0.48, 0.85, 1.34) Fence 6.121918
(441.99, 14.25, 270.57) (439.84, 7.42, 292.48) (0.48, 0.85, 1.34) Fence 6.148311
(441.99, 14.25, 270.57) (439.84, 7.42, 292.48) (0.48, 0.85, 1.34) Fence 6.183062
(441.99, 14.25, 270.57) (439.84, 7.42, 292.48) (0.48, 0.85, 1.34) Fence 6.219426
(441.99, 14.25, 270.57) (439.84, 7.42, 292.48) (0.48, 0.85, 1.34) Fence 6.257447
(441.99, 14.25, 270.57) (439.84, 7.42, 292.48) (0.48, 0.85, 1.34) Fence 6.297173
(441.99, 14.25, 270.57) (439.84, 7.42, 292.48) (0.48, 0.85, 1.34) Fence 6.338649
ÿ(441.99, 14.25, 270.57) (439.84, 7.42, 292.48) (0.48, 0.85, 1.34) Fence 6.381928
(441.99, 14.25, 270.57) (439.84, 7.42, 292.48) (0.48, 0.85, 1.34) Fence 6.427063
(441.99, 14.25, 270.57) (439.84, 7.42, 292.48) (0.48, 0.85, 1.34) Fence 6.474112
(441.99, 14.25, 270.57) (439.84, 7.42, 292.48) (0.48, 0.85, 1.34) Fence 6.586104
(441.99, 14.25, 270.57) (441.92, 7.42, 297.60) (1.43, 0.85, 0.88) Fence 11.92044
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.53816
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.94387
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.60032
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.59404
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.00157
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.79839
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.018642
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.249315
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.499705
(441.99, 14.25, 270.57) (439.84, 7.42, 292.48) (0.48, 0.85, 1.34) Fence 6.17675
(441.99, 14.25, 270.57) (439.84, 7.42, 292.48) (0.48, 0.85, 1.34) Fence 6.148431
(441.99, 14.25, 270.57) (439.84, 7.42, 292.48) (0.48, 0.85, 1.34) Fence 6.121558
(441.99, 14.25, 270.57) (439.84, 7.42, 292.48) (0.48, 0.85, 1.34) Fence 6.096103
(441.99, 14.25, 270.57) (439.84, 7.42, 292.48) (0.48, 0.85, 1.34) Fence 6.072037
(441.99, 14.25, 270.57) (439.84, 7.42, 292.48) (0.48, 0.85, 1.34) Fence 6.049335
(441.99, 14.25, 270.57) (439.84, 7.42, 292.48) (0.48, 0.85, 1.34) Fence 6.061017
(441.99, 14.25, 270.57) (439.84, 7.42, 292.48) (0.48, 0.85, 1.34) Fence 6.098723
(441.99, 14.25, 270.57) (439.84, 7.42, 292.48) (0.48, 0.85, 1.34) Fence 6.138107
(441.99, 14.25, 270.57) (439.84, 7.42, 292.48) (0.48, 0.85, 1.34) Fence 6.179214
(441.99, 14.25, 270.57) (439.84, 7.42, 292.48) (0.48, 0.85, 1.34) Fence 6.222097
(441.99, 14.25, 270.57) (439.84, 7.42, 292.48) (0.48, 0.85, 1.34) Fence 6.593559
(441.99, 14.25, 270.57) (441.92, 7.42, 297.60) (1.43, 0.85, 0.88) Fence 11.69011
(441.99, 14.25, 270.57) (441.92, 7.42, 297.60) (1.43, 0.85, 0.88) Fence 11.66926
(441.99, 14.25, 270.57) (441.92, 7.42, 297.60) (1.43, 0.85, 0.88) Fence 11.65075
(441.99, 14.25, 270.57) (441.92, 7.42, 297.60) (1.43, 0.85, 0.88) Fence 11.63457
(441.99, 14.25, 270.57) (441.92, 7.42, 297.60) (1.43, 0.85, 0.88) Fence 11.6207
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.0652
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.76912
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.021709
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.25265
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.503307
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.77631
(441.99, 14.25, 270.57) (439.84, 7.42, 292.48) (0.48, 0.85, 1.34) Fence 6.176391
(441.99, 14.25, 270.57) (439.84, 7.42, 292.48) (0.48, 0.85, 1.34) Fence 6.149388
(441.99, 14.25, 270.57) (439.84, 7.42, 292.48) (0.48, 0.85, 1.34) Fence 6.12381
(441.99, 14.25, 270.57) (439.84, 7.42, 292.48) (0.48, 0.85, 1.34) Fence 6.099627
(441.99, 14.25, 270.57) (439.84, 7.42, 292.48) (0.48, 0.85, 1.34) Fence 6.076814
(441.99, 14.25, 270.57) (439.84, 7.42, 292.48) (0.48, 0.85, 1.34) Fence 6.055348
(441.99, 14.25, 270.57) (439.84, 7.42, 292.48) (0.48, 0.85, 1.34) Fence 6.035206
(441.99, 14.25, 270.57) (439.84, 7.42, 292.48) (0.48, 0.85, 1.34) Fence 6.016365
(441.99, 14.25, 270.57) (439.84, 7.42, 292.48) (0.48, 0.85, 1.34) Fence 5.998808
(441.99, 14.25, 270.57) (439.84, 7.42, 292.48) (0.48, 0.85, 1.34) Fence 6.096223
(441.99, 14.25, 270.57) (441.92, 7.42, 297.60) (1.43, 0.85, 0.88) Fence 11.62996
(441.99, 14.25, 270.57) (441.92, 7.42, 297.60) (1.43, 0.85, 0.88) Fence 11.64498
(441.99, 14.25, 270.57) (441.92, 7.42, 297.60) (1.43, 0.85, 0.88) Fence 11.66231
(441.99, 14.25, 270.57) (441.92, 7.42, 297.60) (1.43, 0.85, 0.88) Fence 11.68198
í(441.99, 14.25, 270.57) (441.92, 7.42, 297.60) (1.43, 0.85, 0.88) Fence 11.704
(441.99, 14.25, 270.57) (441.92, 7.42, 297.60) (1.43, 0.85, 0.88) Fence 11.72839
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.13103
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.50848
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.024858
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.256021
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.50702
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.780334
(441.99, 14.25, 270.57) (439.84, 7.42, 292.48) (0.48, 0.85, 1.34) Fence 6.205829
(441.99, 14.25, 270.57) (439.84, 7.42, 292.48) (0.48, 0.85, 1.34) Fence 6.178689
(441.99, 14.25, 270.57) (439.84, 7.42, 292.48) (0.48, 0.85, 1.34) Fence 6.152981
(441.99, 14.25, 270.57) (439.84, 7.42, 292.48) (0.48, 0.85, 1.34) Fence 6.128675
(441.99, 14.25, 270.57) (439.84, 7.42, 292.48) (0.48, 0.85, 1.34) Fence 6.105746
(441.99, 14.25, 270.57) (439.84, 7.42, 292.48) (0.48, 0.85, 1.34) Fence 6.08417
(441.99, 14.25, 270.57) (439.84, 7.42, 292.48) (0.48, 0.85, 1.34) Fence 6.063924
(441.99, 14.25, 270.57) (439.84, 7.42, 292.48) (0.48, 0.85, 1.34) Fence 6.044986
(441.99, 14.25, 270.57) (439.84, 7.42, 292.48) (0.48, 0.85, 1.34) Fence 6.027339
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.56592
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.44871
(441.99, 14.25, 270.57) (441.92, 7.42, 297.60) (1.43, 0.85, 0.88) Fence 11.76492
