¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.637028
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.458547
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.855606
”(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.30155
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.802995
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.370809
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01906
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.78674
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.62753
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.80238
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.134773
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.255755
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.384912
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.523064
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.671144
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.190694
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.37291
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.563696
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.769732
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.992805
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.235097
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.49913
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.787898
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.104957
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.45485
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.853714
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.299416
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.800577
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.368118
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0193
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.78888
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.63005
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.133517
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.254418
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.383486
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.521539
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.66951
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.828467
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.371229
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.561892
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.767783
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.990728
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.232821
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.496637
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.7852
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.101988
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.453726
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.852497
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.298086
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.799064
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.366343
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.02154
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.79238
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.63408
ü(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.132447
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.25328
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.382272
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.520241
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.66812
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.826975
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.369896
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.560452
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.766238
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.989022
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.231003
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.494655
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.783005
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.099605
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.453246
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.851982
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.297483
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.798417
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.365606
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.02488
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7972
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.63969
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.131565
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.25234
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.381269
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.51917
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.666973
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.825742
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.368871
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.559359
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.76506
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.987748
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.229638
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.493183
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.781382
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.097791
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.453403
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.852145
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.297688
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.798594
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.36585
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.02931
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80333
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.64686
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.130869
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.251599
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.38048
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.518327
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.666069
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.824773
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.995661
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.558626
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.764265
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.986898
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.228674
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.492118
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.780262
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.096564
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.454181
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.853005
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.298641
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.799696
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.36709
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.03486
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81087
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.65561
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.13036
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.251058
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.379902
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.517708
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.665407
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.824061
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.994895
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.558256
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.763832
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.986463
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.228182
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.491602
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.779663
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.096483
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.455588
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.854549
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.300362
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.801635
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.369314
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04153
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81973
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.66592
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.130037
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.250715
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.379536
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.517317
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.664989
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.823612
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.994412
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.176815
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.763807
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.986412
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.228134
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.491532
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.779613
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.098321
ˆ(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.457597
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.85682
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.302895
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.804482
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.374189
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04931
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.82993
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.67781
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.78225
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.129902
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.25057
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.379382
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.517152
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.664812
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.823422
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.995807
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.176345
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.764147
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.986753
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.228537
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.491993
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.780088
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.100691
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.460248
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.859754
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.306166
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.808186
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.38189
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05821
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.84152
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.75641
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.25871
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.129953
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.250626
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.37944
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.517215
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.664878
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.823493
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.995666
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.176193
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.764873
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.987542
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.229396
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.492923
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.781091
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.103679
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.463509
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.863378
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.310221
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.81275
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.390602
ü(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0682
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8535
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.8385
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.80128
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.130191
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.250877
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.379709
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.517503
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.665186
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.82492
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.995816
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.176356
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.371519
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.988753
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.230695
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.494346
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.782619
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.107185
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.467405
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.867709
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.315073
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.818203
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.400257
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07933
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.86645
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.9229
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.20295
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.130614
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.251328
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.38019
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.518017
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.665738
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.828041
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.99626
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.176834
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.372036
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.990342
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.232435
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.496215
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.785077
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.111248
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.471908
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.872726
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.32069
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.824522
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.410919
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09159
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88073
