¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
à(418.20, 13.41, 327.22) (410.73, 7.96, 306.00) (1.13, 0.85, 1.39) Fence 6.953854
(418.26, 13.43, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.05822
(418.26, 13.43, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.4701
(418.26, 13.43, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.91372
(418.26, 13.43, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.39275
(418.26, 13.43, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.2488
(418.26, 13.43, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.18957
(418.26, 13.43, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.19227
(418.26, 13.43, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.18892
(418.26, 13.43, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.1995
(418.26, 13.43, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.21403
(418.26, 13.43, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.23253
(418.26, 13.43, 327.13) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.293394
(418.26, 13.43, 327.13) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.320474
(418.26, 13.43, 327.13) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.348663
(418.26, 13.43, 327.13) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.399085
(418.26, 13.43, 327.13) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.457661
(418.26, 13.43, 327.13) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.51899
(418.26, 13.43, 327.13) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.583244
(418.26, 13.43, 327.13) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.720256
(418.26, 13.43, 327.13) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.876985
(418.26, 13.43, 327.13) (414.86, 8.53, 304.60) (3.44, 2.50, 3.37) Tools 5.609955
(418.26, 13.43, 327.13) (414.86, 8.53, 304.60) (3.44, 2.50, 3.37) Tools 5.702192
(418.26, 13.43, 327.13) (414.86, 8.53, 304.60) (3.44, 2.50, 3.37) Tools 5.887267
(418.26, 13.43, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.7272
(418.26, 13.43, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.0537
(418.26, 13.43, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.46524
(418.26, 13.43, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.9085
(418.26, 13.43, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.38712
(418.26, 13.43, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.22797
(418.26, 13.43, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.18937
(418.26, 13.43, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.19207
(418.26, 13.43, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.19872
(418.26, 13.43, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.1993
(418.26, 13.43, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.21383
(418.26, 13.43, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.23233
(418.26, 13.43, 327.13) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.279741
(418.26, 13.43, 327.13) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.306528
(418.26, 13.43, 327.13) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.334412
(418.26, 13.43, 327.13) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.385286
(418.26, 13.43, 327.13) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.443322
(418.26, 13.43, 327.13) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.504077
ú(418.26, 13.43, 327.13) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.567723
(418.26, 13.43, 327.13) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.704857
(418.26, 13.43, 327.13) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.869049
(418.26, 13.43, 327.13) (414.86, 8.53, 304.60) (3.44, 2.50, 3.37) Tools 5.577021
(418.26, 13.43, 327.13) (414.86, 8.53, 304.60) (3.44, 2.50, 3.37) Tools 5.670968
(418.26, 13.43, 327.13) (414.86, 8.53, 304.60) (3.44, 2.50, 3.37) Tools 5.853892
(418.26, 13.43, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.72581
(418.26, 13.43, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.05054
(418.26, 13.43, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.46186
(418.26, 13.43, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.90484
(418.26, 13.43, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.38322
(418.26, 13.43, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.20701
(418.26, 13.43, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.19308
(418.26, 13.43, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.19578
(418.26, 13.43, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.20243
(418.26, 13.43, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.20302
(418.26, 13.43, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.21756
(418.26, 13.43, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.23607
(418.26, 13.43, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.25857
(418.26, 13.43, 327.13) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.266645
(418.26, 13.43, 327.13) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.293151
(418.26, 13.43, 327.13) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.320744
(418.26, 13.43, 327.13) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.371968
(418.26, 13.43, 327.13) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.429484
(418.26, 13.43, 327.13) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.489689
(418.26, 13.43, 327.13) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.552751
(418.26, 13.43, 327.13) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.689761
(418.26, 13.43, 327.13) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.86544
(418.26, 13.43, 327.13) (414.86, 8.53, 304.60) (3.44, 2.50, 3.37) Tools 5.545235
(418.26, 13.43, 327.13) (414.86, 8.53, 304.60) (3.44, 2.50, 3.37) Tools 5.640631
(418.26, 13.43, 327.13) (414.86, 8.53, 304.60) (3.44, 2.50, 3.37) Tools 5.821482
(418.26, 13.43, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.72597
(418.26, 13.43, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.04877
(418.26, 13.43, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.45995
(418.26, 13.43, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.90283
(418.26, 13.43, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.38104
(418.26, 13.43, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.18591
(418.26, 13.43, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.20068
(418.26, 13.43, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.2034
(418.26, 13.43, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.21006
(418.26, 13.43, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.21066
(418.26, 13.43, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.22522
(418.26, 13.43, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.24375
(418.26, 13.43, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.26626
(418.26, 13.43, 327.13) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.254094
(418.26, 13.43, 327.13) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.280334
(418.26, 13.43, 327.13) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.30765
(418.26, 13.43, 327.13) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.359121
(418.26, 13.43, 327.13) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.416139
(418.26, 13.43, 327.13) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.475815
(418.26, 13.43, 327.13) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.538316
ú(418.26, 13.43, 327.13) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.674965
(418.26, 13.43, 327.13) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.854842
(418.26, 13.43, 327.13) (414.86, 8.53, 304.60) (3.44, 2.50, 3.37) Tools 5.514573
(418.26, 13.43, 327.13) (414.86, 8.53, 304.60) (3.44, 2.50, 3.37) Tools 5.611168
(418.26, 13.43, 327.13) (414.86, 8.53, 304.60) (3.44, 2.50, 3.37) Tools 5.790015
(418.26, 13.43, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.72772
(418.26, 13.43, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.04837
(418.26, 13.43, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.45955
(418.26, 13.43, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.90236
(418.26, 13.43, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.38052
(418.26, 13.43, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.16471
(418.26, 13.43, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.2122
(418.26, 13.43, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.21493
(418.26, 13.43, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.22161
(418.26, 13.43, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.22223
(418.26, 13.43, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.23681
(418.26, 13.43, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.25537
(418.26, 13.43, 327.13) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.242082
(418.26, 13.43, 327.13) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.268066
(418.26, 13.43, 327.13) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.295119
(418.26, 13.43, 327.13) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.34674
(418.26, 13.43, 327.13) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.40328
(418.26, 13.43, 327.13) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.462449
(418.26, 13.43, 327.13) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.524413
(418.26, 13.43, 327.13) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.660466
(418.26, 13.43, 327.13) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.837389
(418.26, 13.43, 327.13) (414.86, 8.53, 304.60) (3.44, 2.50, 3.37) Tools 5.485007
(418.26, 13.43, 327.13) (414.86, 8.53, 304.60) (3.44, 2.50, 3.37) Tools 5.582563
(418.26, 13.43, 327.13) (414.86, 8.53, 304.60) (3.44, 2.50, 3.37) Tools 5.759476
(418.26, 13.43, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.73108
(418.26, 13.43, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.04935
(418.26, 13.43, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.46056
(418.26, 13.43, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.90348
(418.26, 13.43, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.38174
(418.26, 13.43, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.14344
(418.26, 13.43, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.22763
(418.26, 13.43, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.23039
(418.26, 13.43, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.2371
(418.26, 13.43, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.23774
(418.26, 13.43, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.25235
(418.26, 13.43, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.27094
(418.26, 13.43, 327.13) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.230599
(418.26, 13.43, 327.13) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.256341
(418.26, 13.43, 327.13) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.283141
(418.26, 13.43, 327.13) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.334818
(418.26, 13.43, 327.13) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.390899
(418.26, 13.43, 327.13) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.449582
(418.26, 13.43, 327.13) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.51103
(418.26, 13.43, 327.13) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.646261
(418.26, 13.43, 327.13) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.813271
(418.26, 13.43, 327.13) (414.86, 8.53, 304.60) (3.44, 2.50, 3.37) Tools 5.456515
õ(418.26, 13.43, 327.13) (414.86, 8.53, 304.60) (3.44, 2.50, 3.37) Tools 5.554797
(418.26, 13.43, 327.13) (414.86, 8.53, 304.60) (3.44, 2.50, 3.37) Tools 5.729844
(418.26, 13.43, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.73598
(418.26, 13.43, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.0517
(418.26, 13.43, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.4631
(418.26, 13.43, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.90617
(418.26, 13.43, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.38466
(418.26, 13.43, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.11653
(418.26, 13.43, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.247
(418.26, 13.43, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.24979
(418.26, 13.43, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.25653
(418.26, 13.43, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.2572
(418.26, 13.43, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.27186
(418.26, 13.43, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.29049
(418.26, 13.43, 327.13) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.219636
(418.26, 13.43, 327.13) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.245147
(418.26, 13.43, 327.13) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.27171
(418.26, 13.43, 327.13) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.323348
(418.26, 13.43, 327.13) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.378989
(418.26, 13.43, 327.13) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.437207
(418.26, 13.43, 327.13) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.49816
(418.26, 13.43, 327.13) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.632348
(418.26, 13.43, 327.13) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.782737
(418.26, 13.43, 327.13) (414.86, 8.53, 304.60) (3.44, 2.50, 3.37) Tools 5.429073
(418.26, 13.43, 327.13) (414.86, 8.53, 304.60) (3.44, 2.50, 3.37) Tools 5.527858
(418.26, 13.43, 327.13) (414.86, 8.53, 304.60) (3.44, 2.50, 3.37) Tools 5.701101
(418.26, 13.43, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.75615
(418.26, 13.43, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.05252
(418.26, 13.43, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.45507
(418.26, 13.43, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.8881
(418.26, 13.43, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.35501
(418.26, 13.43, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.06146
(418.26, 13.43, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.27033
(418.26, 13.43, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.27315
(418.26, 13.43, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.27993
(418.26, 13.43, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.28063
(418.26, 13.43, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.29534
(418.26, 13.43, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.31403
(418.26, 13.43, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.33673
(418.26, 13.43, 327.13) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.209187
(418.26, 13.43, 327.13) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.234479
(418.26, 13.43, 327.13) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.260815
(418.26, 13.43, 327.13) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.312323
(418.26, 13.43, 327.13) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.367544
(418.26, 13.43, 327.13) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.425316
(418.26, 13.43, 327.13) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.485797
(418.26, 13.43, 327.13) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.618723
(418.26, 13.43, 327.13) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.76647
(418.26, 13.43, 327.13) (414.86, 8.53, 304.60) (3.44, 2.50, 3.37) Tools 5.402659
(418.26, 13.43, 327.13) (414.86, 8.53, 304.60) (3.44, 2.50, 3.37) Tools 5.501727
(418.26, 13.43, 327.13) (414.86, 8.53, 304.60) (3.44, 2.50, 3.37) Tools 5.673232
ø(418.26, 13.43, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.69018
(418.26, 13.43, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.90723
(418.26, 13.43, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.42511
(418.26, 13.43, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.85592
(418.26, 13.43, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.32037
(418.26, 13.43, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.82248
(418.26, 13.43, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.29763
(418.26, 13.43, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.30049
(418.26, 13.43, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.30732
(418.26, 13.43, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.30806
(418.26, 13.43, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.32283
(418.26, 13.43, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.34158
(418.26, 13.43, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.36435
(418.26, 13.43, 327.13) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.199243
(418.26, 13.43, 327.13) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.224329
(418.26, 13.43, 327.13) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.250449
(418.26, 13.43, 327.13) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.301739
(418.26, 13.43, 327.13) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.356557
(418.26, 13.43, 327.13) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.413903
(418.26, 13.43, 327.13) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.473932
(418.26, 13.43, 327.13) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.605385
(418.26, 13.43, 327.13) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.751972
(418.26, 13.43, 327.13) (414.86, 8.53, 304.60) (3.44, 2.50, 3.37) Tools 5.377254
(418.26, 13.43, 327.13) (414.86, 8.53, 304.60) (3.44, 2.50, 3.37) Tools 5.476395
(418.26, 13.43, 327.13) (414.86, 8.53, 304.60) (3.44, 2.50, 3.37) Tools 5.646221
(418.26, 13.43, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.61492
(418.26, 13.43, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.82901
(418.26, 13.43, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.39672
(418.26, 13.43, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.82547
(418.26, 13.43, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.28765
(418.26, 13.43, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.78716
(418.26, 13.43, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.64915
(418.26, 13.43, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.33184
(418.26, 13.43, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.33873
(418.26, 13.43, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.33952
(418.26, 13.43, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.35435
(418.26, 13.43, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.37317
(418.26, 13.43, 327.13) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.189799
(418.26, 13.43, 327.13) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.214688
(418.26, 13.43, 327.13) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.240606
(418.26, 13.43, 327.13) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.291589
(418.26, 13.43, 327.13) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.346022
(418.26, 13.43, 327.13) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.402961
(418.26, 13.43, 327.13) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.462558
(418.26, 13.43, 327.13) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.59233
(418.26, 13.43, 327.13) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.737787
(418.26, 13.43, 327.13) (414.86, 8.53, 304.60) (3.44, 2.50, 3.37) Tools 5.352836
(418.26, 13.43, 327.13) (414.86, 8.53, 304.60) (3.44, 2.50, 3.37) Tools 5.451843
(418.26, 13.43, 327.13) (414.86, 8.53, 304.60) (3.44, 2.50, 3.37) Tools 5.620053
(418.26, 13.43, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.54229
(418.26, 13.43, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.75351
ñ(418.26, 13.43, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.1156
(418.26, 13.43, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.79678
(418.26, 13.43, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.2568
(418.26, 13.43, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.75389
(418.26, 13.43, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.20629
(418.26, 13.43, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.35716
(418.26, 13.43, 327.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.3641
(418.26, 13.43, 327.13) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.180848
(418.26, 13.43, 327.13) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.205552
(418.26, 13.43, 327.13) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.231278
(418.26, 13.43, 327.13) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.281867
