¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Î (415.85, 12.92, 329.65) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.941947
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.028886
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.03364
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.039773
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.047292
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.056204
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.066517
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.781543
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.513534
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42142
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.07321
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.81138
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.50543
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.48041
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.42484
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.26029
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.54724
(415.90, 12.93, 329.61) (433.37, 7.94, 294.48) (0.81, 2.16, 0.81) Human 24.08572
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.033007
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.023984
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.016351
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.010099
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.005223
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.001717
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.999579
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.998806
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.999398
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.001356
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.00468
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.009374
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.015444
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.022894
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.031732
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.041967
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.69331
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31124
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.08608
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.83069
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.55897
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.54169
º (415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.38811
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.37298
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.68742
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.010613
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.001579
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.993929
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.987659
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.982759
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.979225
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.977054
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.976245
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.976796
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.978706
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.98198
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.98662
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.99263
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.000018
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.008786
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.018948
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.898491
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.09805
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.84426
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.61175
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.60213
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.35194
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.48291
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.82477
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.989681
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.980637
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.972974
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.966684
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.961762
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.958203
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.956003
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.955159
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.955671
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.957539
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.960767
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.965356
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.971311
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.978637
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.987343
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.997436
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.953325
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.10909
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.85678
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.66384
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.66172
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.31638
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.57381
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.94277
Ë (415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.970192
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.961139
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.953464
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.947156
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.942214
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.938631
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.936403
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.935527
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.936003
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.937834
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.941018
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.945558
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.951463
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.958734
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.96738
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.977409
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00697
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.11927
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.91498
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.71509
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.72048
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.28137
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.66211
(415.90, 12.93, 329.61) (430.65, 7.28, 295.18) (0.94, 0.85, 1.43) Fence 21.47011
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.962571
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.952126
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.943065
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.935377
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.929056
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.924095
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.920488
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.918235
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.917329
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.917774
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.919566
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.92271
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.927208
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.933065
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.940285
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.948877
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.958848
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05933
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.12848
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.03421
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.76551
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.77828
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.24699
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.74777
(415.90, 12.93, 329.61) (429.26, 7.40, 296.44) (1.53, 1.04, 0.98) Fence 20.27649
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.945914
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.935465
È (415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.926396
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.918698
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.912363
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.907383
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.903758
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.90148
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.900549
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.900963
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.902722
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.905829
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.910287
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.9161
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.923274
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.931815
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.941732
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11033
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.13672
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.15174
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.81506
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.83515
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.21317
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.6915
(415.90, 12.93, 329.61) (429.26, 7.40, 296.44) (1.53, 1.04, 0.98) Fence 19.85366
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.930645
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.920193
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.911117
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.903409
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.89706
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.892066
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.888422
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.886123
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.885167
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.885554
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.887283
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.890357
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.894778
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.900551
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.907681
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.916177
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.926044
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17738
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.14405
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.26734
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.86375
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.89105
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.17992
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.18255
(415.90, 12.93, 329.61) (429.26, 7.40, 296.44) (1.53, 1.04, 0.98) Fence 19.61221
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.916752
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.906295
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.897213
Ç (415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.889496
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.883136
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.878128
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.874466
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.872149
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.87117
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.871531
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.873233
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.876276
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.880665
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.886402
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.893494
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.901947
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.91177
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2661
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.15042
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.38087
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.91155
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.94588
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.15384
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.51613
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.38048
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.904217
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.893756
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.884669
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.876944
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.870575
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.865554
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.861877
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.859541
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.858544
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.858883
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.86056
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.863576
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.867935
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.87364
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.880696
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.889111
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.898894
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35323
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.15586
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.49215
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.91947
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.99964
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.16231
(415.90, 12.93, 329.61) (427.34, 7.53, 297.20) (1.52, 1.02, 0.98) Fence 18.65739
(415.90, 12.93, 329.61) (427.34, 7.53, 297.20) (1.52, 1.02, 0.98) Fence 18.71934
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.89303
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.882568
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.873475
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.865743
Ñ (415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.859365
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.854333
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.850643
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.848292
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.847276
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.847595
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.849251
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.852242
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.856575
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.862249
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.869275
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.877657
