¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Å(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.873703
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.5637
—(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.61042
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.76819
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.07396
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.77193
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.45113
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.40222
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.458193
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.935333
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.471537
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07829
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.85607
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.78352
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.54984
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.58832
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.73086
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.03755
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.77721
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.3872
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.31999
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.421257
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.89395
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.424852
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.02515
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.77514
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.68778
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.53538
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.56212
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.69309
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.99392
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.93806
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.31551
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.23525
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.384142
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.852365
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.377904
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.971809
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69402
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.59206
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.52038
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.52879
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.65494
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.94978
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.14485
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.24067
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.13793
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.346798
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.810542
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.330782
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.918337
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.61288
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.49636
Ÿ(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.50478
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.49502
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.61632
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.9051
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.33343
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.16573
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.04072
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.313612
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.768537
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.283449
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.864619
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.53171
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40079
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.48071
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.46092
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.57729
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.86003
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.26819
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.09146
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.95024
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.282572
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.731759
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.23593
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.810749
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46401
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.30545
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.45033
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.42647
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.53787
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.79787
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.19443
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.01206
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.85727
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.256124
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.69583
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.195082
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.757215
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40238
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.84249
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.41965
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.39168
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.49805
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.73418
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.12071
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.03091
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.75872
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.94676
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.229523
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.659611
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.154449
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.711286
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34235
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.4612
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.37712
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.35648
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.45787
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.67053
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.04701
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.21385
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.66038
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.83782
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.202717
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.623221
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.113634
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.665099
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28982
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.42262
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.33333
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.32103
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.41732
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.60685
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.97344
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.44845
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.56227
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.73349
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.175747
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.586667
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.07255
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.618739
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23701
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.91657
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.28913
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.28529
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.36292
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.54328
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.89992
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.47529
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.46504
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.62931
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.148639
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.556414
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.031297
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.572186
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18411
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.84862
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.24456
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.2492
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.3074
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.47973
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.82656
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.38966
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.36988
¢(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.52541
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.121346
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.526171
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.989915
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.525486
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12931
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.78091
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.19972
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.21283
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.2519
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.41628
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.75332
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.30415
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.27495
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.4215
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.093926
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.495802
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.948333
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.478575
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06992
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71338
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.1643
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.16883
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.19648
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.35294
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.6802
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.21889
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.43599
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.31728
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.066347
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.465275
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.90751
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.431625
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01077
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.64612
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.36996
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.12296
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.15144
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.29335
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.60723
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.13388
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.69118
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.21303
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.038638
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.434612
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.873437
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.38459
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.951744
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.57914
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.29334
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.07251
ª(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.11043
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.24659
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.54846
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.05474
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.86912
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.10956
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.010852
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.403843
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.839275
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.337351
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.892875
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.5124
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.21703
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.02196
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.0694
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.1998
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.49459
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.9921
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.77972
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.00622
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.982955
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.37299
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.80497
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.290169
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.834297
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44598
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.1411
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.97126
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.02608
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.15292
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.44064
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.92944
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.69038
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.90303
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.954916
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.342069
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.770584
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.247389
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.781036
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.38224
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.06566
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.85095
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.96825
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.10609
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.38676
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.86676
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.60116
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.92286
