¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
— (403.71, 13.94, 248.46) (382.17, 8.01, 253.39) (0.81, 2.16, 0.81) Human 5.319571
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.689622
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.6737
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.658966
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.645407
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.633008
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.621756
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.611642
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.602654
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.594785
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.588023
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.582367
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.577808
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.574342
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.571967
(402.76, 13.98, 248.44) (379.52, 8.79, 247.87) (1.48, 1.29, 1.46) Tools 8.354938
(402.76, 13.98, 248.44) (379.52, 8.79, 247.87) (1.48, 1.29, 1.46) Tools 8.35458
(402.76, 13.98, 248.44) (379.52, 8.79, 247.87) (1.48, 1.29, 1.46) Tools 8.355853
(402.76, 13.98, 248.44) (379.52, 8.79, 247.87) (1.48, 1.29, 1.46) Tools 8.358754
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.857399
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.828745
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.801498
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.775623
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.751095
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.727885
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.705971
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.685328
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.665934
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.647769
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.630815
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.615053
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.600468
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.587046
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.57477
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.563632
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.553619
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.544721
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.536928
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.530235
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.524633
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.520117
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.516684
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.514329
(402.76, 13.98, 248.44) (379.52, 8.79, 247.87) (1.48, 1.29, 1.46) Tools 8.345438
(402.76, 13.98, 248.44) (379.52, 8.79, 247.87) (1.48, 1.29, 1.46) Tools 8.345846
› (402.76, 13.98, 248.44) (379.52, 8.79, 247.87) (1.48, 1.29, 1.46) Tools 8.347882
(402.76, 13.98, 248.44) (379.52, 8.79, 247.87) (1.48, 1.29, 1.46) Tools 8.351546
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.798634
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.770263
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.743284
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.717666
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.693379
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.6704
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.648701
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.628262
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.609059
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.591073
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.574285
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.558679
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.544236
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.530944
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.51879
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.50776
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.497844
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.489031
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.481314
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.474685
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.469135
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.464662
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.46126
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.458925
(402.76, 13.98, 248.44) (379.52, 8.79, 247.87) (1.48, 1.29, 1.46) Tools 8.481277
(402.76, 13.98, 248.44) (379.52, 8.79, 247.87) (1.48, 1.29, 1.46) Tools 8.48171
(402.76, 13.98, 248.44) (379.52, 8.79, 247.87) (1.48, 1.29, 1.46) Tools 8.4838
(402.76, 13.98, 248.44) (379.52, 8.79, 247.87) (1.48, 1.29, 1.46) Tools 8.487542
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.742142
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.714045
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.687325
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.661952
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.637898
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.615139
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.593649
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.573405
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.554386
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.536572
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.519944
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.504486
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.490181
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.477016
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.464977
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.454051
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.444229
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.435499
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.427854
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.421285
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.415787
 (402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.411354
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.407982
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.405667
(402.76, 13.98, 248.44) (379.52, 8.79, 247.87) (1.48, 1.29, 1.46) Tools 8.623318
(402.76, 13.98, 248.44) (379.52, 8.79, 247.87) (1.48, 1.29, 1.46) Tools 8.623781
(402.76, 13.98, 248.44) (379.52, 8.79, 247.87) (1.48, 1.29, 1.46) Tools 8.625926
(402.76, 13.98, 248.44) (379.52, 8.79, 247.87) (1.48, 1.29, 1.46) Tools 8.629754
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.687837
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.660001
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.633531
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.608395
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.584566
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.562017
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.540728
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.520671
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.50183
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.48418
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.467707
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.452392
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.43822
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.425176
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.413248
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.402422
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.392689
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.384039
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.376463
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.369954
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.364505
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.360111
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.356767
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.354471
(402.76, 13.98, 248.44) (379.39, 8.79, 249.38) (1.36, 1.29, 1.33) Tools 8.266826
(402.76, 13.98, 248.44) (379.39, 8.79, 249.38) (1.36, 1.29, 1.33) Tools 8.266534
(402.76, 13.98, 248.44) (379.39, 8.79, 249.38) (1.36, 1.29, 1.33) Tools 8.267856
(402.76, 13.98, 248.44) (379.39, 8.79, 249.38) (1.36, 1.29, 1.33) Tools 8.270789
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.754223
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.726773
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.700691
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.675946
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.652514
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.630365
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.60948
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.589835
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.57141
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.554184
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.538141
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.523264
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.509539
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.496951
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.485486
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.475134
› (402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.465885
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.45773
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.45066
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.444669
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.439749
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.435897
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.433109
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.431382
(402.76, 13.98, 248.44) (379.39, 8.79, 249.38) (1.36, 1.29, 1.33) Tools 8.19875
(402.76, 13.98, 248.44) (379.39, 8.79, 249.38) (1.36, 1.29, 1.33) Tools 8.198458
(402.76, 13.98, 248.44) (379.39, 8.79, 249.38) (1.36, 1.29, 1.33) Tools 8.199763
(402.76, 13.98, 248.44) (379.39, 8.79, 249.38) (1.36, 1.29, 1.33) Tools 8.202668
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.880293
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.852267
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.825637
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.800374
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.776451
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.753841
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.732521
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.712468
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.69366
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.676079
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.659706
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.644525
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.630519
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.617675
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.605981
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.595423
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.585992
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.577679
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.570474
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.564371
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.559365
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.555449
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.552621
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.550876
(402.76, 13.98, 248.44) (379.39, 8.79, 249.38) (1.36, 1.29, 1.33) Tools 8.133361
(402.76, 13.98, 248.44) (379.39, 8.79, 249.38) (1.36, 1.29, 1.33) Tools 8.133066
(402.76, 13.98, 248.44) (379.39, 8.79, 249.38) (1.36, 1.29, 1.33) Tools 8.134356
(402.76, 13.98, 248.44) (379.39, 8.79, 249.38) (1.36, 1.29, 1.33) Tools 8.137237
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.013208
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.984574
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.957368
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.931561
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.90712
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.884024
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.862246
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.841763
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.822555
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.8046
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.78788
š (402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.772377
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.758079
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.744967
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.73303
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.722257
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.712636
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.704155
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.69681
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.690592
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.685494
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.681511
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.678642
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.67688
(402.76, 13.98, 248.44) (379.39, 8.79, 249.38) (1.36, 1.29, 1.33) Tools 8.070565
(402.76, 13.98, 248.44) (379.39, 8.79, 249.38) (1.36, 1.29, 1.33) Tools 8.070269
(402.76, 13.98, 248.44) (379.39, 8.79, 249.38) (1.36, 1.29, 1.33) Tools 8.071547
(402.76, 13.98, 248.44) (379.39, 8.79, 249.38) (1.36, 1.29, 1.33) Tools 8.074399
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.153491
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.124219
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.096406
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.070022
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.04504
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.021432
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.999171
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.978236
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.958604
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.940256
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.923171
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.907333
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.892724
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.879331
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.86714
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.856138
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.846316
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.837663
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.830169
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.82383
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.818638
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.814586
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.811674
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 5.809895
(402.76, 13.98, 248.44) (379.39, 8.79, 249.38) (1.36, 1.29, 1.33) Tools 8.010283
(402.76, 13.98, 248.44) (379.39, 8.79, 249.38) (1.36, 1.29, 1.33) Tools 8.009986
(402.76, 13.98, 248.44) (379.39, 8.79, 249.38) (1.36, 1.29, 1.33) Tools 8.011249
(402.76, 13.98, 248.44) (379.39, 8.79, 249.38) (1.36, 1.29, 1.33) Tools 8.014076
(402.76, 13.98, 248.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.440819
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.271775
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.243322
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.216333
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.190778
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.16663
— (402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.143863
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.122451
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.102374
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.083611
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.066141
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.049948
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.035015
(402.76, 13.98, 248.44) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 6.021326
