¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ğ(434.19, 13.98, 294.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.05794
(434.20, 13.99, 293.25) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 10.08382
(434.20, 13.99, 293.25) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 10.23453
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.885513
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.106762
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.346593
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.607361
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.891254
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.187298
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.514676
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.874948
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.273146
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.71558
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.184898
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.697477
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28595
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.95876
(434.20, 13.99, 293.25) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 11.22535
(434.20, 13.99, 293.25) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 11.168
(434.20, 13.99, 293.25) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 11.11339
(434.20, 13.99, 293.25) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 11.18197
(434.20, 13.99, 293.25) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 10.30799
(434.20, 13.99, 293.25) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 10.26423
(434.20, 13.99, 293.25) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 10.22282
(434.20, 13.99, 293.25) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 10.18372
(434.20, 13.99, 293.25) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 10.1469
(434.20, 13.99, 293.25) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 10.1123
(434.20, 13.99, 293.25) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 10.07989
(434.20, 13.99, 293.25) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 10.04965
(434.20, 13.99, 293.25) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 10.02153
(434.20, 13.99, 293.25) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 10.15795
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.889515
ş(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.11111
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.351291
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.612505
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.897506
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.191889
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.519166
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.879854
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.278607
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.721634
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.194226
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.707907
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28451
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.96345
(434.20, 13.99, 293.25) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 11.15619
(434.20, 13.99, 293.25) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 11.0994
(434.20, 13.99, 293.25) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 11.04533
(434.20, 13.99, 293.25) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 11.13397
(434.20, 13.99, 293.25) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 10.24524
(434.20, 13.99, 293.25) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 10.20193
(434.20, 13.99, 293.25) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 10.16096
(434.20, 13.99, 293.25) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 10.12228
(434.20, 13.99, 293.25) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 10.08585
(434.20, 13.99, 293.25) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 10.05164
(434.20, 13.99, 293.25) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 10.0196
(434.20, 13.99, 293.25) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 9.989712
(434.20, 13.99, 293.25) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 9.961934
(434.20, 13.99, 293.25) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 10.08484
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.893607
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.115527
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.356086
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.61768
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.903172
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.19976
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.523795
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.884953
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.284275
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.727935
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.203931
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.718748
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29671
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.96863
(434.20, 13.99, 293.25) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 11.09009
(434.20, 13.99, 293.25) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 11.03384
(434.20, 13.99, 293.25) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 10.98028
(434.20, 13.99, 293.25) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 11.0879
(434.20, 13.99, 293.25) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 10.18526
(434.20, 13.99, 293.25) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 10.14238
(434.20, 13.99, 293.25) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 10.10182
(434.20, 13.99, 293.25) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 10.06354
(434.20, 13.99, 293.25) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 10.0275
(434.20, 13.99, 293.25) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 9.993648
ù(434.20, 13.99, 293.25) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 9.961964
(434.20, 13.99, 293.25) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 9.93241
(434.20, 13.99, 293.25) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 9.904956
(434.20, 13.99, 293.25) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 10.01507
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.897743
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.119968
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.360948
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.623007
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.908974
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.207808
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.530545
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.890265
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.290113
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.734458
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.213947
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.729979
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30935
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.96584
(434.20, 13.99, 293.25) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 11.36433
(434.20, 13.99, 293.25) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 11.34136
(434.20, 13.99, 293.25) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 11.32068
(434.20, 13.99, 293.25) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 11.30228
(434.20, 13.99, 293.25) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 10.12799
(434.20, 13.99, 293.25) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 10.08552
(434.20, 13.99, 293.25) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 10.04535
(434.20, 13.99, 293.25) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 10.00744
(434.20, 13.99, 293.25) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 9.971761
(434.20, 13.99, 293.25) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 9.93826
(434.20, 13.99, 293.25) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 9.90691
(434.20, 13.99, 293.25) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 9.877676
(434.20, 13.99, 293.25) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 9.85053
(434.20, 13.99, 293.25) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 9.948555
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.901926
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.124522
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.365872
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.62838
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.914833
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.216026
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.539561
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.895651
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.296144
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.741177
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.224351
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.741623
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32245
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.95239
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.52923
(434.20, 13.99, 293.25) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 11.76584
(434.20, 13.99, 293.25) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 11.7444
(434.20, 13.99, 293.25) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 11.72532
(434.20, 13.99, 293.25) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 10.07335
û(434.20, 13.99, 293.25) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 10.03126
(434.20, 13.99, 293.25) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 9.991469
(434.20, 13.99, 293.25) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 9.953921
(434.20, 13.99, 293.25) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 9.918581
(434.20, 13.99, 293.25) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 9.885411
(434.20, 13.99, 293.25) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 9.854378
(434.20, 13.99, 293.25) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 9.825447
(434.20, 13.99, 293.25) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 9.798591
(434.20, 13.99, 293.25) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 9.885188
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.906205
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.129147
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.370895
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.633811
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.920813
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.224424
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.548789
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.905235
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.30237
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.748122
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.235106
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.753647
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33599
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.91313
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.48938
(434.20, 13.99, 293.25) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 11.94706
(434.20, 13.99, 293.25) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 11.88965
(434.20, 13.99, 293.25) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 11.83508
(434.20, 13.99, 293.25) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 10.02128
(434.20, 13.99, 293.25) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 9.979561
(434.20, 13.99, 293.25) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 9.940118
(434.20, 13.99, 293.25) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 9.90291
(434.20, 13.99, 293.25) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 9.867896
(434.20, 13.99, 293.25) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 9.83504
(434.20, 13.99, 293.25) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 9.804307
(434.20, 13.99, 293.25) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 9.775664
(434.20, 13.99, 293.25) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 9.749084
(434.20, 13.99, 293.25) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 9.82488
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.910515
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.133813
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.375959
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.639372
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.926843
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.233003
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.558167
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.915565
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.310158
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.755272
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.246223
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.766083
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31699
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87488
ƒ (434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.46066
(434.20, 13.99, 293.25) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 11.88745
(434.20, 13.99, 293.25) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 11.8305
(434.20, 13.99, 293.25) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 11.77638
(434.20, 13.99, 293.25) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 9.971713
(434.20, 13.99, 293.25) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 9.930346
(434.20, 13.99, 293.25) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 9.891238
(434.20, 13.99, 293.25) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 9.854352
(434.20, 13.99, 293.25) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 9.819649
(434.20, 13.99, 293.25) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 9.787087
(434.20, 13.99, 293.25) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 9.756639
(434.20, 13.99, 293.25) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 9.72827
(434.20, 13.99, 293.25) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 9.701952
(434.20, 13.99, 293.25) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 9.767547
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.914907
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.13858
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.381131
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.644964
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.933012
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.241742
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.567774
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.92614
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.321839
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.762634
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.25769
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.778912
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28351
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.83758
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.43303
(434.20, 13.99, 293.25) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 11.8308
(434.20, 13.99, 293.25) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 11.77428
(434.20, 13.99, 293.25) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 11.72058
(434.20, 13.99, 293.25) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 9.924603
(434.20, 13.99, 293.25) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 9.883564
(434.20, 13.99, 293.25) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 9.844773
(434.20, 13.99, 293.25) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 9.808193
(434.20, 13.99, 293.25) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 9.773781
(434.20, 13.99, 293.25) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 9.741503
(434.20, 13.99, 293.25) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 9.711324
(434.20, 13.99, 293.25) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 9.683212
(434.20, 13.99, 293.25) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 9.65714
(434.20, 13.99, 293.25) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 9.713106
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.919342
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.143396
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.386348
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.650666
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.939205
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.250675
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.577557
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.93692
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.333778
„ (434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.774157
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.269548
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.755709
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25089
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80125
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40649
(434.20, 13.99, 293.25) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 11.77703
(434.20, 13.99, 293.25) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 11.72093
(434.20, 13.99, 293.25) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 11.66762
(434.20, 13.99, 293.25) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 9.879889
(434.20, 13.99, 293.25) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 9.839163
(434.20, 13.99, 293.25) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 9.800673
(434.20, 13.99, 293.25) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 9.76438
(434.20, 13.99, 293.25) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 9.730245
(434.20, 13.99, 293.25) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 9.698233
(434.20, 13.99, 293.25) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 9.668306
(434.20, 13.99, 293.25) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 9.64044
(434.20, 13.99, 293.25) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 9.614601
(434.20, 13.99, 293.25) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 9.661483
