¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ë (430.55, 11.00, 347.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.30807
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.62698
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40269
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.22631
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.79217
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.45108
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.80248
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.483421
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0576
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71065
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.50588
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.30268
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.90889
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.96716
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.96399
¹(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.546498
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12897
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80005
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.60956
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.41011
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.02768
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.08659
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.07586
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.609592
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20039
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88961
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.72032
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.51936
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.14866
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.23181
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.13634
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.672687
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27182
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97942
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.83498
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.63052
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.2718
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.3253
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.19712
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.735699
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3433
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.07251
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.94832
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.74354
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.80709
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.37981
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.4265
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.798704
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41478
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.17133
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.05323
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.85845
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.58492
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.43457
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.65992
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.861588
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48777
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.27045
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.15847
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.97536
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.70139
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.48955
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.89492
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.924315
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.57313
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.36977
¶(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.26403
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.09422
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.75313
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.54478
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.13136
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.98687
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.65869
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.46925
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.36981
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.40968
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.80517
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.60021
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.38134
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05295
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.74421
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.56881
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.47583
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.64628
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.85748
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.6559
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.44254
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12133
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.82963
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.66836
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.58198
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.7884
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.91009
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.71174
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.50477
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18954
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.9149
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.76457
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.6882
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.9301
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.96295
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.76778
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.56803
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25753
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99998
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.85538
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.79442
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.07125
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.01609
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.83761
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.63227
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32592
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0848
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.94612
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.90059
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.21165
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.06948
º(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.15074
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.69754
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.39885
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.16932
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.03659
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.00662
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.35116
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.12311
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.4689
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.76385
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.47137
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.25343
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.12676
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.12048
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.43437
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.23997
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.79194
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.83119
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.54344
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.33714
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.21662
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.23652
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.4831
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.42157
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.11588
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.9452
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.61497
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.42031
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.30603
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.35217
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.53198
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.60604
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.17911
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.19021
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68596
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.50293
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.39504
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.46731
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.68063
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.80692
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.24329
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.44109
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.75628
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.58491
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.48343
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.58189
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.84425
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.03256
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.45781
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.76667
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.82598
»(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.66273
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.57126
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.69577
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.01006
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.26213
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.68607
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.10365
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8949
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.73732
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.65842
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.81153
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.17816
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.49572
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.91939
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.45042
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.96303
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.81123
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.74482
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.93788
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.34845
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.71483
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.15783
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.80659
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03029
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.88433
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.83043
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.06342
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.52088
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.93541
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.40156
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.07402
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.09659
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.95659
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.91511
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.18805
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.69553
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.15302
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.70358
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.34769
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.16195
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.02798
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.99934
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.31166
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.88897
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.36151
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.02449
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.62774
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.22626
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.0984
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.09644
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.43404
¹(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.07993
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.57265
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.35375
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.95532
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.28945
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.16779
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.19554
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.55512
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.27294
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.78643
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.69171
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.97758
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.35146
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.23608
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.29334
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.67471
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.45828
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.01721
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.99911
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.93178
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.41221
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.30323
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.38963
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.79269
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.62844
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.25737
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.31697
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.88243
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.47172
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.36941
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.48433
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.9129
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.79696
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.5008
