¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Å(327.06, 7.07, 327.96) (345.27, 2.06, 309.64) (0.81, 2.16, 0.81) Human 10.0338
(327.06, 7.07, 327.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.368953
(327.06, 7.07, 327.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.673042
(327.06, 7.07, 327.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.003054
(327.06, 7.07, 327.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.340908
(327.06, 7.07, 327.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.733234
(327.06, 7.07, 327.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.214387
(327.06, 7.07, 327.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.753643
(327.06, 7.07, 327.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36208
(327.06, 7.07, 327.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.20621
(327.06, 7.07, 327.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.21282
(327.06, 7.07, 327.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.49858
(327.06, 7.07, 327.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.23248
(327.06, 7.07, 327.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.06847
(327.06, 7.07, 327.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.96001
(327.06, 7.07, 327.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.17216
(327.06, 7.07, 327.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.982969
(327.06, 7.07, 327.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.175306
(327.06, 7.07, 327.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.381704
(327.06, 7.07, 327.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.603673
(327.06, 7.07, 327.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.843031
(327.06, 7.07, 327.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.101839
(327.06, 7.07, 327.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.382474
(327.06, 7.07, 327.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.687823
(327.06, 7.07, 327.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.012062
(327.06, 7.07, 327.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.350733
(327.06, 7.07, 327.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.722834
(327.06, 7.07, 327.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.202759
(327.06, 7.07, 327.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.740569
(327.06, 7.07, 327.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34729
(327.06, 7.07, 327.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.21955
(327.06, 7.07, 327.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.23588
(327.06, 7.07, 327.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.57418
(327.06, 7.07, 327.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.35342
(327.06, 7.07, 327.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.17913
(327.06, 7.07, 327.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.04873
(327.06, 7.07, 327.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.1333
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.793559
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.983553
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.187718
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.407586
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.613243
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.832402
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.068019
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.321919
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.594315
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.882778
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.195695
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.519553
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.850959
û(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.229679
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.645777
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10324
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.60114
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.14251
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.74457
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.44432
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.33535
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.35541
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.6621
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.42025
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.98735
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.783884
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.973204
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.176594
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.394476
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.597803
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.815854
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.050253
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.302802
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.575621
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.86912
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.180884
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.500857
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.841851
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.221172
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.636447
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09298
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58848
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.12852
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.729
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.4597
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.35896
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.38531
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.69231
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.4989
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.68538
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.774426
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.963072
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.165674
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.380409
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.58278
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.799777
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.032949
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.284181
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.555537
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.849498
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.166761
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.487618
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.8348
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.213475
ú(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.628041
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0837
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.57701
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.11584
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.73739
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.47653
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.37831
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.42512
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.72481
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.58081
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.76719
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.765161
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.953127
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.155047
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.3668
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.568239
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.784135
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.016204
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.266105
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.536053
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.828377
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.146004
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.481821
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.82852
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.206662
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.620564
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07551
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.56667
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.1044
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.74826
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.49482
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.3994
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.45716
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.75974
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.00549
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.85284
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.756138
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.943437
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.144623
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.35357
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.554071
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.769013
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.999923
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.248629
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.517176
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.807942
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.132819
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.469015
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.823032
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.200643
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.614021
ö(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06828
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.55753
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.1146
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.76045
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.51464
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.42223
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.48853
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.79707
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.51169
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.94239
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.747291
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.934002
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.134451
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.340735
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.540332
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.754326
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.984162
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.231629
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.498839
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.788123
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.122466
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.45517
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.809278
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.195531
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.608406
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06213
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.5495
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.12671
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.77405
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.53597
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.44677
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.52191
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.75575
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.51974
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.03593
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.738658
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.92473
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.124545
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.328284
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.527035
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.740068
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.968856
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.215181
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.481099
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.779075
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.112696
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.442088
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.79502
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.180625
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.603547
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05697
ë(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.56076
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.14007
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.78899
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.55884
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.47309
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.55739
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.21059
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.58431
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.13354
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.393962
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.915734
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.114843
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.316236
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.514161
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.726276
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.954091
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.199293
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.46546
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.770625
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.103475
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.429715
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.781551
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.165912
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.587424
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0516
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.57388
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.15465
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.80533
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.58316
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.50117
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.52871
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.02441
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.65182
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.23533
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.382323
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.906932
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.105398
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.304582
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.501751
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.712945
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.939783
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.183904
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.458124
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.762652
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.094777
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.418036
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.768842
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.152042
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.57223
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05022
